class,predicate,distinct_objects,total_objects,uniqueness
AdministrativeRegion,name,30334,34387,0.882136
Person,givenName,30011,30335,0.989319
Person,youthclubs,29854,96068,0.310759
Person,termEnd,29502,118643,0.248662
Person,other,28441,49957,0.569310
Person,knownFor,28155,41397,0.680122
Person,awards,25873,86737,0.298293
Person,parents,25576,27680,0.923988
AdministrativeRegion,label,23913,23913,1.000000
Species,genusAuthority,23579,52841,0.446225
Person,source,22735,26216,0.867218
Person,militaryCommand,22718,35132,0.646647
Person,label,22340,50334,0.443835
Person,issue,21898,28366,0.771981
Person,almaMater,21693,122713,0.176778
Person,residence,20739,66131,0.313605
Person,orderInOffice,19558,44836,0.436212
Person,with,17907,21479,0.833698
Person,parent,17479,28443,0.614527
Person,years,16615,894214,0.018581
Person,managerclubs,16304,68208,0.239034
Person,alias,15930,16269,0.979163
AdministrativeRegion,name,15124,16092,0.939846
Person,teams,15123,27764,0.544698
Person,commands,14848,33309,0.445765
Person,education,14750,28102,0.524874
Person,title,14724,22683,0.649120
Person,relatives,14488,18440,0.785683
Person,highlights,14352,19701,0.728491
Person,nickname,13930,18876,0.737974
Person,birthname,13889,13950,0.995627
Person,activeYearsStartDate,13097,30598,0.428035
Person,br,13090,13099,0.999313
Person,residence,13035,62168,0.209674
Person,team,12627,74388,0.169745
Species,familia,12622,281339,0.044864
Person,preceded,12521,14838,0.843847
Person,activeYearsEndDate,12367,25221,0.490345
Person,child,12269,14143,0.867496
Person,currentclub,12135,73040,0.166142
Species,typeSpecies,12077,12239,0.986764
Person,otherNames,12022,12470,0.964074
Person,nick,11896,15766,0.754535
Person,brm,11800,11819,0.998392
Person,managerClub,11496,55396,0.207524
Person,succeeded,11393,14490,0.786266
Person,award,11101,79673,0.139332
Person,votes,10884,12996,0.837488
Person,notableworks,10793,11393,0.947336
Species,family,10714,376170,0.028482
Person,nfl,10539,11453,0.920196
Person,father,10412,16231,0.641489
Person,portrayer,10371,11994,0.864682
Person,genre,10303,110421,0.093307
Person,club,10252,47376,0.216396
ChemicalCompound,imagefile,10246,11221,0.913109
ChemicalCompound,label,9929,9929,1.000000
Person,battles,9648,67832,0.142234
Person,almaMater,9603,112231,0.085565
Species,binomialAuthority,9489,90790,0.104516
Person,relations,9339,10664,0.875750
Person,url,9318,9743,0.956379
Person,differentFrom,9307,9994,0.931259
Person,mother,9299,13951,0.666547
Person,notableWorks,9296,11014,0.844017
Person,alt,9214,9902,0.930519
Person,origin,9073,32986,0.275056
Person,doctoralStudents,9015,9366,0.962524
Person,p,8849,10003,0.884635
Person,relative,8774,12190,0.719770
Person,influencedBy,8717,21394,0.407451
Person,names,8716,9097,0.958118
Person,recordLabel,8476,45283,0.187178
Person,pastteams,8394,12201,0.687976
Person,influences,8204,18760,0.437313
Person,candidate,8199,8913,0.919892
Person,region,8133,26967,0.301591
Person,first,8098,15020,0.539148
ChemicalCompound,othernames,8074,9647,0.836944
Person,date,8007,32769,0.244347
AdministrativeRegion,populationTotal,7957,9822,0.810120
ChemicalCompound,iupacName,7903,7918,0.998106
Person,hometown,7625,38726,0.196896
Person,nativeName,7549,7578,0.996173
Person,party,7471,86160,0.086711
Person,last,7210,11870,0.607414
Person,influenced,7163,10258,0.698284
Person,family,7159,9261,0.773027
Person,cube,7152,7158,0.999162
Person,restingPlace,7051,21724,0.324572
Species,rangeMap,6972,7203,0.967930
ChemicalCompound,verifiedrevid,6943,7010,0.990442
Person,profession,6847,27386,0.250018
Person,quote,6834,6951,0.983168
Person,seeAlso,6821,11784,0.578836
Person,order,6744,28332,0.238035
Person,influenced,6714,10037,0.668925
Person,doctoralStudent,6691,6978,0.958871
Person,relation,6684,8265,0.808711
Person,s,6629,10339,0.641165
Person,restingPlace,6501,10876,0.597738
Person,coachTeam,6406,29058,0.220456
Person,battle,6357,72907,0.087193
Person,highschool,6342,11266,0.562933
Person,t,6299,6434,0.979018
Person,field,6268,29010,0.216063
Person,overallRecord,6248,6802,0.918553
Species,image,6224,6313,0.985902
Person,fangraphs,6140,6160,0.996753
Person,instrument,6130,49669,0.123417
Person,education,6106,22128,0.275940
Person,powers,6099,8866,0.687909
Person,notableWork,6040,6263,0.964394
Person,deliveries,6022,28820,0.208952
Person,debut,5900,8500,0.694118
Person,othername,5876,5929,0.991061
AdministrativeRegion,pop,5722,7289,0.785019
Person,alongside,5581,8560,0.651986
Person,signature,5563,5630,0.988099
Person,unit,5519,16919,0.326201
Person,pfr,5510,5526,0.997105
Person,workplaces,5423,16703,0.324672
Person,wstitle,5340,5679,0.940306
Person,employer,5286,7836,0.674579
Person,fullName,5248,5709,0.919250
Person,runs,5193,23806,0.218138
Person,placeofburial,5131,8955,0.572976
Person,personFunction,5130,5130,1.000000
Person,nflnew,5118,5139,0.995914
Person,doctoralAdvisor,5102,6973,0.731679
Person,constituency,5016,8926,0.561954
Species,rangeMapCaption,5014,5620,0.892171
AdministrativeRegion,caption,4996,6344,0.787516
Person,nationality,4936,156212,0.031598
Person,formerTeam,4883,97507,0.050078
AdministrativeRegion,homepage,4883,4927,0.991070
Species,typeSpeciesAuthority,4807,9867,0.487179
Person,militaryUnit,4656,15486,0.300659
Species,id,4619,4710,0.980679
Person,laterwork,4607,5934,0.776373
Species,race,4593,17507,0.262352
Person,number,4571,65661,0.069615
Person,highSchool,4565,6934,0.658350
Person,number,4542,27588,0.164637
Person,party,4524,77774,0.058169
Person,percentage,4447,11736,0.378920
Person,field,4430,38782,0.114228
Person,batAvg,4414,23631,0.186789
Person,soundRecording,4260,4260,1.000000
Person,portrayer,4235,5059,0.837122
Person,mlb,4162,4169,0.998321
Person,proteam,4078,8605,0.473911
AdministrativeRegion,areaTotal,4070,6157,0.661036
AdministrativeRegion,website,4060,4101,0.990002
Person,bowlAvg,4059,20784,0.195294
Person,credits,4039,5076,0.795705
Person,fields,4018,13705,0.293178
Person,coach,3993,5524,0.722846
ChemicalCompound,iupacname,3922,7765,0.505087
Person,characterName,3908,4146,0.942595
Person,doctoralAdvisor,3872,5810,0.666437
Person,image,3862,3994,0.966950
Person,espn,3829,3880,0.986856
Person,prizes,3798,8454,0.449255
Person,pcupdate,3794,47166,0.080439
Species,subfamilia,3770,49327,0.076429
Person,goals,3713,344767,0.010770
Person,formerTeams,3679,19995,0.183996
Person,works,3676,3785,0.971202
Person,employer,3664,6476,0.565781
Person,bbr,3654,3665,0.996999
Species,horsename,3631,3653,0.993978
Person,partner,3607,3699,0.975128
Person,data,3596,4983,0.721654
Person,statvalue,3591,31695,0.113299
Person,ntupdate,3589,19012,0.188776
Person,rank,3577,38510,0.092885
Person,databasefootball,3566,3578,0.996646
Person,genre,3560,107563,0.033097
AdministrativeRegion,population,3533,3952,0.893978
Person,cfbdwid,3516,3544,0.992099
Person,consecration,3483,4158,0.837662
Species,dam,3438,3686,0.932718
Person,training,3424,6807,0.503012
Person,c,3376,3432,0.983683
Person,careerprizemoney,3302,3318,0.995178
AdministrativeRegion,p,3296,3708,0.888889
Person,careerPrizeMoney,3287,3303,0.995156
Person,imageName,3265,3295,0.990895
Person,reign,3245,9866,0.328907
AdministrativeRegion,centre,3143,3151,0.997461
Person,constituencyMp,3139,6876,0.456515
Species,familiaAuthority,3126,4957,0.630623
Person,notableInstruments,3108,7117,0.436701
AdministrativeRegion,areaKm,3104,3846,0.807072
Species,taxon,3094,3103,0.997100
Person,pseudonym,3071,3103,0.989687
Person,college,3067,34515,0.088860
Person,workInstitutions,3057,7215,0.423701
Person,rr,3055,3178,0.961296
Person,pseudonym,3054,3071,0.994464
Person,mr,3038,3148,0.965057
AdministrativeRegion,countySeat,3015,3019,0.998675
Person,reason,3014,4978,0.605464
Person,originalteam,2992,9782,0.305868
AdministrativeRegion,largestCity,2992,3031,0.987133
Person,firstAppearance,2990,4870,0.613963
Person,nationalteam,2984,91361,0.032662
Person,stat2value,2983,20645,0.144490
Person,hangul,2967,3132,0.947318
AdministrativeRegion,bishop,2905,3342,0.869240
AdministrativeRegion,imageMap,2894,3569,0.810871
Person,updated,2893,19692,0.146912
AdministrativeRegion,demoCsd,2867,5069,0.565595
ChemicalCompound,name,2828,2834,0.997883
Species,earnings,2826,2935,0.962862
Species,worms,2823,2842,0.993315
Person,position,2802,216521,0.012941
Star,label,2797,2797,1.000000
Person,primeminister,2795,12732,0.219526
Person,votesmart,2793,2833,0.985881
Person,playedFor,2773,29407,0.094297
Person,ordination,2770,4005,0.691635
Person,school,2762,6439,0.428949
Person,movement,2759,8244,0.334668
Species,owner,2750,4564,0.602542
Person,titles,2746,5239,0.524146
Person,trainer,2727,5589,0.487923
AdministrativeRegion,latin,2726,2743,0.993802
AdministrativeRegion,east,2679,3017,0.887968
Person,workInstitution,2678,6702,0.399582
Person,irish,2660,2890,0.920415
Species,ordo,2652,258173,0.010272
AdministrativeRegion,west,2648,2980,0.888591
Person,significantBuildings,2646,2734,0.967813
Person,previousPost,2641,3803,0.694452
Person,realName,2635,2734,0.963789
AdministrativeRegion,north,2635,2996,0.879506
Person,pb,2633,5811,0.453106
AdministrativeRegion,area,2630,2887,0.910980
Person,sname,2622,2635,0.995066
AdministrativeRegion,cathedral,2609,2792,0.934456
Species,tribus,2597,23283,0.111541
AdministrativeRegion,south,2591,2946,0.879498
ChemicalCompound,name,2590,2861,0.905278
Person,horses,2588,3601,0.718689
Star,name,2586,2599,0.994998
AdministrativeRegion,repname,2576,2757,0.934349
Person,raceHorse,2570,3739,0.687350
Person,realname,2563,2569,0.997664
Person,race,2554,13417,0.190356
Person,homeTown,2509,4411,0.568805
Person,stat3value,2501,20449,0.122304
Person,television,2493,3791,0.657610
AdministrativeRegion,web,2479,2480,0.999597
AdministrativeRegion,area,2472,2854,0.866153
Person,hometown,2455,3757,0.653447
Person,as,2452,3579,0.685108
Species,breeder,2441,3592,0.679566
Person,deathYear,2410,485681,0.004962
Person,playerTeam,2385,6562,0.363456
Person,organization,2375,3004,0.790613
Person,currentTeam,2356,3680,0.640217
Person,subject,2341,4118,0.568480
ChemicalCompound,imagename,2328,2779,0.837711
Species,race,2327,16290,0.142848
Species,caption,2327,2534,0.918311
Person,creator,2325,11450,0.203057
Person,clubUpdate,2302,19554,0.117725
AdministrativeRegion,map,2298,2439,0.942189
Person,birthYear,2297,1047954,0.002192
Person,primeMinister,2295,12211,0.187945
AdministrativeRegion,catholics,2287,2677,0.854315
Person,significantBuilding,2282,2445,0.933333
Person,creators,2269,8081,0.280782
Person,restingplace,2251,3820,0.589267
AdministrativeRegion,largestCityWl,2244,2861,0.784341
Person,allegiance,2241,19406,0.115480
AdministrativeRegion,capital,2205,2472,0.891990
Person,stat1value,2196,20814,0.105506
AdministrativeRegion,nameLocal,2183,2433,0.897246
Species,m,2182,3468,0.629181
Person,majorwins,2179,4457,0.488894
Person,deathCause,2177,7901,0.275535
AdministrativeRegion,exImage,2169,2187,0.991770
Species,order,2166,335893,0.006448
AdministrativeRegion,seatWl,2164,2882,0.750867
Person,w,2149,2318,0.927092
Person,description,2142,2336,0.916952
Species,damsire,2128,3662,0.581103
Person,deputy,2118,2520,0.840476
Person,placeOfBurial,2118,3837,0.551994
AdministrativeRegion,exImageCap,2113,2192,0.963960
Person,otherPost,2102,2959,0.710375
Person,branch,2099,28528,0.073577
Person,thesisTitle,2099,2101,0.999048
Person,influencedBy,2086,3275,0.636947
Person,filename,2084,2208,0.943841
Person,careerhighlights,2080,2265,0.918322
Person,succession,2073,6333,0.327333
Person,governor,2067,4087,0.505750
Species,mm,2063,3427,0.601984
Person,sherdog,2035,2039,0.998038
Person,religion,2033,46943,0.043308
Person,president,2028,12033,0.168537
Person,ethnicity,2026,12090,0.167577
Person,activeYearsStartYear,2025,140746,0.014388
Person,instrument,2025,47650,0.042497
Species,sire,1999,3689,0.541881
Person,appointed,1998,2950,0.677288
Person,nationalteamUpdate,1993,6810,0.292658
Person,college,1981,13185,0.150246
Person,event,1980,11476,0.172534
Person,cteam,1955,4269,0.457953
Person,honorificSuffix,1940,15845,0.122436
Person,imdbId,1923,1938,0.992260
Person,aliases,1922,1973,0.974151
Person,activeYearsEndYear,1919,67896,0.028264
AdministrativeRegion,county,1918,4273,0.448865
Star,propMoRa,1915,1980,0.967172
Star,propMoDec,1911,1972,0.969067
AdministrativeRegion,areaLand,1908,3490,0.546705
Person,training,1904,5860,0.324915
AdministrativeRegion,established,1890,3266,0.578690
Person,formercoach,1880,3184,0.590452
Person,amateurteam,1879,2423,0.775485
AdministrativeRegion,southwest,1865,1985,0.939547
Person,associate,1859,2567,0.724192
AdministrativeRegion,northeast,1857,1962,0.946483
Person,dbf,1851,1851,1.000000
Person,serviceyears,1851,27092,0.068323
Person,lieutenant,1850,2174,0.850966
AdministrativeRegion,southeast,1846,1962,0.940877
AdministrativeRegion,northwest,1836,1954,0.939611
AdministrativeRegion,established,1829,2415,0.757350
Person,boards,1824,1985,0.918892
Person,mainInterests,1819,4808,0.378328
Person,governor,1815,3889,0.466701
Person,formerpartner,1812,1990,0.910553
Person,hanja,1809,1947,0.929122
AdministrativeRegion,nearS,1807,2263,0.798498
AdministrativeRegion,nearN,1806,2281,0.791758
Person,deputy,1800,2152,0.836431
Species,mmm,1796,2077,0.864709
AdministrativeRegion,location,1787,8632,0.207020
AdministrativeRegion,nearW,1773,2250,0.788000
ChemicalCompound,imagealt,1763,2020,0.872772
Person,change,1759,3120,0.563782
AdministrativeRegion,nearE,1743,2306,0.755854
Person,viafId,1737,1744,0.995986
Species,image2Caption,1724,2790,0.617921
Person,term,1723,14501,0.118819
Species,trainer,1716,4238,0.404908
Person,signature,1710,1724,0.991879
Person,majority,1701,1813,0.938224
Person,highschool,1697,2151,0.788935
Person,ended,1695,1948,0.870123
Person,reference,1695,1796,0.943764
Species,trinomial,1695,1712,0.990070
Person,postseason,1678,8490,0.197644
Person,allegiance,1661,19047,0.087205
Person,alliances,1660,6852,0.242265
Person,patronage,1660,1818,0.913091
Person,nationality,1650,116787,0.014128
Person,ballot,1650,1661,0.993377
AdministrativeRegion,nearSw,1643,2141,0.767398
Person,creator,1641,4958,0.330980
Star,parallax,1637,1991,0.822200
Person,born,1633,2102,0.776879
Person,yearsActive,1633,69780,0.023402
Person,d,1624,3401,0.477507
AdministrativeRegion,nearNw,1609,2156,0.746289
Person,club,1605,5445,0.294766
AdministrativeRegion,nearSe,1603,2166,0.740074
Species,mf,1601,3441,0.465272
Person,see,1600,3616,0.442478
AdministrativeRegion,namedFor,1599,2306,0.693408
AdministrativeRegion,nearNe,1599,2164,0.738909
Person,president,1598,11200,0.142679
Star,appmagV,1598,2522,0.633624
Person,lieutenant,1593,1839,0.866232
Species,mmmm,1591,1923,0.827353
Person,consecratedBy,1580,2363,0.668642
AdministrativeRegion,mapCaption,1572,2475,0.635152
Person,electionMajority,1559,1750,0.890857
AdministrativeRegion,postcode,1555,3644,0.426729
Species,fossilRange,1551,5602,0.276865
Species,subspecies,1541,1567,0.983408
AdministrativeRegion,conventionalLongName,1538,1558,0.987163
Person,race,1525,13353,0.114207
Person,notableRole,1516,1578,0.960710
Species,f,1509,3476,0.434120
Person,attendance,1506,1575,0.956190
Species,cultivar,1505,1575,0.955556
Person,ruAmateurclubs,1504,4446,0.338282
Species,superfamilia,1503,35894,0.041873
AdministrativeRegion,url,1496,1527,0.979699
Person,otherparty,1481,3495,0.423748
Person,regent,1477,1942,0.760556
Person,draftpick,1464,11402,0.128399
Person,voice,1459,2321,0.628608
AdministrativeRegion,areaTotalSqMi,1456,3001,0.485172
Person,school,1453,4658,0.311936
Species,title,1448,1533,0.944553
Person,notableStudents,1447,1533,0.943901
Person,honorificPrefix,1440,18101,0.079554
AdministrativeRegion,areaLandSqMi,1434,3001,0.477841
Person,ribbon,1429,17927,0.079712
Species,typeStrain,1429,1445,0.988927
Person,enthroned,1424,1604,0.887781
Person,movement,1418,6827,0.207705
Person,bowlname,1407,3224,0.436414
Person,cfl,1399,1478,0.946549
AdministrativeRegion,local,1395,1419,0.983087
Person,profession,1393,14980,0.092991
Person,report,1390,1595,0.871473
Person,prevSeries,1388,6153,0.225581
AdministrativeRegion,commonName,1386,1486,0.932705
Person,voice,1379,1853,0.744199
Species,fm,1378,3434,0.401281
Species,eol,1376,1378,0.998549
AdministrativeRegion,imageFlag,1376,1562,0.880922
Person,bishop,1374,1401,0.980728
Species,mmf,1370,2092,0.654876
Person,followthemoney,1367,1394,0.980631
Galaxy,name,1362,1364,0.998534
Person,board,1356,1616,0.839109
Person,significantProjects,1352,1416,0.954802
Star,class,1341,2233,0.600537
Person,footnotes,1338,1491,0.897384
Person,pinyinchinesename,1334,1340,0.995522
Person,championships,1318,5562,0.236965
AdministrativeRegion,nativeName,1317,1353,0.973392
Person,afl,1310,1314,0.996956
Person,partner,1304,1342,0.971684
Person,burialPlace,1289,2028,0.635602
Star,radialV,1277,1697,0.752504
AdministrativeRegion,territory,1277,1569,0.813894
AdministrativeRegion,emeritusBishops,1277,1332,0.958709
Person,formerPartner,1265,1592,0.794598
Person,coronation,1265,1524,0.830052
Person,aflstatvalue,1260,4138,0.304495
AdministrativeRegion,mayor,1253,1283,0.976617
Person,ruProclubs,1251,7100,0.176197
Species,mfm,1250,2078,0.601540
Person,militaryBranch,1249,26786,0.046629
Person,notableWork,1232,1393,0.884422
Person,romances,1228,1504,0.816489
Person,subject,1224,2239,0.546673
Species,foaled,1220,3689,0.330713
Species,mmmf,1220,1924,0.634096
Species,sire,1219,2832,0.430438
Person,house,1215,7636,0.159115
Person,sortkey,1210,1241,0.975020
Person,thesisUrl,1207,1253,0.963288
Person,location,1203,2251,0.534429
Person,billed,1200,2128,0.563910
Person,citizenship,1196,11209,0.106700
Person,majorShrine,1195,1323,0.903250
Person,notableIdeas,1192,1257,0.948290
Star,temperature,1189,1647,0.721919
Person,style,1188,6671,0.178084
Person,notableStudent,1183,1260,0.938889
Person,cousins,1182,2264,0.522085
AdministrativeRegion,seeAlso,1177,2146,0.548462
Person,note,1172,2301,0.509344
Person,text,1169,1208,0.967715
Person,significantProject,1163,1343,0.865972
Person,trainer,1148,3699,0.310354
AdministrativeRegion,pop2010census,1147,1165,0.984549
Person,siblings,1143,1462,0.781806
Person,fightingOutOf,1132,3004,0.376831
AdministrativeRegion,admCtrName,1131,1145,0.987773
AdministrativeRegion,s,1128,1843,0.612046
Species,mmfm,1126,1916,0.587683
Person,fec,1119,1135,0.985903
Person,significantother,1116,1300,0.858462
Species,grandsire,1112,3562,0.312184
Person,termstart,1107,1877,0.589771
Person,stat4value,1105,2537,0.435554
Person,otherParty,1104,3358,0.328767
Person,majorShrine,1102,1562,0.705506
AdministrativeRegion,ruName,1099,1169,0.940120
AdministrativeRegion,enName,1098,1169,0.939264
Species,species,1097,2550,0.430196
Species,fmm,1095,2079,0.526696
AdministrativeRegion,imageSkyline,1085,1205,0.900415
Person,highestsinglesranking,1079,3868,0.278956
Person,academicAdvisors,1077,1258,0.856121
AdministrativeRegion,province,1077,4176,0.257902
Species,mfmm,1071,1921,0.557522
Person,skatingClub,1068,1862,0.573577
Person,district,1061,26230,0.040450
Person,competitions,1059,2386,0.443839
AdministrativeRegion,capital,1055,1372,0.768950
Person,series,1050,5421,0.193691
AdministrativeRegion,populationDensity,1047,3553,0.294681
ChemicalCompound,imagefiler,1046,1164,0.898625
Person,highestdoublesranking,1043,3376,0.308945
Species,subgenus,1035,5039,0.205398
ChemicalCompound,imagefilel,1034,1172,0.882253
Species,diversityLink,1033,1741,0.593337
Species,ff,1026,3443,0.297996
AdministrativeRegion,munFormation,1019,1088,0.936581
Person,tradchinesename,1018,1018,1.000000
Person,stateOfOrigin,1014,33759,0.030036
AdministrativeRegion,dist,1014,8030,0.126276
Person,mainInterest,1006,3812,0.263903
Person,motto,1006,1146,0.877836
Person,article,1005,1050,0.957143
Person,simpchinesename,1005,1007,0.998014
Person,debutteam,1002,29229,0.034281
Person,nobleFamily,997,3906,0.255248
Star,mass,997,1949,0.511544
Species,trainer,992,3340,0.297006
Person,wife,990,1215,0.814815
Person,pastcoaching,989,1516,0.652375
Star,absmagV,982,1139,0.862160
Person,consecrationDate,980,1013,0.967423
Person,currentsinglesranking,979,1479,0.661934
Species,damsire,979,2275,0.430330
Person,ethnicity,977,7363,0.132690
Person,nationalcompetition,975,1937,0.503356
Person,sons,972,1468,0.662125
Species,fmmm,965,1923,0.501820
Species,owner,959,2517,0.381009
Person,notableIdea,957,1077,0.888579
Person,congbio,956,958,0.997912
Person,agent,954,2072,0.460425
AdministrativeRegion,votes,951,1103,0.862194
Person,academicAdvisor,948,1144,0.828671
Person,wickets,948,21040,0.045057
AdministrativeRegion,longd,943,7561,0.124719
AdministrativeRegion,lga,942,4200,0.224286
Person,playingTeam,939,15606,0.060169
Person,honors,931,1283,0.725643
Person,viaf,930,931,0.998926
Species,foalDate,930,1001,0.929071
Person,weight,929,19116,0.048598
Person,attributes,922,1322,0.697428
Star,appmag,922,984,0.936992
Species,fmf,921,2088,0.441092
AdministrativeRegion,popMunicunit,918,961,0.955255
Person,league,916,16008,0.057221
AdministrativeRegion,percentage,909,1040,0.874038
Person,weight,908,67412,0.013469
Person,fideid,906,906,1.000000
Person,imageCaption,906,936,0.967949
Person,combinedTotal,905,1037,0.872710
Person,finalteam,903,22418,0.040280
AdministrativeRegion,seat,903,1040,0.868269
Person,lastAppearance,901,1819,0.495327
Person,currentdoublesranking,901,1378,0.653846
Species,mff,900,2087,0.431241
Person,home,893,2076,0.430154
AdministrativeRegion,imageMapCaption,893,1094,0.816271
AdministrativeRegion,demoElectors,889,910,0.976923
Person,brothers,883,1235,0.714980
Person,j,883,883,1.000000
Person,debutdate,878,22379,0.039233
Person,fsScore,876,1031,0.849661
Species,mfmf,876,1923,0.455538
Person,husband,874,1132,0.772085
Person,students,874,962,0.908524
Person,coatOfArms,873,890,0.980899
Person,author,863,1431,0.603075
Species,trinomialAuthority,862,1095,0.787215
Person,spScore,859,1044,0.822797
Person,daughters,858,1215,0.706173
Person,termend,858,1426,0.601683
Person,buried,856,1389,0.616271
AdministrativeRegion,data,855,862,0.991879
AdministrativeRegion,latd,855,7561,0.113080
Person,youthyears,854,64513,0.013238
Person,nicknames,851,1071,0.794585
Person,opensecrets,851,855,0.995322
Person,points,850,12498,0.068011
Person,usopen,847,1946,0.435252
Person,placeOfBurial,846,1304,0.648773
Species,fmmf,845,1921,0.439875
AdministrativeRegion,demoPop,842,869,0.968930
Person,page,839,1143,0.734033
Species,mmff,828,1917,0.431925
Person,death,825,1486,0.555182
Person,open,823,1959,0.420112
Species,classis,822,234314,0.003508
Person,sport,818,32765,0.024966
AdministrativeRegion,title,818,949,0.861960
Person,sisters,816,1132,0.720848
AdministrativeRegion,catholicsPercent,816,2545,0.320629
Person,university,815,2405,0.338877
Person,religion,814,33564,0.024252
Person,institution,812,1991,0.407835
Person,diocese,811,2027,0.400099
Person,otherarticle,811,813,0.997540
Person,vicepresident,810,1043,0.776606
Star,luminosity,809,1118,0.723614
Person,currentRecord,808,894,0.903803
AdministrativeRegion,imageCoa,808,819,0.986569
Person,choreographer,807,1424,0.566713
Species,updated,805,1350,0.596296
Species,subordo,799,31988,0.024978
AdministrativeRegion,areaWater,799,3300,0.242121
Person,species,798,3273,0.243813
Person,govtrack,797,801,0.995006
Star,bV,795,1702,0.467098
AdministrativeRegion,longs,794,4542,0.174813
Person,record,793,958,0.827766
Person,ref,780,885,0.881356
Person,overallRecord,777,6784,0.114534
Person,currentteam,776,6756,0.114861
AdministrativeRegion,founded,775,2120,0.365566
Person,constituencyAm,774,1840,0.420652
Person,statlabel,769,34674,0.022178
Species,taxoname,763,767,0.994785
AdministrativeRegion,lats,763,4542,0.167988
AdministrativeRegion,seal,762,762,1.000000
AdministrativeRegion,popCommunity,760,978,0.777096
Species,awards,759,2625,0.289143
Person,totalcaps,757,12216,0.061968
Person,billed,753,1977,0.380880
Person,retired,752,8353,0.090028
Person,schoolTradition,752,2428,0.309720
Person,collegehof,751,755,0.994702
Species,ffm,750,2075,0.361446
Person,accessdate,747,1238,0.603393
Person,caps,746,487314,0.001531
Person,1namedata,745,1320,0.564394
Person,ontheissues,745,745,1.000000
Person,parliament,742,6136,0.120926
Star,uB,742,1336,0.555389
Person,height,740,7728,0.095756
Person,opencong,740,740,1.000000
Person,conviction,739,1597,0.462743
Person,resides,738,1329,0.555305
Species,hybrid,737,1483,0.496966
Person,time,736,1232,0.597403
Person,formerchoreographer,734,1335,0.549813
Species,speciesAuthority,726,891,0.814815
AdministrativeRegion,province,725,2268,0.319665
Star,radius,724,1364,0.530792
Species,fmfm,723,1921,0.376366
Person,vicePresident,721,891,0.809203
Person,alterEgo,721,764,0.943717
Person,careerHighlights,721,1677,0.429934
Person,monarch,720,6208,0.115979
Star,simbad,717,723,0.991701
Species,breeder,714,1760,0.405682
Star,period,713,723,0.986169
Species,origin,712,1808,0.393805
Person,patrons,708,785,0.901911
Person,referee,708,1388,0.510086
Species,honours,702,1156,0.607266
Person,country,700,23856,0.029343
Person,stadium,700,1223,0.572363
Person,video,697,737,0.945726
Species,mffm,697,1913,0.364349
Galaxy,label,690,690,1.000000
Person,voicedBy,689,1034,0.666344
AdministrativeRegion,elevation,688,1962,0.350663
Person,pga,687,1928,0.356328
Person,debut,686,751,0.913449
Person,artist,686,700,0.980000
Person,list,686,1521,0.451019
AdministrativeRegion,metropolitan,685,1812,0.378035
Person,legistorm,684,684,1.000000
