class,predicate,distinct_objects,total_objects,uniqueness
Person,participants,22,22,1.000000
Person,politicalParty,22,23,0.956522
Person,preceding,22,22,1.000000
Person,previousYear,22,155,0.141935
Person,prevTitle,22,22,1.000000
Person,published,22,22,1.000000
Person,regionalsYear,22,37,0.594595
Person,regularRecord,22,58,0.379310
Person,ruTriesa,22,323,0.068111
Person,sc,22,574,0.038328
Person,season11TeamLink,22,64,0.343750
Person,season12PenaltyMinutes,22,39,0.564103
Person,season14Assists,22,25,0.880000
Person,season1PlayoffLooseBalls,22,59,0.372881
Person,season8Year,22,93,0.236559
Person,segegob,22,22,1.000000
Person,segegobEnd,22,22,1.000000
Person,segegobStart,22,22,1.000000
Person,sgpNo,22,23,0.956522
Person,signatureType,22,164,0.134146
Person,socialdev,22,22,1.000000
Person,socialdevStart,22,22,1.000000
Person,ssActiveYears,22,126,0.174603
Person,ssLastSeason,22,133,0.165414
Person,stat22label,22,1279,0.017201
Person,stat24label,22,123,0.178862
Person,t20idebutfor,22,71,0.309859
Person,teamg,22,33,0.666667
Person,timeBegin,22,26,0.846154
Person,totalpercent,22,22,1.000000
Person,treasuryEnd,22,22,1.000000
Person,upright,22,1003,0.021934
Person,ward,22,35,0.628571
Person,weightclass,22,32,0.687500
Person,wimbledondoublesresult,22,3383,0.006503
Person,worldchamp,22,23,0.956522
Person,wuu,22,22,1.000000
Person,yearsInTruck,22,671,0.032787
Species,chancellor,22,35,0.628571
Species,altId,22,22,1.000000
Species,betacaroteneUg,22,24,0.916667
Species,boxLoss,22,342,0.064327
Species,broadFt,22,4054,0.005427
Species,championshipLeague,22,27,0.814815
Species,chiefminister,22,28,0.785714
Species,clpositionh,22,56,0.392857
Species,course,22,60,0.366667
Species,currentRankingDate,22,87,0.252874
Species,dateDecided,22,22,1.000000
Species,fibaHofCoach,22,22,1.000000
Species,firstChampRace,22,28,0.785714
Species,healthStart,22,22,1.000000
Species,lifespan,22,23,0.956522
Species,maxvotes,22,26,0.846154
Species,maxvotespercent,22,26,0.846154
Species,missEarth,22,79,0.278481
Species,mmaDecloss,22,2256,0.009752
Species,musicVideos,22,84,0.261905
Species,nameExplanation,22,22,1.000000
Species,ocBs,22,37,0.594595
Species,otherParty,22,22,1.000000
Species,participants,22,22,1.000000
Species,politicalParty,22,23,0.956522
Species,preceding,22,22,1.000000
Species,previousYear,22,155,0.141935
Species,prevTitle,22,22,1.000000
Species,published,22,22,1.000000
Species,regionalsYear,22,37,0.594595
Species,regularRecord,22,58,0.379310
Species,ruTriesa,22,323,0.068111
Species,sc,22,574,0.038328
Species,season11TeamLink,22,64,0.343750
Species,season12PenaltyMinutes,22,39,0.564103
Species,season14Assists,22,25,0.880000
Species,season1PlayoffLooseBalls,22,59,0.372881
Species,season8Year,22,93,0.236559
Species,segegob,22,22,1.000000
Species,segegobEnd,22,22,1.000000
Species,segegobStart,22,22,1.000000
Species,sgpNo,22,23,0.956522
Species,signatureType,22,164,0.134146
Species,socialdev,22,22,1.000000
Species,socialdevStart,22,22,1.000000
Species,ssActiveYears,22,126,0.174603
Species,ssLastSeason,22,133,0.165414
Species,stat22label,22,1279,0.017201
Species,stat24label,22,123,0.178862
Species,t20idebutfor,22,71,0.309859
Species,teamg,22,33,0.666667
Species,timeBegin,22,26,0.846154
Species,totalpercent,22,22,1.000000
Species,treasuryEnd,22,22,1.000000
Species,unrankedFamilia,22,30,0.733333
Species,upright,22,1003,0.021934
Species,ward,22,35,0.628571
Species,weightclass,22,32,0.687500
Species,wimbledondoublesresult,22,3383,0.006503
Species,worldchamp,22,23,0.956522
Species,yearsInTruck,22,671,0.032787
Galaxy,distPc,22,22,1.000000
AdministrativeRegion,areaMetro,22,26,0.846154
AdministrativeRegion,buc,22,25,0.880000
AdministrativeRegion,group,22,33,0.666667
AdministrativeRegion,house,22,37,0.594595
AdministrativeRegion,imageS,22,68,0.323529
AdministrativeRegion,newspaper,22,22,1.000000
AdministrativeRegion,officiallangs,22,23,0.956522
AdministrativeRegion,palgrid,22,27,0.814815
AdministrativeRegion,prevName,22,22,1.000000
AdministrativeRegion,reptile,22,31,0.709677
AdministrativeRegion,sepRecordHighF,22,62,0.354839
AdministrativeRegion,slogan,22,23,0.956522
AdministrativeRegion,swing,22,22,1.000000
AdministrativeRegion,translitLang,22,638,0.034483
AdministrativeRegion,yeardSun,22,31,0.709677
AdministrativeRegion,yearRecordHighF,22,39,0.564103
Person,fastestLap,21,726,0.028926
Person,age,21,24,0.875000
Person,archiveDate,21,24,0.875000
Person,broadIn,21,4059,0.005174
Person,bsbTotalPoints,21,21,1.000000
Person,built,21,22,0.954545
Person,candidate4Votes,21,21,1.000000
Person,channelWebsite,21,21,1.000000
Person,coachyear,21,76,0.276316
Person,coachyear6start,21,25,0.840000
Person,course,21,59,0.355932
Person,defenseStart,21,21,1.000000
Person,ev,21,29,0.724138
Person,eyeColour,21,154,0.136364
Person,findagrave,21,21,1.000000
Person,firstFlightAircraft,21,21,1.000000
Person,healthEnd,21,21,1.000000
Person,lonMin,21,28,0.750000
Person,mmaSubloss,21,1863,0.011272
Person,motogpActiveYears,21,83,0.253012
Person,museum,21,22,0.954545
Person,odidebutfor,21,112,0.187500
Person,originalreldate,21,21,1.000000
Person,postEnd,21,21,1.000000
Person,postStart,21,21,1.000000
Person,refereeyear2start,21,30,0.700000
Person,refname,21,36,0.583333
Person,rlNationalapps,21,145,0.144828
Person,ruYear5end,21,23,0.913043
Person,season10PlayoffLooseBalls,21,36,0.583333
Person,season4GamesPlayed,21,147,0.142857
Person,season7PlayoffLooseBalls,21,56,0.375000
Person,season9Year,21,85,0.247059
Person,socialdevEnd,21,21,1.000000
Person,sportCountry,21,37,0.567568
Person,stat23label,21,1288,0.016304
Person,stateAssembly,21,2792,0.007521
Person,subLosses,21,2366,0.008876
Person,territory,21,24,0.875000
Person,weburl,21,21,1.000000
Person,worldChampionshipAppearances,21,1456,0.014423
Species,fastestLap,21,726,0.028926
Species,age,21,24,0.875000
Species,archiveDate,21,24,0.875000
Species,border,21,459,0.045752
Species,broadIn,21,4059,0.005174
Species,bsbTotalPoints,21,21,1.000000
Species,built,21,22,0.954545
Species,candidate4Votes,21,21,1.000000
Species,channelWebsite,21,21,1.000000
Species,coachyear,21,76,0.276316
Species,coachyear6start,21,25,0.840000
Species,defenseStart,21,21,1.000000
Species,ev,21,29,0.724138
Species,eyeColour,21,154,0.136364
Species,findagrave,21,21,1.000000
Species,firstFlightAircraft,21,21,1.000000
Species,healthEnd,21,21,1.000000
Species,imageLeft,21,28,0.750000
Species,lonMin,21,28,0.750000
Species,mmaSubloss,21,1863,0.011272
Species,month,21,466,0.045064
Species,motogpActiveYears,21,83,0.253012
Species,museum,21,22,0.954545
Species,odidebutfor,21,112,0.187500
Species,originalreldate,21,21,1.000000
Species,postEnd,21,21,1.000000
Species,postStart,21,21,1.000000
Species,refereeyear2start,21,30,0.700000
Species,refname,21,36,0.583333
Species,rlNationalapps,21,145,0.144828
Species,ruYear5end,21,23,0.913043
Species,season10PlayoffLooseBalls,21,36,0.583333
Species,season4GamesPlayed,21,147,0.142857
Species,season7PlayoffLooseBalls,21,56,0.375000
Species,season9Year,21,85,0.247059
Species,socialdevEnd,21,21,1.000000
Species,sportCountry,21,37,0.567568
Species,stat23label,21,1288,0.016304
Species,stateAssembly,21,2792,0.007521
Species,subLosses,21,2366,0.008876
Species,territory,21,24,0.875000
Species,unrankedOrdo,21,2012,0.010437
Species,varietas,21,22,0.954545
Species,weburl,21,21,1.000000
Species,worldChampionshipAppearances,21,1456,0.014423
Star,seeAlso,21,24,0.875000
Galaxy,dec,21,32,0.656250
Galaxy,image,21,21,1.000000
Galaxy,ra,21,32,0.656250
AdministrativeRegion,blank7InfoSec,21,21,1.000000
AdministrativeRegion,commander,21,21,1.000000
AdministrativeRegion,exImageSize,21,988,0.021255
AdministrativeRegion,imageMain,21,21,1.000000
AdministrativeRegion,majorArchbishop,21,89,0.235955
AdministrativeRegion,otherpartyNumber,21,1011,0.020772
AdministrativeRegion,raw,21,21,1.000000
AdministrativeRegion,senterpartiet,21,2370,0.008861
AdministrativeRegion,timezone1Location,21,31,0.677419
AdministrativeRegion,venstre,21,1718,0.012224
Person,poles,20,725,0.027586
Person,a,20,20,1.000000
Person,alttitle,20,20,1.000000
Person,appearancese,20,157,0.127389
Person,auswins,20,230,0.086957
Person,bestIrlPos,20,37,0.540541
Person,border,20,440,0.045455
Person,bowlList,20,21,0.952381
Person,bsbPodiums,20,24,0.833333
Person,candidate4Percent,20,21,0.952381
Person,cj,20,133,0.150376
Person,coachlossesa,20,230,0.086957
Person,conflict,20,20,1.000000
Person,defenseEnd,20,20,1.000000
Person,escapeEnd,20,21,0.952381
Person,expiry,20,35,0.571429
Person,explain,20,20,1.000000
Person,eyecolour,20,134,0.149254
Person,finalResult,20,78,0.256410
Person,find,20,44,0.454545
Person,firstArcaWestRace,20,75,0.266667
Person,founders,20,20,1.000000
Person,heading,20,20,1.000000
Person,health,20,21,0.952381
Person,heartsAppearances,20,309,0.064725
Person,imageLeft,20,26,0.769231
Person,irlPodiums,20,42,0.476190
Person,journal,20,20,1.000000
Person,srAndState,20,58,0.344828
Person,kickboxKoloss,20,435,0.045977
Person,lemma,20,20,1.000000
Person,minister1Termstart,20,20,1.000000
Person,mmaKoloss,20,2085,0.009592
Person,moto3ActiveYears,20,130,0.153846
Person,motoeLastPosition,20,37,0.540541
Person,nationalId,20,20,1.000000
Person,navyEnd,20,20,1.000000
Person,navyStart,20,20,1.000000
Person,placeofbirth,20,20,1.000000
Person,ruGoalsa,20,309,0.064725
Person,sbkPoles,20,213,0.093897
Person,season10Year,20,72,0.277778
Person,season11PenaltyMinutes,20,52,0.384615
Person,season13Goals,20,31,0.645161
Person,season15LooseBalls,20,21,0.952381
Person,season5GamesPlayed,20,128,0.156250
Person,season8PlayoffLooseBalls,20,42,0.476190
Person,sgpPodium,20,38,0.526316
Person,sunwins,20,193,0.103627
Person,totalArcaEastRaces,20,81,0.246914
Person,totalConvRaces,20,27,0.740741
Person,truckPoles,20,675,0.029630
Person,ttWins,20,102,0.196078
Person,wiktSearch,20,22,0.909091
Person,worldcup,20,28,0.714286
Person,wt20isumpired,20,25,0.800000
Species,poles,20,725,0.027586
Species,a,20,20,1.000000
Species,alttitle,20,20,1.000000
Species,appearancese,20,157,0.127389
Species,auswins,20,230,0.086957
Species,bestIrlPos,20,37,0.540541
Species,bowlList,20,21,0.952381
Species,bsbPodiums,20,24,0.833333
Species,candidate4Percent,20,21,0.952381
Species,cj,20,133,0.150376
Species,coachlossesa,20,230,0.086957
Species,conflict,20,20,1.000000
Species,defenseEnd,20,20,1.000000
Species,escapeEnd,20,21,0.952381
Species,expiry,20,35,0.571429
Species,explain,20,20,1.000000
Species,eyecolour,20,134,0.149254
Species,finalResult,20,78,0.256410
Species,find,20,44,0.454545
Species,firstArcaWestRace,20,75,0.266667
Species,founders,20,20,1.000000
Species,heading,20,20,1.000000
Species,health,20,21,0.952381
Species,heartsAppearances,20,309,0.064725
Species,infraclassis,20,66,0.303030
Species,irlPodiums,20,42,0.476190
Species,journal,20,20,1.000000
Species,srAndState,20,58,0.344828
Species,kickboxKoloss,20,435,0.045977
Species,lemma,20,20,1.000000
Species,minister1Termstart,20,20,1.000000
Species,mmaKoloss,20,2085,0.009592
Species,moto3ActiveYears,20,130,0.153846
Species,motoeLastPosition,20,37,0.540541
Species,nationalId,20,20,1.000000
Species,navyEnd,20,20,1.000000
Species,navyStart,20,20,1.000000
Species,placeofbirth,20,20,1.000000
Species,ruGoalsa,20,309,0.064725
Species,sbkPoles,20,213,0.093897
Species,season10Year,20,72,0.277778
Species,season11PenaltyMinutes,20,52,0.384615
Species,season13Goals,20,31,0.645161
Species,season15LooseBalls,20,21,0.952381
Species,season5GamesPlayed,20,128,0.156250
Species,season8PlayoffLooseBalls,20,42,0.476190
Species,sgpPodium,20,38,0.526316
Species,sporeprintcolor,20,185,0.108108
Species,sunwins,20,193,0.103627
Species,totalArcaEastRaces,20,81,0.246914
Species,totalConvRaces,20,27,0.740741
Species,truckPoles,20,675,0.029630
Species,ttWins,20,102,0.196078
Species,wiktSearch,20,22,0.909091
Species,worldcup,20,28,0.714286
Species,wt20isumpired,20,25,0.800000
Galaxy,c,20,20,1.000000
AdministrativeRegion,after,20,21,0.952381
AdministrativeRegion,altunosp,20,20,1.000000
AdministrativeRegion,armsImage,20,37,0.540541
AdministrativeRegion,disestablished,20,408,0.049020
AdministrativeRegion,leader2Type,20,55,0.363636
AdministrativeRegion,područje,20,20,1.000000
AdministrativeRegion,sealSize,20,108,0.185185
Person,125LastSeason,19,142,0.133803
Person,absent,19,412,0.046117
Person,afldraftedround,19,42,0.452381
Person,alternativemap,19,63,0.301587
Person,amLoss,19,139,0.136691
Person,backgroundColor,19,28,0.678571
Person,beehive,19,19,1.000000
Person,bestChampPos,19,27,0.703704
Person,bestConvPos,19,23,0.826087
Person,bonusTracks,19,19,1.000000
Person,book,19,34,0.558824
Person,born,19,19,1.000000
Person,bowlRecord,19,915,0.020765
Person,bsbActiveYears,19,23,0.826087
Person,convocation,19,304,0.062500
Person,deathstyle,19,304,0.062500
Person,defense,19,20,0.950000
Person,draftteam,19,30,0.633333
Person,engines,19,44,0.431818
Person,eventsInYellow,19,29,0.655172
Person,firstArcaEastRace,19,81,0.234568
Person,firstCanadaRace,19,60,0.316667
Person,freeLabel,19,35,0.542857
Person,frenchopendoublesresult,19,2762,0.006879
Person,fullwidthvotes,19,20,0.950000
Person,hosting,19,20,0.950000
Person,k,19,19,1.000000
Person,lang,19,29,0.655172
Person,letwins,19,231,0.082251
Person,licensePlace,19,21,0.904762
Person,logoSize,19,112,0.169643
Person,mark,19,49,0.387755
Person,minister1Termend,19,19,1.000000
Person,mmaLoss,19,121,0.157025
Person,motogpPoles,19,118,0.161017
Person,networth,19,20,0.950000
Person,numEpisodes,19,19,1.000000
Person,patternSo,19,26,0.730769
Person,prevIrlPos,19,27,0.703704
Person,recordinfo,19,49,0.387755
Person,reldate,19,19,1.000000
Person,releaseDate,19,20,0.950000
Person,reportedDeaths,19,25,0.760000
Person,ruYeardstart,19,29,0.655172
Person,saChampionships,19,31,0.612903
Person,season11Year,19,65,0.292308
Person,season12TeamLink,19,52,0.365385
Person,season13PenaltyMinutes,19,33,0.575758
Person,season15Assists,19,20,0.950000
Person,season2GamesPlayed,19,182,0.104396
Person,season3GamesPlayed,19,163,0.116564
Person,spinoffs,19,20,0.950000
Person,super14points,19,740,0.025676
Person,t20idebutyear,19,2451,0.007752
Person,titleplace,19,24,0.791667
Person,triesd,19,455,0.041758
Person,umpirecrew,19,69,0.275362
Person,uslaxhofYear,19,33,0.575758
Person,year12start,19,35,0.542857
Species,wikiPageRedirects,19,20,0.950000
Species,125LastSeason,19,142,0.133803
Species,absent,19,412,0.046117
Species,afldraftedround,19,42,0.452381
Species,alternativemap,19,63,0.301587
Species,amLoss,19,139,0.136691
Species,backgroundColor,19,28,0.678571
Species,beehive,19,19,1.000000
Species,bestChampPos,19,27,0.703704
Species,bestConvPos,19,23,0.826087
Species,bonusTracks,19,19,1.000000
Species,book,19,34,0.558824
Species,born,19,19,1.000000
Species,bowlRecord,19,915,0.020765
Species,bsbActiveYears,19,23,0.826087
Species,convocation,19,304,0.062500
Species,deathstyle,19,304,0.062500
Species,defense,19,20,0.950000
Species,diversityLink,19,327,0.058104
Species,draftteam,19,30,0.633333
Species,engines,19,44,0.431818
Species,eventsInYellow,19,29,0.655172
Species,firstArcaEastRace,19,81,0.234568
Species,firstCanadaRace,19,60,0.316667
Species,freeLabel,19,35,0.542857
Species,frenchopendoublesresult,19,2762,0.006879
Species,fullwidthvotes,19,20,0.950000
Species,hex,19,30,0.633333
Species,hosting,19,20,0.950000
Species,imageTop,19,25,0.760000
Species,k,19,19,1.000000
Species,lang,19,29,0.655172
Species,letwins,19,231,0.082251
Species,licensePlace,19,21,0.904762
Species,logoSize,19,112,0.169643
Species,mark,19,50,0.380000
Species,minister1Termend,19,19,1.000000
Species,mmaLoss,19,121,0.157025
Species,motogpPoles,19,118,0.161017
Species,networth,19,20,0.950000
Species,numEpisodes,19,19,1.000000
Species,patternSo,19,26,0.730769
Species,prevIrlPos,19,27,0.703704
Species,recordinfo,19,49,0.387755
Species,reldate,19,19,1.000000
Species,releaseDate,19,20,0.950000
Species,reportedDeaths,19,25,0.760000
Species,ruYeardstart,19,29,0.655172
Species,saChampionships,19,31,0.612903
Species,season11Year,19,65,0.292308
Species,season12TeamLink,19,52,0.365385
Species,season13PenaltyMinutes,19,33,0.575758
Species,season15Assists,19,20,0.950000
Species,season2GamesPlayed,19,182,0.104396
Species,season3GamesPlayed,19,163,0.116564
Species,speciesGroup,19,46,0.413043
Species,spinoffs,19,20,0.950000
Species,super14points,19,740,0.025676
Species,synonymsRef,19,177,0.107345
Species,t20idebutyear,19,2451,0.007752
Species,titleplace,19,24,0.791667
Species,triesd,19,455,0.041758
Species,umpirecrew,19,69,0.275362
Species,uslaxhofYear,19,33,0.575758
Species,year12start,19,35,0.542857
Star,appmag3Passband,19,331,0.057402
Galaxy,imageSize,19,730,0.026027
AdministrativeRegion,aprAvgRecordHighF,19,19,1.000000
AdministrativeRegion,article,19,20,0.950000
AdministrativeRegion,augAvgRecordLowF,19,19,1.000000
AdministrativeRegion,borderingstates,19,21,0.904762
AdministrativeRegion,decAvgRecordLowF,19,19,1.000000
AdministrativeRegion,febAvgRecordHighF,19,19,1.000000
AdministrativeRegion,febAvgRecordLowF,19,19,1.000000
AdministrativeRegion,gainedFrom,19,20,0.950000
AdministrativeRegion,janAvgRecordHighF,19,19,1.000000
AdministrativeRegion,janAvgRecordLowF,19,19,1.000000
AdministrativeRegion,julAvgRecordLowF,19,19,1.000000
AdministrativeRegion,kristeligFolkeparti,19,1607,0.011823
AdministrativeRegion,marAvgRecordLowF,19,19,1.000000
AdministrativeRegion,mayAvgRecordHighF,19,19,1.000000
AdministrativeRegion,mayAvgRecordLowF,19,19,1.000000
AdministrativeRegion,mineral,19,22,0.863636
AdministrativeRegion,novAvgRecordLowF,19,19,1.000000
AdministrativeRegion,octAvgRecordHighF,19,19,1.000000
AdministrativeRegion,road,19,19,1.000000
AdministrativeRegion,sealAlt,19,19,1.000000
AdministrativeRegion,sepAvgRecordLowF,19,19,1.000000
AdministrativeRegion,subdivname,19,20,0.950000
AdministrativeRegion,tzNote,19,21,0.904762
AdministrativeRegion,yearAvgRecordLowF,19,19,1.000000
Person,7pp,18,18,1.000000
Person,additionalpodiums,18,148,0.121622
Person,agriculture,18,18,1.000000
Person,callnumber,18,19,0.947368
Person,clubnat,18,18,1.000000
Person,coachgamesb,18,78,0.230769
Person,coachingawards,18,20,0.900000
Person,committee,18,18,1.000000
Person,dateOfDeath,18,18,1.000000
Person,draftLeague,18,1398,0.012876
Person,economyStart,18,18,1.000000
Person,grandChildren,18,18,1.000000
Person,hangulja,18,22,0.818182
Person,hex,18,29,0.620690
Person,imageTop,18,23,0.782609
Person,lastChampRace,18,28,0.642857
Person,lastPosition,18,21,0.857143
Person,lastt20iyear,18,2271,0.007926
Person,locationCountry,18,24,0.750000
Person,lon,18,18,1.000000
Person,mapCaption,18,18,1.000000
Person,minister2Termstart,18,18,1.000000
Person,missPhilippinesEarth,18,18,1.000000
Person,mllDraftTeam,18,36,0.500000
Person,motogpFastestLaps,18,117,0.153846
Person,motogpLastSeason,18,115,0.156522
Person,olympicsresult,18,602,0.029900
Person,otherTitle,18,35,0.514286
Person,outcome,18,18,1.000000
Person,percentchange,18,18,1.000000
Person,prevCupYear,18,63,0.285714
Person,rlClubupdate,18,19,0.947368
Person,ruCoachyear1end,18,22,0.818182
Person,saManufacturers,18,20,0.900000
Person,season1GamesPlayed,18,195,0.092308
Person,season6GamesPlayed,18,115,0.156522
Person,season9GamesPlayed,18,85,0.211765
Person,shoots,18,15573,0.001156
Person,sibling,18,19,0.947368
Person,site,18,21,0.857143
Person,slogan,18,18,1.000000
Person,son,18,18,1.000000
Person,species,18,1554,0.011583
Person,stat3year,18,37,0.486486
Person,termlabel,18,119,0.151261
Person,textcolor,18,393,0.045802
Person,turnout,18,18,1.000000
Person,umpt20idebutyr,18,155,0.116129
Person,umpwodidebutyr,18,34,0.529412
Person,winningclubs,18,18,1.000000
Person,womensworldchampion,18,18,1.000000
Person,yearsInArca,18,122,0.147541
Person,yearsInIrl,18,42,0.428571
Person,familyName,18,18,1.000000
Species,7pp,18,18,1.000000
Species,additionalpodiums,18,148,0.121622
Species,agriculture,18,18,1.000000
Species,callnumber,18,19,0.947368
Species,clubnat,18,18,1.000000
Species,coachgamesb,18,78,0.230769
Species,coachingawards,18,20,0.900000
Species,committee,18,18,1.000000
Species,dateOfDeath,18,18,1.000000
Species,draftLeague,18,1398,0.012876
Species,economyStart,18,18,1.000000
Species,grandChildren,18,18,1.000000
Species,hangulja,18,22,0.818182
Species,lastChampRace,18,28,0.642857
Species,lastPosition,18,21,0.857143
Species,lastt20iyear,18,2271,0.007926
Species,lat3Deg,18,18,1.000000
Species,locationCountry,18,24,0.750000
Species,lon,18,18,1.000000
Species,lon3Deg,18,18,1.000000
Species,lspnLetter,18,155,0.116129
Species,mapCaption,18,18,1.000000
Species,minister2Termstart,18,18,1.000000
Species,missPhilippinesEarth,18,18,1.000000
Species,mllDraftTeam,18,36,0.500000
Species,motogpFastestLaps,18,117,0.153846
Species,motogpLastSeason,18,115,0.156522
Species,olympicsresult,18,602,0.029900
Species,otherTitle,18,35,0.514286
Species,outcome,18,18,1.000000
Species,percentchange,18,18,1.000000
Species,prevCupYear,18,63,0.285714
Species,rlClubupdate,18,19,0.947368
Species,ruCoachyear1end,18,22,0.818182
Species,saManufacturers,18,20,0.900000
Species,season1GamesPlayed,18,195,0.092308
Species,season6GamesPlayed,18,115,0.156522
Species,season9GamesPlayed,18,85,0.211765
Species,shoots,18,15573,0.001156
Species,sibling,18,19,0.947368
Species,site,18,21,0.857143
Species,slogan,18,18,1.000000
Species,son,18,18,1.000000
Species,stat3year,18,37,0.486486
Species,subclassisAuthority,18,23,0.782609
Species,superphylum,18,190,0.094737
Species,termlabel,18,119,0.151261
Species,textcolor,18,393,0.045802
Species,turnout,18,18,1.000000
Species,umpt20idebutyr,18,155,0.116129
Species,umpwodidebutyr,18,34,0.529412
Species,winningclubs,18,18,1.000000
Species,womensworldchampion,18,18,1.000000
Species,yearsInArca,18,122,0.147541
Species,yearsInIrl,18,42,0.428571
Species,familyName,18,18,1.000000
Star,appmag2Passband,18,337,0.053412
Galaxy,url,18,18,1.000000
AdministrativeRegion,length,18,19,0.947368
AdministrativeRegion,amphibian,18,20,0.900000
AdministrativeRegion,areaTotalHa,18,18,1.000000
AdministrativeRegion,before,18,19,0.947368
AdministrativeRegion,blank6NameSec,18,31,0.580645
AdministrativeRegion,blankEmblemSize,18,75,0.240000
AdministrativeRegion,cityType,18,561,0.032086
AdministrativeRegion,decAvgRecordHighF,18,19,0.947368
AdministrativeRegion,fremskrittspartiet,18,1068,0.016854
AdministrativeRegion,image2Alt,18,18,1.000000
AdministrativeRegion,julAvgRecordHighF,18,19,0.947368
AdministrativeRegion,junAvgRecordHighF,18,19,0.947368
AdministrativeRegion,junAvgRecordLowF,18,19,0.947368
AdministrativeRegion,langcode,18,35,0.514286
AdministrativeRegion,novAvgRecordHighF,18,19,0.947368
AdministrativeRegion,num,18,18,1.000000
AdministrativeRegion,octAvgRecordLowF,18,19,0.947368
AdministrativeRegion,patch,18,18,1.000000
AdministrativeRegion,pushpinMapsize,18,2222,0.008101
AdministrativeRegion,selsovietType,18,968,0.018595
AdministrativeRegion,shapeColor,18,20,0.900000
AdministrativeRegion,yearAvgRecordHighF,18,19,0.947368
AdministrativeRegion,zoom,18,1158,0.015544
Person,draftLeague,17,1409,0.012065
Person,rankingWins,17,72,0.236111
Person,shoots,17,17125,0.000993
Person,winsAtAsia,17,29,0.586207
Person,aga,17,28,0.607143
Person,agricultureStart,17,17,1.000000
Person,arcaEastTopTens,17,81,0.209877
Person,arcaWestTopTens,17,75,0.226667
Person,bSearch,17,17,1.000000
Person,cbbaskhofYear,17,243,0.069959
Person,cfldraftedround,17,484,0.035124
Person,cflstatseason,17,47,0.361702
Person,clcountyf,17,239,0.071130
Person,clcountyh,17,229,0.074236
Person,coachyearcend,17,24,0.708333
Person,coverArtist,17,17,1.000000
Person,creationDate,17,31,0.548387
Person,diamondYear,17,109,0.155963
Person,discuss,17,17,1.000000
Person,dissolved,17,19,0.894737
Person,earth,17,30,0.566667
Person,economy,17,17,1.000000
Person,economyEnd,17,17,1.000000
Person,embed,17,47,0.361702
Person,fightingoutof,17,17,1.000000
Person,firstIrlRace,17,42,0.404762
Person,followerDate,17,19,0.894737
Person,fontcolor,17,51,0.333333
Person,fromAlbum,17,17,1.000000
Person,keywords,17,17,1.000000
Person,lastArcaRace,17,96,0.177083
Person,lastUpdated,17,25,0.680000
Person,lat3Deg,17,17,1.000000
Person,listVotes,17,17,1.000000
Person,lon3Deg,17,17,1.000000
Person,loss,17,378,0.044974
Person,missPhilippinesAir,17,18,0.944444
Person,missPhilippinesFire,17,19,0.894737
Person,mllDraft,17,36,0.472222
Person,mllDraftYear,17,35,0.485714
Person,motoeRaceStarts,17,37,0.459459
Person,name1a,17,17,1.000000
Person,pacificChampionshipAppearances,17,190,0.089474
Person,parenthood,17,17,1.000000
Person,playoffRecord,17,34,0.500000
Person,preType,17,123,0.138211
Person,refnum,17,17,1.000000
Person,ruAppearancesc,17,53,0.320755
Person,ruYearestart,17,17,1.000000
Person,saLastSeason,17,33,0.515152
Person,sdDate,17,372,0.045699
Person,season11PlayoffLooseBalls,17,31,0.548387
Person,season14Goals,17,24,0.708333
Person,season1PlayoffPenaltyMinutes,17,41,0.414634
Person,season5PlayoffAssists,17,73,0.232877
Person,season5Shots,17,18,0.944444
Person,season6PlayoffAssists,17,58,0.293103
Person,season7GamesPlayed,17,102,0.166667
Person,stat21label,17,1291,0.013168
Person,suz,17,17,1.000000
Person,uslaxhof,17,18,0.944444
Person,usopenmixedresult,17,720,0.023611
Person,verfasser,17,19,0.894737
Person,vicePresidentEnd,17,17,1.000000
Person,vicePresidentStart,17,17,1.000000
Person,warNavyEnd,17,21,0.809524
Person,warNavyStart,17,21,0.809524
Person,worldsYear,17,22,0.772727
Person,writers,17,17,1.000000
Person,year10end,17,41,0.414634
Species,draftLeague,17,1409,0.012065
Species,rankingWins,17,72,0.236111
Species,shoots,17,17125,0.000993
Species,winsAtAsia,17,29,0.586207
Species,aga,17,28,0.607143
Species,agricultureStart,17,17,1.000000
Species,arcaEastTopTens,17,81,0.209877
Species,arcaWestTopTens,17,75,0.226667
Species,bSearch,17,17,1.000000
Species,cbbaskhofYear,17,243,0.069959
Species,cfldraftedround,17,484,0.035124
Species,cflstatseason,17,47,0.361702
Species,clcountyf,17,239,0.071130
Species,clcountyh,17,229,0.074236
Species,coachyearcend,17,24,0.708333
Species,coverArtist,17,17,1.000000
Species,creationDate,17,31,0.548387
Species,crossingYear,17,19,0.894737
Species,diamondYear,17,109,0.155963
Species,discuss,17,17,1.000000
Species,dissolved,17,19,0.894737
Species,earth,17,30,0.566667
Species,economy,17,17,1.000000
Species,economyEnd,17,17,1.000000
Species,embed,17,47,0.361702
Species,fightingoutof,17,17,1.000000
Species,firstIrlRace,17,42,0.404762
Species,followerDate,17,19,0.894737
Species,fontcolor,17,51,0.333333
Species,fromAlbum,17,17,1.000000
Species,keywords,17,17,1.000000
Species,lastArcaRace,17,96,0.177083
Species,lastUpdated,17,25,0.680000
Species,listVotes,17,17,1.000000
Species,loss,17,378,0.044974
Species,missPhilippinesAir,17,18,0.944444
