value,yago-4,yago-4.5.0.2,relative_change
nodes/http://yago-knowledge.org/resource/Copenhagen/rank_shift,-217.000000,-118.000000,0.456221
nodes/http://yago-knowledge.org/resource/Liselotte_Welskopf-Henrich/rank_weighted,5057.000000,2751.000000,-0.456002
nodes/http://yago-knowledge.org/resource/Ecuador/rank_unweighted,77.000000,112.000000,0.454545
nodes/http://yago-knowledge.org/resource/Government_of_Amsterdam/unweighted,0.902999,0.493186,-0.453835
nodes/http://yago-knowledge.org/resource/Mallorca/unweighted,0.159029,0.231194,0.453779
nodes/http://yago-knowledge.org/resource/Kraków/unweighted,0.468897,0.680398,0.451059
nodes/http://yago-knowledge.org/resource/Halmstad/entropy_weighted,0.338106,0.185814,-0.450427
nodes/http://yago-knowledge.org/resource/World_Intellectual_Property_Organization/unweighted,0.572506,0.830089,0.449922
nodes/http://yago-knowledge.org/resource/Evelyn_Hartnick-Geismeier_Q1381751/rank_weighted,4975.000000,2744.000000,-0.448442
nodes/http://yago-knowledge.org/resource/Garmisch-Partenkirchen/rank_weighted,348.000000,504.000000,0.448276
nodes/http://yago-knowledge.org/resource/American_Philosophical_Society/entropy_weighted,0.164832,0.238543,0.447189
nodes/http://yago-knowledge.org/resource/Jess_Wade/rank_unweighted,4954.000000,2746.000000,-0.445700
nodes/http://yago-knowledge.org/resource/Pankow/unweighted,0.702585,0.389730,-0.445292
nodes/http://yago-knowledge.org/resource/Interpol/rank_shift,-9.000000,-5.000000,0.444444
sampling/distinct_predicates,27.000000,39.000000,0.444444
nodes/http://yago-knowledge.org/resource/Gisela_Richter/rank_unweighted,4914.000000,2745.000000,-0.441392
nodes/http://yago-knowledge.org/resource/Sweden/entropy_weighted,2.563225,1.436548,-0.439554
nodes/http://yago-knowledge.org/resource/Jess_Wade/rank_weighted,4889.000000,2746.000000,-0.438331
nodes/http://yago-knowledge.org/resource/Steglitz-Zehlendorf/entropy_weighted,0.227730,0.327308,0.437266
nodes/http://yago-knowledge.org/resource/International_Monetary_Fund/rank_unweighted,194.000000,278.000000,0.432990
nodes/http://yago-knowledge.org/resource/Gisela_Richter/rank_weighted,4837.000000,2745.000000,-0.432499
nodes/http://yago-knowledge.org/resource/OECD/rank_weighted,139.000000,79.000000,-0.431655
nodes/http://yago-knowledge.org/resource/Kenyon_Medal/rank_shift,28.000000,40.000000,0.428571
nodes/http://yago-knowledge.org/resource/Upper_Rhine_Trinational_Metropolitan_Region_Q606944/rank_unweighted,3721.000000,2148.000000,-0.422736
nodes/http://yago-knowledge.org/resource/Gaziantep_Province/unweighted,0.152127,0.215703,0.417911
nodes/http://yago-knowledge.org/resource/British_Isles/entropy_weighted,0.364915,0.212633,-0.417307
nodes/http://yago-knowledge.org/resource/Wrocław/rank_shift,60.000000,85.000000,0.416667
nodes/http://yago-knowledge.org/resource/Kraków/entropy_weighted,0.257314,0.364484,0.416497
nodes/http://yago-knowledge.org/resource/Pankow/rank_shift,29.000000,41.000000,0.413793
nodes/http://yago-knowledge.org/resource/OPANAL/unweighted,0.328174,0.462994,0.410819
nodes/http://yago-knowledge.org/resource/Bezirk_Potsdam/entropy_weighted,0.222477,0.312673,0.405418
nodes/http://yago-knowledge.org/resource/Elbe-Elster/unweighted,0.367063,0.515853,0.405353
nodes/http://yago-knowledge.org/resource/Charlottenburg/unweighted,0.562670,0.334938,-0.404735
nodes/http://yago-knowledge.org/resource/Commonwealth_of_Nations/entropy_weighted,0.181733,0.255070,0.403544
nodes/http://yago-knowledge.org/resource/Cambridge/rank_shift,15.000000,21.000000,0.400000
nodes/http://yago-knowledge.org/resource/Cambridge_Q21713103/rank_weighted,112.000000,156.000000,0.392857
nodes/http://yago-knowledge.org/resource/Hamburg/entropy_weighted,0.196121,0.272982,0.391902
nodes/http://yago-knowledge.org/resource/Quartet_on_the_Middle_East/unweighted,0.170239,0.236869,0.391396
nodes/http://yago-knowledge.org/resource/İzmir_Province/rank_shift,69.000000,96.000000,0.391304
nodes/http://yago-knowledge.org/resource/World_Intellectual_Property_Organization/entropy_weighted,0.242302,0.335951,0.386498
nodes/http://yago-knowledge.org/resource/Movement_Coordination_Centre_Europe/rank_shift,-44.000000,-27.000000,0.386364
nodes/http://yago-knowledge.org/resource/Poland/unweighted,5.146832,7.131511,0.385612
nodes/http://yago-knowledge.org/resource/Cambridge_Q21713103/entropy_weighted,0.891639,0.549689,-0.383507
nodes/http://yago-knowledge.org/resource/Australia_Group/rank_shift,-34.000000,-21.000000,0.382353
nodes/http://yago-knowledge.org/resource/East_Germany/rank_unweighted,89.000000,123.000000,0.382022
nodes/http://yago-knowledge.org/resource/Charlottenburg-Wilmersdorf/unweighted,0.866248,0.538677,-0.378149
nodes/http://yago-knowledge.org/resource/Southeast_Asia_Treaty_Organization/unweighted,0.382592,0.526886,0.377149
nodes/http://yago-knowledge.org/resource/Mayors_for_Peace/rank_weighted,122.000000,76.000000,-0.377049
nodes/http://yago-knowledge.org/resource/Walchwil/unweighted,0.409447,0.255704,-0.375489
nodes/http://yago-knowledge.org/resource/ABCANZ_Armies/entropy_weighted,0.197672,0.271894,0.375477
nodes/http://yago-knowledge.org/resource/AUSCANNZUKUS/entropy_weighted,0.197672,0.271894,0.375477
nodes/http://yago-knowledge.org/resource/Combined_Communications-Electronics_Board/entropy_weighted,0.197672,0.271894,0.375477
nodes/http://yago-knowledge.org/resource/The_Technical_Cooperation_Program/entropy_weighted,0.197672,0.271894,0.375477
nodes/http://yago-knowledge.org/resource/Commonwealth_of_Nations/rank_shift,-64.000000,-88.000000,-0.375000
nodes/http://yago-knowledge.org/resource/Upper_Bavaria/entropy_weighted,0.631372,0.395558,-0.373494
nodes/http://yago-knowledge.org/resource/Communist_Party_of_Germany/unweighted,0.209294,0.287411,0.373239
nodes/http://yago-knowledge.org/resource/Pankow/entropy_weighted,0.406423,0.255147,-0.372212
nodes/http://yago-knowledge.org/resource/Committee_for_the_Coordination_of_Statistical_Activities/rank_unweighted,207.000000,130.000000,-0.371981
nodes/http://yago-knowledge.org/resource/European_Bank_for_Reconstruction_and_Development/entropy_weighted,0.160661,0.219727,0.367639
nodes/http://yago-knowledge.org/resource/Zug/unweighted,0.409447,0.258932,-0.367606
nodes/http://yago-knowledge.org/resource/Sweden/rank_unweighted,82.000000,52.000000,-0.365854
nodes/http://yago-knowledge.org/resource/Government_of_Amsterdam/entropy_weighted,0.481831,0.306619,-0.363638
nodes/http://yago-knowledge.org/resource/Ilm-Kreis/unweighted,0.434995,0.278369,-0.360064
nodes/http://yago-knowledge.org/resource/Rome/rank_unweighted,78.000000,50.000000,-0.358974
nodes/http://yago-knowledge.org/resource/Caribbean_Development_Bank/rank_shift,-145.000000,-93.000000,0.358621
nodes/http://yago-knowledge.org/resource/Upper_Rhine_Trinational_Metropolitan_Region_Q606944/entropy_weighted,0.250889,0.161504,-0.356273
nodes/http://yago-knowledge.org/resource/Group_on_Earth_Observations/rank_shift,-20.000000,-13.000000,0.350000
nodes/http://yago-knowledge.org/resource/Europe/unweighted,0.778362,0.509025,-0.346031
nodes/http://yago-knowledge.org/resource/Menemen/rank_weighted,240.000000,323.000000,0.345833
nodes/http://yago-knowledge.org/resource/Cyprus/entropy_weighted,0.159627,0.214652,0.344715
nodes/http://yago-knowledge.org/resource/Detlev-Rohwedder-Haus/unweighted,0.321432,0.210940,-0.343748
nodes/http://yago-knowledge.org/resource/International_Monetary_Fund/rank_shift,-190.000000,-125.000000,0.342105
nodes/http://yago-knowledge.org/resource/Meyrin/entropy_weighted,0.249477,0.165151,-0.338012
nodes/http://yago-knowledge.org/resource/Great_Britain/entropy_weighted,0.203160,0.271787,0.337798
nodes/http://yago-knowledge.org/resource/European_Free_Trade_Association/entropy_weighted,0.165791,0.221331,0.335002
nodes/http://yago-knowledge.org/resource/British_Isles/unweighted,0.541953,0.362481,-0.331159
nodes/http://yago-knowledge.org/resource/OPANAL/entropy_weighted,0.195639,0.260399,0.331017
nodes/http://yago-knowledge.org/resource/Louis_Bonaparte/unweighted,0.258594,0.173838,-0.327757
nodes/http://yago-knowledge.org/resource/London_Borough_of_Camden/entropy_weighted,0.574182,0.386241,-0.327319
nodes/http://yago-knowledge.org/resource/Charlottenburg/entropy_weighted,0.347425,0.234999,-0.323598
nodes/http://yago-knowledge.org/resource/Committee_for_the_Coordination_of_Statistical_Activities/rank_weighted,245.000000,166.000000,-0.322449
nodes/http://yago-knowledge.org/resource/Banner_of_Labor/entropy_weighted,0.152809,0.198860,0.301363
nodes/http://yago-knowledge.org/resource/Heidelberg/unweighted,0.194514,0.252657,0.298912
nodes/http://yago-knowledge.org/resource/Malta/entropy_weighted,0.159627,0.207339,0.298897
nodes/http://yago-knowledge.org/resource/Metropolitan_City_of_Bologna/rank_shift,64.000000,83.000000,0.296875
nodes/http://yago-knowledge.org/resource/International_Civil_Aviation_Organization/rank_shift,-155.000000,-109.000000,0.296774
nodes/http://yago-knowledge.org/resource/Myles_Burnyeat/entropy_weighted,0.169951,0.219365,0.290749
nodes/http://yago-knowledge.org/resource/Leverkusen/rank_shift,234.000000,302.000000,0.290598
nodes/http://yago-knowledge.org/resource/United_Kingdom_of_Great_Britain_and_Ireland/unweighted,0.274901,0.354068,0.287982
nodes/http://yago-knowledge.org/resource/Food_and_Agriculture_Organization/rank_shift,-115.000000,-148.000000,-0.286957
nodes/http://yago-knowledge.org/resource/Städtetag_Nordrhein-Westfalen_Q52144567/entropy_weighted,0.166315,0.214019,0.286831
nodes/http://yago-knowledge.org/resource/Ottawa/entropy_weighted,0.223694,0.287580,0.285593
nodes/http://yago-knowledge.org/resource/Emily_Davies/unweighted,0.166441,0.213371,0.281957
nodes/http://yago-knowledge.org/resource/World_Bank/entropy_weighted,0.992694,1.272146,0.281509
nodes/http://yago-knowledge.org/resource/Charlottenburg-Wilmersdorf/entropy_weighted,0.455135,0.327168,-0.281164
nodes/http://yago-knowledge.org/resource/George_II_of_Great_Britain/unweighted,0.160855,0.205537,0.277781
nodes/http://yago-knowledge.org/resource/Mayors_for_Peace/entropy_weighted,0.693555,0.885459,0.276697
nodes/http://yago-knowledge.org/resource/World_Bank_Group/entropy_weighted,0.304600,0.388744,0.276244
nodes/http://yago-knowledge.org/resource/European_Economic_Area/entropy_weighted,0.156196,0.198720,0.272253
nodes/http://yago-knowledge.org/resource/Western_European_Union/rank_shift,-155.000000,-197.000000,-0.270968
nodes/http://yago-knowledge.org/resource/Marie_de_St_Pol/unweighted,0.172454,0.219169,0.270881
nodes/http://yago-knowledge.org/resource/Benelux/entropy_weighted,0.161531,0.205133,0.269928
nodes/http://yago-knowledge.org/resource/Heuchelheim/unweighted,0.363229,0.265851,-0.268089
predicate_weights/http://schema.org/spouse,0.768099,0.973038,0.266813
nodes/http://yago-knowledge.org/resource/Bank_for_International_Settlements/entropy_weighted,0.157811,0.199591,0.264747
nodes/http://yago-knowledge.org/resource/Auckland/rank_shift,68.000000,86.000000,0.264706
nodes/http://yago-knowledge.org/resource/Imperial_College_London/rank_shift,227.000000,167.000000,-0.264317
nodes/http://yago-knowledge.org/resource/Communist_Party_of_Germany/entropy_weighted,0.180524,0.228016,0.263082
nodes/http://yago-knowledge.org/resource/ABCANZ_Armies/rank_shift,-381.000000,-281.000000,0.262467
nodes/http://yago-knowledge.org/resource/AUSCANNZUKUS/rank_shift,-381.000000,-281.000000,0.262467
nodes/http://yago-knowledge.org/resource/Combined_Communications-Electronics_Board/rank_shift,-381.000000,-281.000000,0.262467
nodes/http://yago-knowledge.org/resource/The_Technical_Cooperation_Program/rank_shift,-381.000000,-281.000000,0.262467
nodes/http://yago-knowledge.org/resource/Cambridge/rank_weighted,119.000000,88.000000,-0.260504
nodes/http://yago-knowledge.org/resource/American_Council_of_Learned_Societies/entropy_weighted,0.193408,0.243706,0.260064
nodes/http://yago-knowledge.org/resource/Canberra/rank_shift,212.000000,157.000000,-0.259434
nodes/http://yago-knowledge.org/resource/Leverkusen/entropy_weighted,0.236859,0.297897,0.257699
nodes/http://yago-knowledge.org/resource/East_Berlin/rank_weighted,241.000000,179.000000,-0.257261
nodes/http://yago-knowledge.org/resource/International_Energy_Agency/rank_shift,-43.000000,-32.000000,0.255814
nodes/http://yago-knowledge.org/resource/Berlin/entropy_weighted,2.178824,2.733511,0.254581
nodes/http://yago-knowledge.org/resource/Erzgebirgskreis/unweighted,0.470914,0.590716,0.254402
nodes/http://yago-knowledge.org/resource/Kommunale_Informationsverarbeitung_Baden-Franken_Q1780328/unweighted,0.340686,0.254033,-0.254347
nodes/http://yago-knowledge.org/resource/Jisc/entropy_weighted,0.180795,0.226649,0.253621
nodes/http://yago-knowledge.org/resource/Myles_Burnyeat/unweighted,0.176854,0.221539,0.252666
nodes/http://yago-knowledge.org/resource/Nordic_Council/entropy_weighted,0.175149,0.219001,0.250372
nodes/http://yago-knowledge.org/resource/International_Bank_for_Reconstruction_and_Development/rank_shift,-12.000000,-9.000000,0.250000
nodes/http://yago-knowledge.org/resource/Erzgebirgskreis/entropy_weighted,0.309645,0.386746,0.248998
nodes/http://yago-knowledge.org/resource/Leverkusen/unweighted,0.297517,0.370621,0.245715
nodes/http://yago-knowledge.org/resource/Portugal/entropy_weighted,0.159627,0.198603,0.244174
nodes/http://yago-knowledge.org/resource/Gaziantep_Province/entropy_weighted,0.151561,0.188438,0.243312
nodes/http://yago-knowledge.org/resource/German_Academy_of_Sciences_at_Berlin/unweighted,0.156223,0.194226,0.243259
nodes/http://yago-knowledge.org/resource/Dubai/unweighted,0.186064,0.230592,0.239311
nodes/http://yago-knowledge.org/resource/Tarnobrzeg/unweighted,0.469873,0.358008,-0.238075
nodes/http://yago-knowledge.org/resource/Mallorca/entropy_weighted,0.154345,0.191032,0.237692
nodes/http://yago-knowledge.org/resource/Berlin/unweighted,4.779717,5.911120,0.236709
nodes/http://yago-knowledge.org/resource/Non-Aligned_Movement/unweighted,0.292932,0.224217,-0.234577
nodes/http://yago-knowledge.org/resource/Marie_de_St_Pol/entropy_weighted,0.164117,0.201481,0.227666
nodes/http://yago-knowledge.org/resource/Union_between_Sweden_and_Norway/unweighted,0.279875,0.216342,-0.227007
nodes/http://yago-knowledge.org/resource/Mayors_for_Peace/unweighted,1.751460,2.148311,0.226583
nodes/http://yago-knowledge.org/resource/Royal_Society_of_Literature/unweighted,0.169245,0.207469,0.225847
nodes/http://yago-knowledge.org/resource/University_of_Hamburg/entropy_weighted,0.154003,0.188605,0.224685
nodes/http://yago-knowledge.org/resource/Saxony/rank_unweighted,156.000000,190.000000,0.217949
nodes/http://yago-knowledge.org/resource/Tatra_County/entropy_weighted,0.257314,0.201479,-0.216991
nodes/http://yago-knowledge.org/resource/Ilm-Kreis/entropy_weighted,0.279499,0.219417,-0.214964
predicate_weights/http://schema.org/gender,0.033931,0.041209,0.214513
nodes/http://yago-knowledge.org/resource/Russell_Group/entropy_weighted,0.189580,0.229715,0.211709
nodes/http://yago-knowledge.org/resource/Halmstad_Municipality/unweighted,0.531519,0.421370,-0.207235
nodes/http://yago-knowledge.org/resource/Strategic_Airlift_Capability/entropy_weighted,0.447827,0.358459,-0.199559
nodes/http://yago-knowledge.org/resource/Erzgebirgskreis/rank_weighted,228.000000,273.000000,0.197368
nodes/http://yago-knowledge.org/resource/Menemen/unweighted,0.351253,0.420146,0.196133
nodes/http://yago-knowledge.org/resource/Bloomsbury/unweighted,0.204603,0.165259,-0.192292
nodes/http://yago-knowledge.org/resource/International_Monetary_Fund/entropy_weighted,0.265405,0.316399,0.192136
nodes/http://yago-knowledge.org/resource/Rome/unweighted,4.892756,3.954895,-0.191684
nodes/http://yago-knowledge.org/resource/European_Coal_and_Steel_Community/rank_shift,-126.000000,-102.000000,0.190476
convergence/unweighted/iterations,100.000000,81.000000,-0.190000
predicate_weights/http://schema.org/founder,0.645613,0.767940,0.189473
nodes/http://yago-knowledge.org/resource/Organisation_for_Joint_Armament_Cooperation/rank_shift,-143.000000,-116.000000,0.188811
nodes/http://yago-knowledge.org/resource/Melbourne/rank_weighted,202.000000,164.000000,-0.188119
nodes/http://yago-knowledge.org/resource/Leipzig/rank_shift,48.000000,57.000000,0.187500
nodes/http://yago-knowledge.org/resource/Sweden/rank_shift,16.000000,19.000000,0.187500
nodes/http://yago-knowledge.org/resource/Cambridge/rank_unweighted,134.000000,109.000000,-0.186567
predicate_weights/http://schema.org/alumniOf,0.511980,0.606795,0.185193
nodes/http://yago-knowledge.org/resource/City_of_Whittlesea/unweighted,0.183121,0.216938,0.184670
nodes/http://yago-knowledge.org/resource/Benjamin_Franklin/unweighted,0.180181,0.213451,0.184649
nodes/http://yago-knowledge.org/resource/Menemen/entropy_weighted,0.301206,0.355345,0.179741
nodes/http://yago-knowledge.org/resource/Sweden/unweighted,4.660236,3.824410,-0.179353
nodes/http://yago-knowledge.org/resource/World_Intellectual_Property_Organization/rank_unweighted,235.000000,277.000000,0.178723
predicate_weights/http://schema.org/memberOf,0.567251,0.668051,0.177700
nodes/http://yago-knowledge.org/resource/South_Holland/rank_weighted,222.000000,183.000000,-0.175676
nodes/http://yago-knowledge.org/resource/Weimar_Triangle/rank_shift,-247.000000,-204.000000,0.174089
nodes/http://yago-knowledge.org/resource/Emily_Davies/entropy_weighted,0.159404,0.186889,0.172425
nodes/http://yago-knowledge.org/resource/Garmisch-Partenkirchen/unweighted,0.413148,0.342619,-0.170711
nodes/http://yago-knowledge.org/resource/Ecuador/rank_weighted,88.000000,73.000000,-0.170455
nodes/http://yago-knowledge.org/resource/Legionowo_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Mińsk_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Otwock_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Piaseczno_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Pruszków_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Warsaw_West_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Wołomin_County/unweighted,0.485181,0.403477,-0.168398
nodes/http://yago-knowledge.org/resource/Gisela_Richter/unweighted,0.180123,0.150000,-0.167237
nodes/http://yago-knowledge.org/resource/Henry_VI_of_England/unweighted,0.170086,0.198417,0.166572
nodes/http://yago-knowledge.org/resource/German_Academy_of_Sciences_at_Berlin/entropy_weighted,0.153472,0.178864,0.165453
nodes/http://yago-knowledge.org/resource/Single_European_Sky_ATM_Research/entropy_weighted,0.196513,0.228378,0.162152
nodes/http://yago-knowledge.org/resource/Fellow_of_the_British_Academy/unweighted,0.171483,0.199282,0.162108
nodes/http://yago-knowledge.org/resource/Eleni-Alexandra_Amburger_Q20800727/unweighted,0.196888,0.164995,-0.161988
nodes/http://yago-knowledge.org/resource/Dresden/entropy_weighted,0.344051,0.288900,-0.160300
nodes/http://yago-knowledge.org/resource/Sakarya_Province/unweighted,0.152127,0.176281,0.158774
nodes/http://yago-knowledge.org/resource/Dubai/entropy_weighted,0.168130,0.194786,0.158547
predicate_weights/http://schema.org/children,0.863382,1.000000,0.158236
nodes/http://yago-knowledge.org/resource/Steinburg/entropy_weighted,0.235794,0.198793,-0.156919
nodes/http://yago-knowledge.org/resource/Attilâ_İlhan/unweighted,0.150000,0.173164,0.154425
nodes/http://yago-knowledge.org/resource/Weimar/unweighted,0.780349,0.660746,-0.153269
nodes/http://yago-knowledge.org/resource/Detlev-Rohwedder-Haus/entropy_weighted,0.185961,0.157662,-0.152178
nodes/http://yago-knowledge.org/resource/Union_between_Sweden_and_Norway/entropy_weighted,0.196352,0.166648,-0.151280
predicate_weights/http://schema.org/deathPlace,0.522055,0.600377,0.150027
nodes/http://yago-knowledge.org/resource/Attilâ_İlhan/entropy_weighted,0.150000,0.172388,0.149256
nodes/http://yago-knowledge.org/resource/Louis_VII_of_France/unweighted,0.216938,0.184584,-0.149136
nodes/http://yago-knowledge.org/resource/Andean_Community/entropy_weighted,0.195639,0.224745,0.148772
nodes/http://yago-knowledge.org/resource/International_Maritime_Organization/rank_shift,-155.000000,-132.000000,0.148387
predicate_weights/http://schema.org/birthPlace,0.600946,0.688997,0.146522
predicate_weights/http://schema.org/award,0.458979,0.525777,0.145535
nodes/http://yago-knowledge.org/resource/Gisela_Richter/entropy_weighted,0.175248,0.150000,-0.144069
nodes/http://yago-knowledge.org/resource/George_II_of_Great_Britain/entropy_weighted,0.156675,0.179069,0.142929
nodes/http://yago-knowledge.org/resource/Vienna/rank_shift,-42.000000,-48.000000,-0.142857
nodes/http://yago-knowledge.org/resource/Stichting_Academisch_Erfgoed/unweighted,0.164800,0.188303,0.142609
nodes/http://yago-knowledge.org/resource/Vereniging_van_Universiteiten/unweighted,0.164800,0.188303,0.142609
predicate_weights/http://schema.org/knowsLanguage,0.191239,0.218357,0.141802
nodes/http://yago-knowledge.org/resource/Henry_VI_of_England/entropy_weighted,0.162366,0.185380,0.141747
nodes/http://yago-knowledge.org/resource/Hanover_Region/unweighted,0.713437,0.614490,-0.138691
nodes/http://yago-knowledge.org/resource/International_Monetary_Fund/unweighted,0.729826,0.829577,0.136678
nodes/http://yago-knowledge.org/resource/German_Commission_for_UNESCO/unweighted,0.301031,0.342008,0.136122
nodes/http://yago-knowledge.org/resource/Legionowo_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Mińsk_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Otwock_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Piaseczno_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Pruszków_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Warsaw_West_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Wołomin_County/entropy_weighted,0.258187,0.293058,0.135060
nodes/http://yago-knowledge.org/resource/Heidelberg/entropy_weighted,0.178313,0.202385,0.134999
nodes/http://yago-knowledge.org/resource/Royal_Society_of_Literature/entropy_weighted,0.160716,0.181910,0.131869
nodes/http://yago-knowledge.org/resource/Jisc/unweighted,0.248111,0.280822,0.131842
nodes/http://yago-knowledge.org/resource/Mayors_for_Peace/rank_unweighted,122.000000,106.000000,-0.131148
nodes/http://yago-knowledge.org/resource/Jess_Wade/unweighted,0.172636,0.150000,-0.131119
nodes/http://yago-knowledge.org/resource/World_Bank_Group/rank_weighted,237.000000,268.000000,0.130802
nodes/http://yago-knowledge.org/resource/Wrocław/unweighted,0.467930,0.406884,-0.130460
nodes/http://yago-knowledge.org/resource/Eleni-Alexandra_Amburger_Q20800727/entropy_weighted,0.188793,0.164566,-0.128323
nodes/http://yago-knowledge.org/resource/Nordic_Council/rank_shift,-125.000000,-109.000000,0.128000
nodes/http://yago-knowledge.org/resource/Basshunter/unweighted,0.223081,0.251551,0.127624
nodes/http://yago-knowledge.org/resource/Benjamin_Franklin/entropy_weighted,0.168091,0.189147,0.125264
nodes/http://yago-knowledge.org/resource/Mommsen_Society_Q1583587/unweighted,0.158247,0.177600,0.122294
nodes/http://yago-knowledge.org/resource/Frederick_William_III_of_Prussia/unweighted,0.181632,0.159436,-0.122202
nodes/http://yago-knowledge.org/resource/Elbe-Elster/entropy_weighted,0.286356,0.320754,0.120122
nodes/http://yago-knowledge.org/resource/National_Prize_of_the_German_Democratic_Republic/unweighted,0.156223,0.174866,0.119333
nodes/http://yago-knowledge.org/resource/Mercosur/unweighted,0.229993,0.257151,0.118078
nodes/http://yago-knowledge.org/resource/Ottawa/unweighted,0.474230,0.419225,-0.115988
nodes/http://yago-knowledge.org/resource/Eurocontrol/rank_shift,-26.000000,-23.000000,0.115385
nodes/http://yago-knowledge.org/resource/Jess_Wade/entropy_weighted,0.169323,0.150000,-0.114121
nodes/http://yago-knowledge.org/resource/Louis_VII_of_France/entropy_weighted,0.198282,0.175741,-0.113682
nodes/http://yago-knowledge.org/resource/Andean_Community/unweighted,0.328174,0.365232,0.112922
nodes/http://yago-knowledge.org/resource/Steinburg/unweighted,0.366026,0.325194,-0.111555
nodes/http://yago-knowledge.org/resource/Saxony/rank_weighted,136.000000,151.000000,0.110294
nodes/http://yago-knowledge.org/resource/Heuchelheim/entropy_weighted,0.265128,0.236052,-0.109666
nodes/http://yago-knowledge.org/resource/City_of_Whittlesea/entropy_weighted,0.170245,0.188897,0.109557
nodes/http://yago-knowledge.org/resource/Admiralspalast/unweighted,0.197398,0.218605,0.107432
nodes/http://yago-knowledge.org/resource/Cominform/unweighted,0.197398,0.218605,0.107432
nodes/http://yago-knowledge.org/resource/Hessischer_Städtetag_Q26882604/entropy_weighted,0.207583,0.229853,0.107282
nodes/http://yago-knowledge.org/resource/Quito_Canton/entropy_weighted,0.249895,0.223367,-0.106157
nodes/http://yago-knowledge.org/resource/Halmstad_Municipality/entropy_weighted,0.336216,0.300906,-0.105023
nodes/http://yago-knowledge.org/resource/Fellow_of_the_British_Academy/entropy_weighted,0.159719,0.175808,0.100737
sampling/edges,11558.000000,12720.000000,0.100536
nodes/http://yago-knowledge.org/resource/Douai/unweighted,0.217362,0.196112,-0.097763
nodes/http://yago-knowledge.org/resource/Imperial_College_London/unweighted,0.304189,0.333856,0.097529
nodes/http://yago-knowledge.org/resource/Saxony/unweighted,1.067685,1.171719,0.097438
convergence/weighted/mean_delta,0.000000,0.000000,-0.096844
nodes/http://yago-knowledge.org/resource/Southeast_Asia_Treaty_Organization/entropy_weighted,0.200272,0.219657,0.096789
nodes/http://yago-knowledge.org/resource/Heidelberg_Academy_of_Sciences_and_Humanities/unweighted,0.157109,0.172141,0.095681
nodes/http://yago-knowledge.org/resource/Louis_Bonaparte/entropy_weighted,0.182667,0.165321,-0.094962
nodes/http://yago-knowledge.org/resource/Sakarya_Province/entropy_weighted,0.151561,0.165745,0.093584
convergence/weighted/iterations,43.000000,39.000000,-0.093023
nodes/http://yago-knowledge.org/resource/Evelyn_Hartnick-Geismeier_Q1381751/unweighted,0.164995,0.150000,-0.090879
nodes/http://yago-knowledge.org/resource/Bloomsbury/entropy_weighted,0.173810,0.158223,-0.089680
nodes/http://yago-knowledge.org/resource/Stichting_Academisch_Erfgoed/entropy_weighted,0.158220,0.172305,0.089021
nodes/http://yago-knowledge.org/resource/Vereniging_van_Universiteiten/entropy_weighted,0.158220,0.172305,0.089021
nodes/http://yago-knowledge.org/resource/International_Alliance_of_Research_Universities/unweighted,0.220810,0.201191,-0.088846
nodes/http://yago-knowledge.org/resource/Karl_Liebknecht/unweighted,0.209300,0.190717,-0.088789
nodes/http://yago-knowledge.org/resource/Rosa_Luxemburg/unweighted,0.209300,0.190717,-0.088789
nodes/http://yago-knowledge.org/resource/Blandford_Forum/unweighted,0.179828,0.195638,0.087921
nodes/http://yago-knowledge.org/resource/Southeast_Asia_Treaty_Organization/rank_shift,-436.000000,-398.000000,0.087156
predicate_weights/http://schema.org/homeLocation,0.518328,0.562580,0.085376
nodes/http://yago-knowledge.org/resource/Karlsruhe_Institute_of_Technology/unweighted,0.158247,0.171693,0.084968
nodes/http://yago-knowledge.org/resource/German_Commission_for_UNESCO/entropy_weighted,0.217903,0.236314,0.084489
nodes/http://yago-knowledge.org/resource/Douai/entropy_weighted,0.192566,0.176523,-0.083313
nodes/http://yago-knowledge.org/resource/Mommsen_Society_Q1583587/entropy_weighted,0.154576,0.167325,0.082479
nodes/http://yago-knowledge.org/resource/Non-Aligned_Movement/entropy_weighted,0.190914,0.175210,-0.082256
nodes/http://yago-knowledge.org/resource/Russell_Group/unweighted,0.268000,0.289726,0.081067
nodes/http://yago-knowledge.org/resource/Frederick_William_III_of_Prussia/entropy_weighted,0.168310,0.154821,-0.080141
