class,predicate,distinct_objects,total_objects,uniqueness
Person,season8TeamLink,34,101,0.336634
Person,sp,34,36,0.944444
Person,stat6label,34,348,0.097701
Person,torse,34,59,0.576271
Person,totalpercent,34,36,0.944444
Person,ttContested,34,110,0.309091
Person,wimbledonresult,34,5165,0.006583
Person,wptMoneyFinishes,34,495,0.068687
Person,yearsInCup,34,725,0.046897
Species,lieutenant,34,35,0.971429
Species,7p,34,36,0.944444
Species,christeningDate,34,36,0.944444
Species,coachyearcstart,34,46,0.739130
Species,commonwealth,34,48,0.708333
Species,expansiondraftround,34,108,0.314815
Species,extraColumn,34,76,0.447368
Species,firstArcaWin,34,93,0.365591
Species,goldenHiero,34,34,1.000000
Species,handle,34,34,1.000000
Species,highestWs,34,106,0.320755
Species,hofCoach,34,34,1.000000
Species,justiceEnd,34,34,1.000000
Species,lastt20ifor,34,73,0.465753
Species,leagueTopscorer,34,44,0.772727
Species,mixedrecord,34,98,0.346939
Species,mncRom,34,42,0.809524
Species,nllTeam,34,213,0.159624
Species,oldid,34,34,1.000000
Species,otherYears,34,46,0.739130
Species,penName,34,34,1.000000
Species,post5years,34,49,0.693878
Species,sbkActiveYears,34,164,0.207317
Species,season13LooseBalls,34,44,0.772727
Species,season1Year,34,220,0.154545
Species,season4Shots,34,47,0.723404
Species,season8TeamLink,34,101,0.336634
Species,sp,34,36,0.944444
Species,stat6label,34,348,0.097701
Species,torse,34,59,0.576271
Species,totalpercent,34,36,0.944444
Species,ttContested,34,110,0.309091
Species,wimbledonresult,34,5165,0.006583
Species,wptMoneyFinishes,34,495,0.068687
Species,yearsInCup,34,725,0.046897
ChemicalCompound,last,34,34,1.000000
AdministrativeRegion,adminHq,34,34,1.000000
AdministrativeRegion,areaBlank1Km,34,34,1.000000
AdministrativeRegion,coaPic,34,34,1.000000
AdministrativeRegion,dean,34,44,0.772727
AdministrativeRegion,group,34,52,0.653846
AdministrativeRegion,janAvgRecordHighC,34,34,1.000000
AdministrativeRegion,longitude,34,45,0.755556
AdministrativeRegion,marAvgRecordHighC,34,34,1.000000
AdministrativeRegion,marAvgRecordLowC,34,35,0.971429
AdministrativeRegion,octAvgRecordLowC,34,35,0.971429
Person,electionMajority,33,33,1.000000
Person,australianopenresult,33,3973,0.008306
Person,border,33,555,0.059459
Person,bsbTotalPoints,33,33,1.000000
Person,coachgamesa,33,252,0.130952
Person,coachyear5end,33,45,0.733333
Person,colyears,33,55,0.600000
Person,conferenceShort,33,122,0.270492
Person,coregency,33,37,0.891892
Person,engine,33,71,0.464789
Person,firstArcaWestWin,33,57,0.578947
Person,flourished,33,40,0.825000
Person,frenchopenresult,33,4506,0.007324
Person,gpFastestLaps,33,417,0.079137
Person,grandSlamVictories,33,247,0.133603
Person,investiture,33,33,1.000000
Person,laicized,33,36,0.916667
Person,largestLoss,33,40,0.825000
Person,lastTruckRace,33,634,0.052050
Person,olympicsWeight,33,107,0.308411
Person,originalText,33,33,1.000000
Person,otheroccupation,33,37,0.891892
Person,prevLink,33,33,1.000000
Person,refereeyear1end,33,44,0.750000
Person,saTotalPoints,33,33,1.000000
Person,season1GroundBalls,33,77,0.428571
Person,sooteam,33,824,0.040049
Person,t20umpired,33,42,0.785714
Species,electionMajority,33,33,1.000000
Species,australianopenresult,33,3973,0.008306
Species,border,33,573,0.057592
Species,bsbTotalPoints,33,33,1.000000
Species,coachgamesa,33,252,0.130952
Species,coachyear5end,33,45,0.733333
Species,colyears,33,55,0.600000
Species,conferenceShort,33,122,0.270492
Species,coregency,33,37,0.891892
Species,engine,33,71,0.464789
Species,firstArcaWestWin,33,57,0.578947
Species,flourished,33,40,0.825000
Species,frenchopenresult,33,4506,0.007324
Species,gpFastestLaps,33,417,0.079137
Species,grandSlamVictories,33,247,0.133603
Species,investiture,33,33,1.000000
Species,laicized,33,36,0.916667
Species,largestLoss,33,40,0.825000
Species,lastTruckRace,33,634,0.052050
Species,olympicsWeight,33,107,0.308411
Species,originalText,33,33,1.000000
Species,otheroccupation,33,37,0.891892
Species,prevLink,33,33,1.000000
Species,refereeyear1end,33,44,0.750000
Species,saTotalPoints,33,33,1.000000
Species,season1GroundBalls,33,77,0.428571
Species,sooteam,33,824,0.040049
Species,t20umpired,33,42,0.785714
Species,thiaminMg,33,42,0.785714
ChemicalCompound,section,33,35,0.942857
AdministrativeRegion,2011MeanHhIncome,33,48,0.687500
AdministrativeRegion,2021MedianAgeF,33,68,0.485294
AdministrativeRegion,aprAvgRecordLowC,33,35,0.942857
AdministrativeRegion,augAvgRecordHighC,33,34,0.970588
AdministrativeRegion,febAvgRecordLowC,33,35,0.942857
AdministrativeRegion,julAvgRecordLowC,33,35,0.942857
AdministrativeRegion,junAvgRecordHighC,33,34,0.970588
AdministrativeRegion,junAvgRecordLowC,33,35,0.942857
AdministrativeRegion,mayAvgRecordHighC,33,34,0.970588
AdministrativeRegion,novAvgRecordLowC,33,35,0.942857
AdministrativeRegion,sepAvgRecordLowC,33,35,0.942857
AdministrativeRegion,titleoverride,33,50,0.660000
AdministrativeRegion,yearDewPointC,33,37,0.891892
Person,afldraftedround,32,97,0.329897
Person,amKowin,32,131,0.244275
Person,assists,32,52,0.615385
Person,averageAttendance,32,32,1.000000
Person,bsbRaceStarts,32,35,0.914286
Person,buschWins,32,803,0.039851
Person,dates,32,37,0.864865
Person,day,32,457,0.070022
Person,firstTruckRace,32,772,0.041451
Person,formerteams,32,36,0.888889
Person,fullwidthvotes,32,34,0.941176
Person,goldenhiero,32,32,1.000000
Person,inches,32,1516,0.021108
Person,jersey,32,50,0.640000
Person,missEarthPanamá,32,46,0.695652
Person,month,32,474,0.067511
Person,ncaachampion,32,35,0.914286
Person,ncaarunnerup,32,37,0.864865
Person,optionName,32,61,0.524590
Person,prospectLeague,32,698,0.045845
Person,sbkFastestLaps,32,235,0.136170
Person,sbkRaceWins,32,227,0.140969
Person,season2Year,32,212,0.150943
Person,season3GroundBalls,32,62,0.516129
Person,season5GroundBalls,32,41,0.780488
Person,season5Shots,32,40,0.800000
Person,stat7value,32,33,0.969697
Person,taoiseach,32,443,0.072235
Person,treasury,32,37,0.864865
Species,afldraftedround,32,97,0.329897
Species,amKowin,32,131,0.244275
Species,assists,32,52,0.615385
Species,averageAttendance,32,32,1.000000
Species,bsbRaceStarts,32,35,0.914286
Species,buschWins,32,803,0.039851
Species,dates,32,37,0.864865
Species,day,32,458,0.069869
Species,fat,32,50,0.640000
Species,firstTruckRace,32,772,0.041451
Species,formerteams,32,36,0.888889
Species,fullwidthvotes,32,34,0.941176
Species,goldenhiero,32,32,1.000000
Species,inches,32,1516,0.021108
Species,jersey,32,50,0.640000
Species,missEarthPanamá,32,46,0.695652
Species,month,32,476,0.067227
Species,ncaachampion,32,35,0.914286
Species,ncaarunnerup,32,37,0.864865
Species,optionName,32,61,0.524590
Species,phosphorusMg,32,44,0.727273
Species,prospectLeague,32,698,0.045845
Species,sbkFastestLaps,32,235,0.136170
Species,sbkRaceWins,32,227,0.140969
Species,season2Year,32,212,0.150943
Species,season3GroundBalls,32,62,0.516129
Species,season5GroundBalls,32,41,0.780488
Species,season5Shots,32,40,0.800000
Species,stat7value,32,33,0.969697
Species,subfamiliaAuthority,32,33,0.969697
Species,taoiseach,32,443,0.072235
Species,treasury,32,37,0.864865
Species,vie,32,32,1.000000
Species,zincMg,32,42,0.761905
Galaxy,e,32,40,0.800000
ChemicalCompound,indicatorName,32,32,1.000000
AdministrativeRegion,2006AccessDate,32,77,0.415584
AdministrativeRegion,commonLanguages,32,32,1.000000
AdministrativeRegion,decAvgRecordHighC,32,34,0.941176
AdministrativeRegion,febdSun,32,47,0.680851
AdministrativeRegion,flagSize,32,475,0.067368
AdministrativeRegion,jundSun,32,46,0.695652
AdministrativeRegion,largestcity,32,46,0.695652
AdministrativeRegion,mayAvgRecordLowC,32,35,0.914286
AdministrativeRegion,mayRecordHighF,32,77,0.415584
AdministrativeRegion,munFormation1NoOfRuralSettlements,32,1269,0.025217
AdministrativeRegion,nicknames,32,32,1.000000
AdministrativeRegion,novAvgRecordHighC,32,34,0.941176
AdministrativeRegion,novdSun,32,47,0.680851
AdministrativeRegion,octAvgRecordHighC,32,34,0.941176
AdministrativeRegion,popLatestDate,32,139,0.230216
AdministrativeRegion,yearAvgRecordLowC,32,32,1.000000
Person,selection,31,648,0.047840
Person,about,31,425,0.072941
Person,canadaTopTens,31,75,0.413333
Person,character,31,31,1.000000
Person,clapps(points),31,157,0.197452
Person,cstatsLeague,31,186,0.166667
Person,eptMoneyFinishes,31,304,0.101974
Person,eventType,31,71,0.436620
Person,firstArcaEastRace,31,280,0.110714
Person,firstTruckWin,31,118,0.262712
Person,fs,31,31,1.000000
Person,sr,31,1745,0.017765
Person,lccn,31,33,0.939394
Person,more,31,928,0.033405
Person,nfldraftedround,31,508,0.061024
Person,numEpisodes,31,31,1.000000
Person,percentFirstpreference,31,31,1.000000
Person,prevBuschYear,31,389,0.079692
Person,production,31,31,1.000000
Person,properties,31,57,0.543860
Person,ruYearcend,31,38,0.815789
Person,sbkLastSeason,31,183,0.169399
Person,season10Goals,31,67,0.462687
Person,season14LooseBalls,31,35,0.885714
Person,season3Year,31,196,0.158163
Person,season9PenaltyMinutes,31,76,0.407895
Person,totalIrlRaces,31,32,0.968750
Person,translation,31,31,1.000000
Person,triesb,31,2931,0.010577
Person,votesFirstpreference,31,31,1.000000
Person,votesTwocandidate,31,31,1.000000
Person,worldchampion,31,40,0.775000
Person,year10start,31,152,0.203947
Person,yearsInBusch,31,800,0.038750
Person,yearstart,31,112,0.276786
Species,selection,31,648,0.047840
Species,about,31,425,0.072941
Species,canadaTopTens,31,75,0.413333
Species,character,31,31,1.000000
Species,clapps(points),31,157,0.197452
Species,cstatsLeague,31,186,0.166667
Species,eptMoneyFinishes,31,304,0.101974
Species,eventType,31,71,0.436620
Species,fiber,31,43,0.720930
Species,firstArcaEastRace,31,280,0.110714
Species,firstTruckWin,31,118,0.262712
Species,fs,31,31,1.000000
Species,hiragana,31,31,1.000000
Species,sr,31,1745,0.017765
Species,lccn,31,33,0.939394
Species,more,31,928,0.033405
Species,nfldraftedround,31,508,0.061024
Species,numEpisodes,31,31,1.000000
Species,percentFirstpreference,31,31,1.000000
Species,prevBuschYear,31,389,0.079692
Species,production,31,31,1.000000
Species,properties,31,57,0.543860
Species,ruYearcend,31,38,0.815789
Species,sbkLastSeason,31,183,0.169399
Species,season10Goals,31,67,0.462687
Species,season14LooseBalls,31,35,0.885714
Species,season3Year,31,196,0.158163
Species,season9PenaltyMinutes,31,76,0.407895
Species,subtribus,31,58,0.534483
Species,totalIrlRaces,31,32,0.968750
Species,translation,31,31,1.000000
Species,triesb,31,2931,0.010577
Species,vitkUg,31,32,0.968750
Species,votesFirstpreference,31,31,1.000000
Species,votesTwocandidate,31,31,1.000000
Species,worldchampion,31,40,0.775000
Species,year10start,31,152,0.203947
Species,yearsInBusch,31,800,0.038750
Species,yearstart,31,112,0.276786
Star,metal2Fe,31,40,0.775000
AdministrativeRegion,2011AccessDate,31,78,0.397436
AdministrativeRegion,aprAvgRecordHighC,31,34,0.911765
AdministrativeRegion,aprAvgRecordHighF,31,31,1.000000
AdministrativeRegion,augAvgRecordLowC,31,35,0.885714
AdministrativeRegion,augAvgRecordLowF,31,31,1.000000
AdministrativeRegion,decAvgRecordLowC,31,35,0.885714
AdministrativeRegion,elecref,31,44,0.704545
AdministrativeRegion,febAvgRecordLowF,31,31,1.000000
AdministrativeRegion,flower,31,35,0.885714
AdministrativeRegion,food,31,32,0.968750
AdministrativeRegion,janAvgRecordLowF,31,31,1.000000
AdministrativeRegion,jandSun,31,47,0.659574
AdministrativeRegion,julAvgRecordLowF,31,31,1.000000
AdministrativeRegion,juldSun,31,47,0.659574
AdministrativeRegion,junRecordHighF,31,77,0.402597
AdministrativeRegion,marAvgRecordLowF,31,31,1.000000
AdministrativeRegion,mayAvgRecordLowF,31,31,1.000000
AdministrativeRegion,noOfSelsovietsType,31,969,0.031992
AdministrativeRegion,octRecordHighF,31,80,0.387500
AdministrativeRegion,sealSize,31,179,0.173184
AdministrativeRegion,sepAvgRecordHighC,31,34,0.911765
AdministrativeRegion,tree,31,35,0.885714
AdministrativeRegion,yearAvgRecordLowF,31,31,1.000000
Person,250LastPosition,30,80,0.375000
Person,accomplices,30,30,1.000000
Person,arcaEastTopTens,30,279,0.107527
Person,championship,30,8248,0.003637
Person,changeFirstpreference,30,31,0.967742
Person,changeTwocandidate,30,31,0.967742
Person,coachsinglestitles,30,51,0.588235
Person,discuss,30,30,1.000000
Person,escapeEnd,30,31,0.967742
Person,gpChampionships,30,224,0.133929
Person,hangulho,30,33,0.909091
Person,hanjaho,30,33,0.909091
Person,hiragana,30,30,1.000000
Person,interior,30,31,0.967742
Person,jlpgawins,30,114,0.263158
Person,koLosses,30,5664,0.005297
Person,lang,30,53,0.566038
Person,lastTruckWin,30,81,0.370370
Person,legendsm,30,30,1.000000
Person,letter,30,335,0.089552
Person,lt,30,43,0.697674
Person,minister2Termstart,30,30,1.000000
Person,motogpLastPosition,30,116,0.258621
Person,otherDevice,30,1103,0.027199
Person,percentTwocandidate,30,31,0.967742
Person,perps,30,33,0.909091
Person,portrayer,30,30,1.000000
Person,presentPost,30,30,1.000000
Person,prevTitle,30,30,1.000000
Person,regionalsWeight,30,85,0.352941
Person,ridername,30,30,1.000000
Person,ruCoachyears,30,55,0.545455
Person,saPodiums,30,33,0.909091
Person,season4Team,30,64,0.468750
Person,sgpFinals,30,64,0.468750
Person,t20idebutfor,30,88,0.340909
Person,ttPodiums,30,111,0.270270
Person,umpwodilastyr,30,195,0.153846
Person,vie,30,30,1.000000
Person,viewers,30,30,1.000000
Person,yearend,30,66,0.454545
Species,250LastPosition,30,80,0.375000
Species,accomplices,30,30,1.000000
Species,arcaEastTopTens,30,279,0.107527
Species,championship,30,8248,0.003637
Species,changeFirstpreference,30,31,0.967742
Species,changeTwocandidate,30,31,0.967742
Species,coachsinglestitles,30,51,0.588235
Species,discuss,30,30,1.000000
Species,escapeEnd,30,31,0.967742
Species,gpChampionships,30,224,0.133929
Species,hangulho,30,33,0.909091
Species,hanjaho,30,33,0.909091
Species,interior,30,31,0.967742
Species,jlpgawins,30,114,0.263158
Species,koLosses,30,5664,0.005297
Species,lang,30,53,0.566038
Species,lastTruckWin,30,81,0.370370
Species,legendsm,30,30,1.000000
Species,letter,30,335,0.089552
Species,lt,30,43,0.697674
Species,minister2Termstart,30,30,1.000000
Species,motogpLastPosition,30,116,0.258621
Species,otherDevice,30,1103,0.027199
Species,percentTwocandidate,30,31,0.967742
Species,perps,30,33,0.909091
Species,portrayer,30,30,1.000000
Species,presentPost,30,30,1.000000
Species,prevTitle,30,30,1.000000
Species,regionalsWeight,30,85,0.352941
Species,ridername,30,30,1.000000
Species,ruCoachyears,30,55,0.545455
Species,saPodiums,30,33,0.909091
Species,season4Team,30,64,0.468750
Species,sgpFinals,30,64,0.468750
Species,t20idebutfor,30,88,0.340909
Species,ttPodiums,30,111,0.270270
Species,umpwodilastyr,30,195,0.153846
Species,viewers,30,30,1.000000
Species,water,30,35,0.857143
Species,yearend,30,66,0.454545
AdministrativeRegion,anthem,30,34,0.882353
AdministrativeRegion,dissolutionDate,30,77,0.389610
AdministrativeRegion,augRecordHighF,30,80,0.375000
AdministrativeRegion,border,30,370,0.081081
AdministrativeRegion,citySeal,30,30,1.000000
AdministrativeRegion,decAvgRecordHighF,30,31,0.967742
AdministrativeRegion,decAvgRecordLowF,30,31,0.967742
AdministrativeRegion,febAvgRecordHighC,30,34,0.882353
AdministrativeRegion,høyre,30,2207,0.013593
AdministrativeRegion,julAvgRecordHighC,30,34,0.882353
AdministrativeRegion,julRecordHighF,30,80,0.375000
AdministrativeRegion,junAvgRecordHighF,30,31,0.967742
AdministrativeRegion,ldx,30,53,0.566038
AdministrativeRegion,mayAvgRecordHighF,30,31,0.967742
AdministrativeRegion,novAvgRecordLowF,30,31,0.967742
AdministrativeRegion,octAvgRecordLowF,30,31,0.967742
AdministrativeRegion,popEstAsOf,30,2168,0.013838
AdministrativeRegion,scale,30,55,0.545455
AdministrativeRegion,se,30,36,0.833333
AdministrativeRegion,timezone2Location,30,32,0.937500
AdministrativeRegion,volume,30,108,0.277778
AdministrativeRegion,yearAvgRecordHighC,30,31,0.967742
Person,supplementalDraftYear,29,92,0.315217
Person,aga,29,56,0.517857
Person,align,29,9612,0.003017
Person,buschPoles,29,803,0.036115
Person,clubname,29,29,1.000000
Person,eurowins,29,597,0.048576
Person,gpPoles,29,417,0.069544
Person,hangulph,29,31,0.935484
Person,imageFile,29,29,1.000000
Person,keywords,29,31,0.935484
Person,motogpPodiums,29,122,0.237705
Person,nation,29,103,0.281553
Person,otherVersions,29,45,0.644444
Person,outcome,29,29,1.000000
Person,penname,29,29,1.000000
Person,placeofburialCoordinates,29,30,0.966667
Person,presidentStart,29,29,1.000000
Person,pubDate,29,33,0.878788
Person,ruRefereeupdate,29,35,0.828571
Person,ruYear5start,29,42,0.690476
Person,saRaceStarts,29,29,1.000000
Person,sbkManufacturers,29,414,0.070048
Person,season3PlayoffLooseBalls,29,77,0.376623
Person,season4GroundBalls,29,49,0.591837
Person,season4Year,29,175,0.165714
Person,season5Year,29,162,0.179012
Person,ssPodiums,29,203,0.142857
Person,teamCoach,29,30,0.966667
Person,teamnumber,29,701,0.041369
Person,wcseasons,29,716,0.040503
Person,wodisumpired,29,286,0.101399
Person,x,29,134,0.216418
Species,supplementalDraftYear,29,92,0.315217
Species,aga,29,56,0.517857
Species,align,29,9675,0.002997
Species,buschPoles,29,803,0.036115
Species,clubname,29,29,1.000000
Species,eurowins,29,597,0.048576
Species,gpPoles,29,417,0.069544
Species,hangulph,29,31,0.935484
Species,imageFile,29,29,1.000000
Species,keywords,29,31,0.935484
Species,motogpPodiums,29,122,0.237705
Species,nation,29,103,0.281553
Species,otherVersions,29,45,0.644444
Species,outcome,29,29,1.000000
Species,penname,29,29,1.000000
Species,placeofburialCoordinates,29,30,0.966667
Species,presidentStart,29,29,1.000000
Species,pubDate,29,33,0.878788
Species,ruRefereeupdate,29,35,0.828571
Species,ruYear5start,29,42,0.690476
Species,saRaceStarts,29,29,1.000000
Species,sbkManufacturers,29,414,0.070048
Species,season3PlayoffLooseBalls,29,77,0.376623
Species,season4GroundBalls,29,49,0.591837
Species,season4Year,29,175,0.165714
Species,season5Year,29,162,0.179012
Species,ssPodiums,29,203,0.142857
Species,subspecies,29,37,0.783784
Species,teamCoach,29,30,0.966667
Species,teamnumber,29,701,0.041369
Species,wcseasons,29,716,0.040503
Species,wines,29,32,0.906250
Species,wodisumpired,29,286,0.101399
Species,x,29,134,0.216418
ChemicalCompound,first,29,31,0.935484
ChemicalCompound,highPh,29,34,0.852941
ChemicalCompound,lowPh,29,34,0.852941
AdministrativeRegion,2001AccessDate,29,68,0.426471
AdministrativeRegion,aprdSun,29,46,0.630435
AdministrativeRegion,aprRecordHighF,29,77,0.376623
AdministrativeRegion,decdSun,29,47,0.617021
AdministrativeRegion,febAvgRecordHighF,29,31,0.935484
AdministrativeRegion,fedElectionFirst,29,924,0.031385
AdministrativeRegion,gd,29,29,1.000000
AdministrativeRegion,imageRoute,29,29,1.000000
AdministrativeRegion,janAvgRecordHighF,29,30,0.966667
AdministrativeRegion,junAvgRecordLowF,29,31,0.935484
AdministrativeRegion,lang,29,92,0.315217
AdministrativeRegion,novAvgRecordHighF,29,31,0.935484
AdministrativeRegion,octAvgRecordHighF,29,31,0.935484
AdministrativeRegion,octdSun,29,47,0.617021
AdministrativeRegion,otherCities,29,29,1.000000
AdministrativeRegion,statRef,29,121,0.239669
AdministrativeRegion,symbolism,29,29,1.000000
AdministrativeRegion,unitaryCouncil,29,29,1.000000
AdministrativeRegion,yearAfthumidity,29,65,0.446154
AdministrativeRegion,yearAvgRecordHighF,29,31,0.935484
Person,statisticYear,28,47,0.595745
Person,articleUrl,28,28,1.000000
Person,bats,28,26795,0.001045
Person,casualties,28,45,0.622222
Person,chartPosition,28,28,1.000000
Person,currentyears,28,132,0.212121
Person,draftTeamPba,28,499,0.056112
Person,final3year,28,128,0.218750
Person,firstFlightAircraft,28,28,1.000000
Person,for,28,31,0.903226
Person,hanjaph,28,29,0.965517
Person,iccfworldchampion,28,39,0.717949
Person,judge,28,29,0.965517
Person,loc,28,28,1.000000
Person,minister1Termstart,28,28,1.000000
Person,mmaDecwin,28,2571,0.010891
Person,mmaWin,28,134,0.208955
Person,nameExplanation,28,28,1.000000
Person,presidentEnd,28,28,1.000000
Person,preType,28,163,0.171779
Person,season10PenaltyMinutes,28,70,0.400000
Person,season11Goals,28,59,0.474576
Person,season12Goals,28,49,0.571429
Person,season13Assists,28,45,0.622222
Person,season9TeamLink,28,93,0.301075
Person,selectionProcess,28,65,0.430769
Person,serviceYears,28,29,0.965517
Person,subcat,28,145,0.193103
Person,termlabel,28,221,0.126697
Person,usopendoublesresult,28,3024,0.009259
Person,women'sWorldChamp,28,39,0.717949
Person,year11start,28,98,0.285714
Person,yushos,28,632,0.044304
Species,statisticYear,28,47,0.595745
Species,articleUrl,28,28,1.000000
Species,bats,28,26795,0.001045
Species,casualties,28,45,0.622222
Species,chartPosition,28,28,1.000000
Species,currentyears,28,132,0.212121
Species,draftTeamPba,28,499,0.056112
Species,final3year,28,128,0.218750
Species,firstFlightAircraft,28,28,1.000000
Species,for,28,31,0.903226
Species,hanjaph,28,29,0.965517
Species,iccfworldchampion,28,39,0.717949
Species,judge,28,29,0.965517
Species,loc,28,28,1.000000
Species,minister1Termstart,28,28,1.000000
Species,mmaDecwin,28,2571,0.010891
Species,mmaWin,28,134,0.208955
Species,nameExplanation,28,28,1.000000
Species,presidentEnd,28,28,1.000000
Species,preType,28,163,0.171779
Species,riboflavinMg,28,43,0.651163
Species,season10PenaltyMinutes,28,70,0.400000
Species,season11Goals,28,59,0.474576
Species,season12Goals,28,49,0.571429
Species,season13Assists,28,45,0.622222
Species,season9TeamLink,28,93,0.301075
Species,selectionProcess,28,65,0.430769
Species,serviceYears,28,29,0.965517
Species,subcat,28,145,0.193103
Species,termlabel,28,221,0.126697
Species,usopendoublesresult,28,3024,0.009259
Species,viteMg,28,29,0.965517
Species,women'sWorldChamp,28,39,0.717949
Species,year11start,28,98,0.285714
Species,yushos,28,632,0.044304
Star,an,28,53,0.528302
Star,radiusRj,28,37,0.756757
ChemicalCompound,b,28,108,0.259259
AdministrativeRegion,aprAvgRecordLowF,28,31,0.903226
AdministrativeRegion,aprSnowInch,28,55,0.509091
AdministrativeRegion,augAvgRecordHighF,28,31,0.903226
AdministrativeRegion,crest,28,28,1.000000
AdministrativeRegion,demoElectorsDate,28,966,0.028986
AdministrativeRegion,logoSize,28,75,0.373333
AdministrativeRegion,marAvgRecordHighF,28,31,0.903226
AdministrativeRegion,mr,28,28,1.000000
AdministrativeRegion,sepAvgRecordLowF,28,31,0.903226
AdministrativeRegion,shapeColor,28,78,0.358974
AdministrativeRegion,utcOffset1Dst,28,1073,0.026095
Person,australianopendoublesresult,27,2773,0.009737
Person,beehive,27,27,1.000000
Person,bookNumber,27,54,0.500000
Person,brierAppearances,27,359,0.075209
Person,canadaCarTeam,27,28,0.964286
Person,channelWebsite,27,27,1.000000
Person,coachteamc,27,48,0.562500
Person,colleges,27,135,0.200000
Person,e,27,28,0.964286
Person,financeStart,27,31,0.870968
Person,fontsize,27,427,0.063232
Person,game,27,35,0.771429
Person,hosting,27,28,0.964286
Person,japwins,27,351,0.076923
Person,lastArcaEastRace,27,223,0.121076
Person,mlcts,27,27,1.000000
Person,participants,27,28,0.964286
Person,playoffRecord,27,62,0.435484
Person,politicalParty,27,28,0.964286
Person,portaldisp,27,370,0.072973
Person,published,27,28,0.964286
Person,racingAircraft,27,50,0.540000
Person,ruRefereeyears,27,32,0.843750
Person,ruTeamd,27,37,0.729730
Person,season10TeamLink,27,80,0.337500
Person,season14Assists,27,34,0.794118
Person,season2PlayoffLooseBalls,27,75,0.360000
Person,season5Team,27,56,0.482143
Person,season6Year,27,142,0.190141
Person,seniorsWorld,27,43,0.627907
Person,siglum,27,27,1.000000
Person,ssActiveYears,27,155,0.174194
Person,stateAssembly,27,3198,0.008443
Person,stateEnd,27,27,1.000000
Person,stateStart,27,27,1.000000
Person,super14years,27,220,0.122727
Person,suppdraftyear,27,89,0.303371
Person,totalyears,27,110,0.245455
Person,vpState,27,49,0.551020
Species,australianopendoublesresult,27,2773,0.009737
Species,beehive,27,27,1.000000
Species,bookNumber,27,54,0.500000
Species,brierAppearances,27,359,0.075209
Species,canadaCarTeam,27,28,0.964286
Species,channelWebsite,27,27,1.000000
Species,coachteamc,27,48,0.562500
Species,colleges,27,135,0.200000
Species,colwidth,27,1480,0.018243
Species,e,27,28,0.964286
Species,financeStart,27,31,0.870968
Species,fontsize,27,443,0.060948
Species,game,27,35,0.771429
Species,hosting,27,28,0.964286
Species,imageWidth,27,438,0.061644
Species,japwins,27,351,0.076923
Species,lastArcaEastRace,27,223,0.121076
Species,lat3Deg,27,31,0.870968
Species,lon3Deg,27,31,0.870968
Species,mlcts,27,27,1.000000
Species,participants,27,28,0.964286
Species,playoffRecord,27,62,0.435484
Species,politicalParty,27,28,0.964286
Species,portaldisp,27,370,0.072973
Species,published,27,28,0.964286
Species,racingAircraft,27,50,0.540000
Species,ruRefereeyears,27,32,0.843750
Species,ruTeamd,27,37,0.729730
Species,season10TeamLink,27,80,0.337500
Species,season14Assists,27,34,0.794118
Species,season2PlayoffLooseBalls,27,75,0.360000
Species,season5Team,27,56,0.482143
Species,season6Year,27,142,0.190141
Species,seniorsWorld,27,43,0.627907
Species,siglum,27,27,1.000000
Species,ssActiveYears,27,155,0.174194
Species,stateAssembly,27,3198,0.008443
Species,stateEnd,27,27,1.000000
Species,stateStart,27,27,1.000000
Species,super14years,27,220,0.122727
Species,superordo,27,123,0.219512
Species,suppdraftyear,27,89,0.303371
Species,totalyears,27,110,0.245455
Species,vitaUg,27,30,0.900000
Species,vpState,27,49,0.551020
Star,habitableOuter,27,30,0.900000
Galaxy,reference,27,27,1.000000
AdministrativeRegion,areaTotalRank,27,28,0.964286
AdministrativeRegion,coordinates,27,50,0.540000
AdministrativeRegion,extinctTitle,27,169,0.159763
AdministrativeRegion,julAvgRecordHighF,27,31,0.870968
AdministrativeRegion,ldy,27,57,0.473684
AdministrativeRegion,mammal,27,34,0.794118
AdministrativeRegion,mardSun,27,47,0.574468
AdministrativeRegion,maydSun,27,47,0.574468
AdministrativeRegion,shieldSize,27,408,0.066176
AdministrativeRegion,status,27,45,0.600000
AdministrativeRegion,yearRecordHighF,27,50,0.540000
Person,chancellor,26,31,0.838710
Person,7pp,26,27,0.962963
Person,7y,26,40,0.650000
Person,ac1Year,26,227,0.114537
Person,bowloutcome,26,3009,0.008641
Person,bsbPodiums,26,36,0.722222
Person,candidate4Percent,26,27,0.962963
Person,christeningPlace,26,30,0.866667
Person,coachdraws,26,886,0.029345
Person,coachplayoffrecord,26,68,0.382353
Person,code,26,1476,0.017615
Person,colorcode,26,27,0.962963
Person,europeanChampionshipAppearances,26,839,0.030989
Person,fdDate,26,327,0.079511
Person,financeEnd,26,30,0.866667
Person,fp,26,50,0.520000
Person,goalsd,26,510,0.050980
Person,ground,26,31,0.838710
Person,hgf,26,57,0.456140
Person,highestAttendance,26,27,0.962963
Person,hofmethod,26,197,0.131980
Person,interiorStart,26,26,1.000000
Person,irlCarTeam,26,28,0.928571
Person,lastArcaWestWin,26,34,0.764706
Person,lat3Deg,26,30,0.866667
Person,lifespan,26,26,1.000000
Person,lon3Deg,26,30,0.866667
Person,lowestAttendance,26,26,1.000000
Person,moto2ActiveYears,26,177,0.146893
