class,predicate,distinct_objects,total_objects,uniqueness
Species,prevrests,881,1066,0.826454
Q19088,prevrests,881,1066,0.826454
Eukaryote,prevrests,881,1066,0.826454
Thing,collections,879,1121,0.784121
Thing,commonsSearch,879,958,0.917537
Thing,diameter,879,2019,0.435364
Thing,endB,879,1129,0.778565
Thing,rd3Score,879,23133,0.037998
Species,overallRecord,879,12302,0.071452
Q19088,overallRecord,879,12302,0.071452
Eukaryote,overallRecord,879,12302,0.071452
Thing,symptom,878,3003,0.292374
Thing,codes,878,1167,0.752356
Species,dateOfHighestRanking,877,1569,0.558955
Q19088,dateOfHighestRanking,877,1569,0.558955
Eukaryote,dateOfHighestRanking,877,1569,0.558955
Thing,release,876,1450,0.604138
Thing,breeder,875,2558,0.342064
Thing,organiser,875,1502,0.582557
Thing,worldDate,875,1460,0.599315
Species,breeder,875,2558,0.342064
Q19088,breeder,875,2558,0.342064
Eukaryote,breeder,875,2558,0.342064
Thing,ctdab,874,5323,0.164193
Thing,communityWales,872,1342,0.649776
Thing,octRecordLowC,872,12769,0.068290
Thing,releasedate,872,1188,0.734007
Thing,density,871,1112,0.783273
Species,thesis1Title,871,872,0.998853
Q19088,thesis1Title,871,872,0.998853
Eukaryote,thesis1Title,871,872,0.998853
Thing,association,870,4013,0.216795
Thing,countySpecial,870,1699,0.512066
Thing,sealCaption,870,1698,0.512367
Thing,febMeanC,869,16719,0.051977
Species,award,869,2901,0.299552
Species,mfff,869,3947,0.220167
Q19088,award,869,2901,0.299552
Q19088,mfff,869,3947,0.220167
Eukaryote,award,869,2901,0.299552
Eukaryote,mfff,869,3947,0.220167
Thing,risks,868,1059,0.819641
Thing,uspage,868,4115,0.210936
Thing,routes,867,2629,0.329783
Thing,tires,867,1313,0.660320
Thing,onlineServ,866,2369,0.365555
Thing,diameter,865,2583,0.334882
Thing,augPrecipitationInch,865,7591,0.113951
Thing,systematicname,865,2050,0.421951
Species,alternativeName,864,864,1.000000
Species,mr,864,881,0.980704
Q19088,alternativeName,864,864,1.000000
Q19088,mr,864,881,0.980704
Eukaryote,alternativeName,864,864,1.000000
Eukaryote,mr,864,881,0.980704
Thing,startrating,863,1748,0.493707
Species,region,863,3313,0.260489
Q19088,region,863,3313,0.260489
Eukaryote,region,863,3313,0.260489
Thing,demographics1Title,861,71413,0.012057
Thing,yes,861,893,0.964166
Thing,areaMetroKm,860,967,0.889349
Thing,sepPrecipitationInch,860,7598,0.113188
Thing,2016Population,859,940,0.913830
Thing,basketballarena,859,864,0.994213
Thing,resCatchment,859,1538,0.558518
Thing,2011TotalPvtDwell,858,1019,0.842002
Thing,relatedC,858,1409,0.608943
Thing,grandsire,857,4742,0.180725
Thing,topSpeed,857,25542,0.033553
Thing,discography,857,986,0.869168
Species,grandsire,857,4742,0.180725
Q19088,grandsire,857,4742,0.180725
Eukaryote,grandsire,857,4742,0.180725
Thing,channelHandle,856,859,0.996508
Thing,station,856,1065,0.803756
Thing,yearAvgRecordLowF,856,3180,0.269182
Thing,octPrecipitationInch,855,7594,0.112589
Thing,orbitInclination,854,2371,0.360186
Thing,seasonArticle,854,7780,0.109769
Thing,issues,853,3461,0.246461
Thing,shipCrew,853,4095,0.208303
Thing,chancellor,852,1569,0.543021
Thing,rebuildingDate,852,1150,0.740870
Thing,4Goals,852,867,0.982699
Thing,junPrecipitationInch,852,7591,0.112238
Thing,roadhr,852,1311,0.649886
Thing,operatingSystem,851,19838,0.042897
Species,viaf,850,871,0.975890
Q19088,viaf,850,871,0.975890
Eukaryote,viaf,850,871,0.975890
Thing,visrusher,849,1287,0.659674
Thing,labelName,848,1039,0.816169
Thing,renovationDate,848,2869,0.295573
Thing,licence,847,14759,0.057389
Thing,beatifiedDate,846,1426,0.593268
Species,beatifiedDate,846,1426,0.593268
Q19088,beatifiedDate,846,1426,0.593268
Eukaryote,beatifiedDate,846,1426,0.593268
Thing,fightsong,845,1047,0.807068
Thing,janLowF,845,7874,0.107315
Thing,tradingName,844,848,0.995283
Thing,decHighC,844,21517,0.039225
Thing,management,844,1174,0.718910
Thing,crewMembers,843,2333,0.361337
Thing,decMeanC,843,16720,0.050419
Thing,passeddate,843,890,0.947191
Thing,volumeList,842,1342,0.627422
Thing,academicAffiliation,841,1838,0.457563
Thing,deityOf,841,896,0.938616
Thing,designation1Free3value,841,1059,0.794145
Species,pga,841,2591,0.324585
Q19088,pga,841,2591,0.324585
Eukaryote,pga,841,2591,0.324585
Thing,endA,840,1132,0.742049
Thing,mostCaps,840,890,0.943820
Thing,julPrecipitationInch,839,7595,0.110467
Thing,chief3Name,838,859,0.975553
Thing,nt,838,1715,0.488630
Thing,restingPlacePosition,837,837,1.000000
Thing,provRep,837,852,0.982394
Thing,tradingName,837,846,0.989362
Species,restingPlacePosition,837,837,1.000000
Q19088,restingPlacePosition,837,837,1.000000
Thing,organizer,836,1061,0.787936
Thing,rcdbNumber,836,836,1.000000
Thing,referees,836,926,0.902808
Eukaryote,restingPlacePosition,836,836,1.000000
Thing,damage,835,1323,0.631141
Thing,cl,833,3269,0.254818
Thing,eraDates,833,1004,0.829681
Thing,modelnumber,833,920,0.905435
Species,music,833,1011,0.823937
Species,time,833,3247,0.256545
Q19088,music,833,1011,0.823937
Q19088,time,833,3247,0.256545
Eukaryote,music,833,1011,0.823937
Eukaryote,time,833,3247,0.256545
Thing,2006LandArea,832,852,0.976526
Thing,febHighC,832,21493,0.038710
Thing,yearSnowDays,830,3013,0.275473
Thing,2016TotalPvtDwell,827,938,0.881663
Thing,bodyDiscovered,827,862,0.959397
Thing,2021TotalPvtDwell,826,962,0.858628
Thing,notableWork,826,952,0.867647
Thing,janAvgRecordLowF,825,3203,0.257571
Thing,architectureStyle,824,5205,0.158309
Thing,matches,824,62187,0.013250
Thing,endrating,823,1705,0.482698
Species,labelName,823,1007,0.817279
Q19088,labelName,823,1007,0.817279
Eukaryote,labelName,823,1007,0.817279
Thing,buildmodel,822,1052,0.781369
Thing,halfbrothers,822,1538,0.534460
Thing,demoArea,821,989,0.830131
Thing,endTheme,821,879,0.934016
Thing,headChef,820,854,0.960187
Thing,janHighF,820,7868,0.104220
Thing,electionDateLeader,819,1750,0.468000
Thing,marLowC,819,21519,0.038059
Thing,signatureAlt,819,1085,0.754839
Thing,zooName,819,830,0.986747
Species,nominator,819,3050,0.268525
Q19088,nominator,819,3050,0.268525
Eukaryote,nominator,819,3050,0.268525
Thing,nationalAnthem,818,1331,0.614576
Thing,champmd,817,1386,0.589466
Thing,fuelCapacity,816,1386,0.588745
Thing,otherUrl,816,844,0.966825
Thing,totalcaps,816,32932,0.024778
Thing,awardNotes,815,1024,0.795898
Thing,site,815,1234,0.660454
Species,totalcaps,815,32155,0.025346
Q19088,totalcaps,815,32155,0.025346
Eukaryote,totalcaps,815,32155,0.025346
Thing,captionSkyline,814,832,0.978365
Thing,popCommunity,811,1007,0.805362
Thing,rivers,811,932,0.870172
Thing,border,810,26584,0.030469
Thing,rotationalVelocity,810,2842,0.285011
Thing,champwd,809,1285,0.629572
Thing,febLowF,809,7869,0.102808
Thing,imprints,809,856,0.945093
Thing,ridership,809,932,0.868026
Thing,star,809,993,0.814703
Species,bodyDiscovered,809,843,0.959668
Q19088,bodyDiscovered,809,843,0.959668
Eukaryote,bodyDiscovered,809,843,0.959668
Thing,febAvgRecordLowF,808,3203,0.252264
Thing,formerchoreographer,807,1399,0.576841
Thing,operations,807,2421,0.333333
Thing,rd2Seed,807,20996,0.038436
Thing,commencement,806,2864,0.281425
Thing,heightM,806,6928,0.116339
Thing,captureDate,804,952,0.844538
Thing,commander2Label,804,2361,0.340534
Thing,designation1Free1value,804,4345,0.185040
Thing,official,804,1432,0.561453
Thing,poweroutput,804,1660,0.484337
Thing,uciCode,803,840,0.955952
Thing,combinedTotal,803,920,0.872826
Thing,maxvotespercent,803,1455,0.551890
Thing,formernames,802,820,0.978049
Thing,locationMapCaption,802,1027,0.780915
Thing,statusText,802,1570,0.510828
Thing,wmo,802,820,0.978049
Thing,yearSnowInch,802,2306,0.347788
Species,from,802,802,1.000000
Thing,deaths,801,1741,0.460080
Thing,honors,801,1309,0.611917
Thing,known,801,851,0.941246
Thing,succeededBy,801,988,0.810729
Species,formerchoreographer,801,1381,0.580014
Q19088,formerchoreographer,801,1381,0.580014
Eukaryote,formerchoreographer,801,1381,0.580014
Thing,burialDate,800,849,0.942285
Thing,m,799,1275,0.626667
Species,channelHandle,799,802,0.996259
Species,eraDates,799,938,0.851812
Species,next,799,845,0.945562
Q19088,channelHandle,799,802,0.996259
Q19088,eraDates,799,938,0.851812
Q19088,next,799,845,0.945562
Eukaryote,channelHandle,799,802,0.996259
Eukaryote,eraDates,799,938,0.851812
Eukaryote,next,799,845,0.945562
Thing,bgColor,798,1060,0.752830
Species,notes,798,949,0.840885
Q19088,notes,798,949,0.840885
Eukaryote,notes,798,949,0.840885
Thing,2006Population,797,858,0.928904
Thing,methods,796,1334,0.596702
Thing,soc,796,1583,0.502843
Species,signatureAlt,796,1052,0.756654
Q19088,signatureAlt,796,1052,0.756654
Eukaryote,signatureAlt,796,1052,0.756654
Thing,convictionPenalty,795,2785,0.285458
Thing,prenomen,795,1014,0.784024
Species,year,795,129757,0.006127
Q19088,year,795,129757,0.006127
Eukaryote,year,795,129757,0.006127
Thing,bedCount,794,1910,0.415707
Thing,blank1NameSec,794,22264,0.035663
Thing,masters,794,2668,0.297601
Species,1p,794,6225,0.127550
Species,combinedTotal,794,906,0.876380
Species,prenomen,794,1010,0.786139
Q19088,1p,794,6225,0.127550
Q19088,combinedTotal,794,906,0.876380
Q19088,prenomen,794,1010,0.786139
Eukaryote,1p,794,6225,0.127550
Eukaryote,combinedTotal,794,906,0.876380
Eukaryote,prenomen,794,1010,0.786139
Thing,decLowF,793,7871,0.100750
Thing,completed,792,1595,0.496552
Thing,estimate,792,918,0.862745
Thing,lengthFt,792,4180,0.189474
Thing,armour,791,1360,0.581618
Thing,basinSizeMi,791,987,0.801418
Thing,comment,791,942,0.839703
Thing,fatalities,791,2911,0.271728
Thing,headLabel,791,6550,0.120763
TimeInterval,flight,791,812,0.974138
TimePeriod,flight,791,812,0.974138
Thing,decAvgRecordLowF,790,3203,0.246644
Thing,areaCodes,789,15174,0.051997
Thing,subgenres,789,1012,0.779644
Species,masters,789,2642,0.298637
Q19088,masters,789,2642,0.298637
Eukaryote,masters,789,2642,0.298637
Thing,inaugural,788,2496,0.315705
TimeInterval,militaryRank,788,13475,0.058479
TimePeriod,militaryRank,788,13475,0.058479
Species,count,788,809,0.974042
Q19088,count,788,809,0.974042
Eukaryote,count,788,809,0.974042
Thing,collegehof,787,788,0.998731
Thing,disposition,787,2769,0.284218
Thing,1OwnGoal,785,799,0.982478
Thing,alterEgo,785,814,0.964373
Thing,decHighF,784,7869,0.099631
Thing,febHighF,784,7865,0.099682
Thing,organised,784,1017,0.770895
Thing,routenumber,783,1002,0.781437
Thing,linesman,782,1235,0.633198
Thing,marLowF,782,7867,0.099403
Thing,fsScore,781,914,0.854486
Thing,playingTeam,781,9425,0.082865
Thing,repealingLegislation,781,1774,0.440248
Thing,citizenship,780,9788,0.079689
Thing,consort,780,3408,0.228873
Thing,totalproduction,780,3971,0.196424
Species,citizenship,780,9788,0.079689
Q19088,citizenship,780,9788,0.079689
Eukaryote,citizenship,780,9788,0.079689
Thing,nomen,779,1024,0.760742
Thing,winningHorse,779,863,0.902665
Species,convictionPenalty,779,2700,0.288519
Q19088,convictionPenalty,779,2700,0.288519
Eukaryote,convictionPenalty,779,2700,0.288519
Species,2p,778,6295,0.123590
Q19088,2p,778,6295,0.123590
Eukaryote,2p,778,6295,0.123590
Thing,councillor,777,910,0.853846
Thing,dialCode,777,18620,0.041729
Thing,overall,777,90733,0.008564
Thing,aprPrecipitationInch,776,7594,0.102186
Thing,densityKm,776,1165,0.666094
Thing,exoplanet,776,1538,0.504551
Thing,traffic,776,1403,0.553100
Thing,usNcesDistrictId,776,1184,0.655405
Thing,union,775,2357,0.328808
Q19088,ordo,775,11833,0.065495
Eukaryote,ordo,775,11833,0.065495
Thing,3pp,774,2329,0.332331
Thing,endyear,774,23160,0.033420
Thing,novLowC,774,21530,0.035950
Thing,psAnnualGeneration,774,866,0.893764
Species,nomen,774,1013,0.764067
Q19088,nomen,774,1013,0.764067
Eukaryote,nomen,774,1013,0.764067
Thing,alternativeSpelling,773,787,0.982211
Q19088,order,773,15772,0.049011
Eukaryote,order,773,15772,0.049011
Thing,notes,772,801,0.963795
Thing,damHeight,772,1736,0.444700
Thing,homerusher,772,1207,0.639602
Thing,lb,772,1266,0.609795
Thing,nat,772,164453,0.004694
Species,fsScore,772,900,0.857778
Q19088,fsScore,772,900,0.857778
Eukaryote,fsScore,772,900,0.857778
Species,depictionDescription,771,774,0.996124
Q19088,depictionDescription,771,774,0.996124
Eukaryote,depictionDescription,771,774,0.996124
Thing,pos,770,131875,0.005839
Thing,decayDate,769,880,0.873864
Thing,lifeSpan,769,1497,0.513694
Thing,philosophicalSchool,768,3369,0.227961
Thing,orbitEpoch,768,1057,0.726585
Species,philosophicalSchool,768,3369,0.227961
Q19088,philosophicalSchool,768,3369,0.227961
Eukaryote,philosophicalSchool,768,3369,0.227961
Thing,debutteam,767,26282,0.029183
Species,burialDate,767,816,0.939951
Q19088,burialDate,767,816,0.939951
Eukaryote,burialDate,767,816,0.939951
Thing,spScore,766,921,0.831705
Species,debutteam,766,25637,0.029879
Q19088,debutteam,766,25637,0.029879
Eukaryote,debutteam,766,25637,0.029879
Thing,legislativePeriodName,765,1317,0.580866
Thing,archipelago,765,4315,0.177289
Thing,rotation,765,2187,0.349794
Thing,type,765,53369241,0.000014
Thing,numberBuilt,764,11149,0.068526
Thing,populationRef,763,12667,0.060235
Thing,raw,762,781,0.975672
Thing,variant,762,837,0.910394
Thing,cy,761,791,0.962073
Species,accessdate,761,1147,0.663470
Thing,emeritusBishops,760,796,0.954774
Thing,foodType,760,3040,0.250000
Thing,areasServed,759,1517,0.500330
Thing,athletes,759,983,0.772126
Thing,designations,759,1622,0.467941
Thing,isolationMi,759,2040,0.372059
Thing,maxTakeoffWeightKg,759,1289,0.588829
Q19088,accessdate,759,1145,0.662882
Eukaryote,accessdate,759,1145,0.662882
Thing,currentRecord,758,962,0.787942
Thing,geocode,758,791,0.958281
Thing,map,758,1874,0.404482
Species,currentRecord,758,962,0.787942
Q19088,currentRecord,758,962,0.787942
Eukaryote,currentRecord,758,962,0.787942
Thing,lastEruption,757,1577,0.480025
Thing,popMunicunit,757,778,0.973008
Thing,velocity,757,1142,0.662872
Species,endyear,757,22221,0.034067
Species,spScore,757,907,0.834620
Q19088,endyear,757,22221,0.034067
Q19088,spScore,757,907,0.834620
Eukaryote,endyear,757,22221,0.034067
Eukaryote,spScore,757,907,0.834620
Species,province,756,5544,0.136364
Q19088,province,756,5544,0.136364
Eukaryote,province,756,5544,0.136364
Thing,imageSize,755,218556,0.003454
Thing,janMeanF,755,5779,0.130645
Thing,similarDish,755,985,0.766497
Thing,oralargument,754,755,0.998675
Thing,criminalCharge,753,999,0.753754
Thing,formerFrequencies,753,3032,0.248351
Species,criminalCharge,753,999,0.753754
Q19088,criminalCharge,753,999,0.753754
Eukaryote,criminalCharge,753,999,0.753754
Thing,currency,752,2682,0.280388
Species,known,751,796,0.943467
Q19088,known,751,796,0.943467
Eukaryote,known,751,796,0.943467
Thing,affected,750,1242,0.603865
Species,collegehof,750,751,0.998668
Q19088,collegehof,750,751,0.998668
Eukaryote,collegehof,750,751,0.998668
Thing,2006TotalPvtDwell,749,846,0.885343
Thing,customValue,748,942,0.794055
Species,playingTeam,748,9014,0.082982
Q19088,playingTeam,748,9014,0.082982
Eukaryote,playingTeam,748,9014,0.082982
Thing,chief1name,747,771,0.968872
Thing,discharge1Avg,747,1937,0.385648
Thing,novLowF,747,7870,0.094917
Thing,febMeanF,746,5781,0.129043
Thing,floorCount,745,10438,0.071374
Thing,janSnowCm,745,1401,0.531763
Thing,soloists,745,3235,0.230294
Thing,marHighF,744,7863,0.094620
Thing,nationalgoals,744,137595,0.005407
Thing,post1preceded,744,1135,0.655507
Thing,amendments,742,1071,0.692810
Thing,derivatives,742,1314,0.564688
Thing,mayPrecipitationInch,742,7597,0.097670
Species,length,742,6876,0.107912
Species,nationalgoals,742,134890,0.005501
Q19088,from,742,742,1.000000
Q19088,length,742,6876,0.107912
Q19088,nationalgoals,742,134890,0.005501
Eukaryote,from,742,742,1.000000
Eukaryote,length,742,6876,0.107912
Eukaryote,nationalgoals,742,134890,0.005501
Thing,areaMunicunit,741,772,0.959845
Thing,authorLink,741,1735,0.427089
Thing,englishPubDate,741,2632,0.281535
Thing,fffm,741,3978,0.186275
Thing,novHighF,741,7866,0.094203
Thing,channelDisplayName,740,742,0.997305
Thing,imprisoned,740,1277,0.579483
Thing,pv,740,960,0.770833
Thing,launchPlatform,739,1262,0.585578
Thing,sr,739,13701,0.053938
Thing,3p,737,4560,0.161623
Thing,marAvgRecordLowF,737,3204,0.230025
Thing,oversight,737,1315,0.560456
Thing,topoMap,737,1056,0.697917
Thing,missionDuration,736,2458,0.299430
Thing,missionDuration,736,2458,0.299430
Thing,symbolType,735,1798,0.408788
Thing,episodes,733,16989,0.043146
Species,nicknames,732,889,0.823397
Q19088,nicknames,732,889,0.823397
Eukaryote,nicknames,732,889,0.823397
Thing,topics,731,1042,0.701536
Thing,generalmanager,730,1198,0.609349
Thing,lists,730,2039,0.358019
Thing,monuments,730,777,0.939511
Species,imprisoned,730,1254,0.582137
Species,post1preceded,730,1093,0.667887
Q19088,imprisoned,730,1254,0.582137
Q19088,post1preceded,730,1093,0.667887
Eukaryote,imprisoned,730,1254,0.582137
Eukaryote,post1preceded,730,1093,0.667887
Thing,anniversaries,729,1962,0.371560
Thing,coConsecrators,729,802,0.908978
Thing,decMeanF,729,5776,0.126212
Thing,post1followed,729,1133,0.643425
Thing,tp,729,755,0.965563
Thing,identificationSymbol3Label,728,1413,0.515216
Thing,magnitude,728,2522,0.288660
Thing,ringNames,728,745,0.977181
Thing,secondCommander,727,1340,0.542537
Thing,područje,727,733,0.991814
Thing,peakrating,726,3464,0.209584
Thing,christeningDate,725,753,0.962815
Thing,dest,725,950,0.763158
Thing,gbgridref,724,750,0.965333
Thing,marHighC,724,21528,0.033631
Thing,marMeanC,724,16705,0.043340
Thing,yearservice,724,1190,0.608403
Species,header,724,1213,0.596867
Species,notableWork,724,835,0.867066
Species,peakrating,724,3441,0.210404
Q19088,header,724,1213,0.596867
Q19088,notableWork,724,835,0.867066
Q19088,peakrating,724,3441,0.210404
Eukaryote,header,724,1213,0.596867
Eukaryote,notableWork,724,835,0.867066
Eukaryote,peakrating,724,3441,0.210404
Thing,designation2Offname,723,743,0.973082
Thing,incumbentsince,723,1146,0.630890
Thing,pastCommanders,723,798,0.906015
Thing,alumni,721,940,0.767021
Thing,openedBy,721,1087,0.663293
Thing,cleavage,720,1257,0.572792
Thing,leader3Name,720,737,0.976934
Thing,areaTotalDunam,719,760,0.946053
Thing,dailyRidership,719,848,0.847877
Thing,infoc,719,873,0.823597
Thing,vistop,718,1430,0.502098
Thing,ethnicGroup,717,1033,0.694095
Thing,marMeanF,717,5782,0.124006
Thing,partyPercent,717,1344,0.533482
Species,fffm,716,3946,0.181450
Species,monuments,716,762,0.939633
Species,post1followed,716,1095,0.653881
Q19088,fffm,716,3946,0.181450
Q19088,monuments,716,762,0.939633
Q19088,post1followed,716,1095,0.653881
Eukaryote,fffm,716,3946,0.181450
Eukaryote,monuments,716,762,0.939633
Eukaryote,post1followed,716,1095,0.653881
Thing,aprLowF,715,7870,0.090851
Thing,heightImperial,715,2033,0.351697
Thing,nephews,714,1471,0.485384
Thing,pastor,714,729,0.979424
Thing,citation,713,5837,0.122152
Thing,filling,713,1213,0.587799
Thing,hometop,713,1429,0.498950
Thing,plantAnnualGen,713,778,0.916452
Thing,productionDate,713,4294,0.166046
Thing,tl,713,724,0.984807
Species,ringNames,713,729,0.978052
Q19088,ringNames,713,729,0.978052
Eukaryote,ringNames,713,729,0.978052
Thing,mayRecordLowC,711,12770,0.055677
Thing,ruClub,711,2047,0.347338
Thing,show,711,1336,0.532186
Species,coConsecrators,711,783,0.908046
Species,commonscat,711,821,0.866017
Q19088,coConsecrators,711,783,0.908046
Q19088,commonscat,711,821,0.866017
Eukaryote,coConsecrators,711,783,0.908046
Eukaryote,commonscat,711,821,0.866017
Thing,numberOfRooms,710,2165,0.327945
Thing,2006MeanHhIncome,710,764,0.929319
Thing,congregations,710,934,0.760171
Thing,listPercentage,710,4158,0.170755
Thing,model,710,1097,0.647220
Thing,nextYear,710,231238,0.003070
Thing,affiliates,708,924,0.766234
Thing,campusSize,708,1240,0.570968
Thing,2016MeanHhIncome,707,849,0.832744
Thing,binomialAuthority,706,2052,0.344055
Thing,maintainedBy,706,2757,0.256075
Thing,areaRank,706,4714,0.149767
Thing,lonDeg,706,1625,0.434462
Thing,rev3score,706,20259,0.034849
Thing,storage,706,2529,0.279162
Thing,unitname,706,866,0.815242
Species,binomialAuthority,706,2052,0.344055
Thing,novHighC,704,21518,0.032717
Thing,voy,704,4676,0.150556
Thing,serviceStartYear,703,31479,0.022332
Species,serviceStartYear,703,31479,0.022332
Q19088,serviceStartYear,703,31479,0.022332
Eukaryote,serviceStartYear,703,31479,0.022332
Thing,aprHighF,702,7860,0.089313
Thing,shipCountry,702,38439,0.018263
Thing,character,701,2112,0.331913
Thing,shipArmor,701,1651,0.424591
Thing,through,701,974,0.719713
Species,overall,701,79655,0.008800
Q19088,overall,701,79655,0.008800
Eukaryote,overall,701,79655,0.008800
Thing,torqueOutput,700,3912,0.178937
Thing,active,700,3289,0.212831
Thing,dateStart,700,2216,0.315884
Thing,primaryArmament,700,1788,0.391499
Thing,successorLine,700,1490,0.469799
Thing,vehicleRange,700,1377,0.508351
Thing,misc,699,34408,0.020315
Thing,vispasser,699,1181,0.591871
Thing,idnumber,698,737,0.947083
Thing,jstor,698,699,0.998569
Species,post,698,2238,0.311886
Species,ruClub,698,1970,0.354315
Q19088,post,698,2238,0.311886
Q19088,ruClub,698,1970,0.354315
Eukaryote,post,698,2238,0.311886
Eukaryote,ruClub,698,1970,0.354315
Thing,construction,697,2432,0.286595
Thing,jstor,696,696,1.000000
Thing,localAuthority,696,3819,0.182247
Thing,cause,695,1514,0.459049
Thing,consecrationYear,695,1267,0.548540
Thing,novMeanC,695,16721,0.041564
Thing,elevationMaxPoint,694,783,0.886335
Thing,novMeanF,694,5778,0.120111
Thing,complications,693,759,0.913043
Thing,populationUrbanDensity,693,737,0.940299
Thing,populationUrbanDensity,693,737,0.940299
Thing,audioReadBy,693,985,0.703553
Species,conference,693,55083,0.012581
Q19088,conference,693,55083,0.012581
Eukaryote,conference,693,55083,0.012581
Thing,mother,692,759,0.911726
Thing,col2Data,692,784,0.882653
Thing,decSnowCm,692,1402,0.493581
Species,mother,692,759,0.911726
Q19088,mother,692,759,0.911726
Eukaryote,mother,692,759,0.911726
Species,station,690,869,0.794016
Q19088,station,690,869,0.794016
Eukaryote,station,690,869,0.794016
Thing,crewMember,689,1901,0.362441
Thing,genres,689,1977,0.348508
Thing,researchField,688,917,0.750273
Thing,ruralSettlementJur,688,1628,0.422604
Thing,missionType,687,3774,0.182035
Species,honors,687,1077,0.637883
Q19088,honors,687,1077,0.637883
Eukaryote,honors,687,1077,0.637883
Thing,logoPic,686,717,0.956764
Thing,engineer,685,816,0.839461
Thing,musicSubgenre,684,877,0.779932
Thing,novAvgRecordLowF,683,3201,0.213371
Thing,ownerOper,682,939,0.726305
Thing,widthImperial,682,1671,0.408139
Thing,oversight,681,1178,0.578098
Thing,baseballfield,681,688,0.989826
Thing,fractions,681,913,0.745893
Thing,mp,681,701,0.971469
Thing,countryLargestCity,680,754,0.901857
Thing,seats2Title,679,4043,0.167945
Thing,testcap,679,3388,0.200413
TimeInterval,numberOfMatches,679,1210384,0.000561
TimePeriod,numberOfMatches,679,1210385,0.000561
Species,locations,679,789,0.860583
Q19088,locations,679,789,0.860583
Eukaryote,locations,679,789,0.860583
Thing,memory,678,3371,0.201127
Thing,relatedTo,678,814,0.832924
Species,stadium,677,1603,0.422333
Q19088,stadium,677,1603,0.422333
Eukaryote,stadium,677,1603,0.422333
Thing,child2Agency,676,705,0.958865
Thing,istat,676,678,0.997050
Thing,schoolCode,676,693,0.975469
Thing,currentowner,675,1082,0.623845
Thing,lastdate,675,2574,0.262238
Q19088,binomialAuthority,675,2016,0.334821
Eukaryote,binomialAuthority,675,2016,0.334821
Thing,grade,674,1945,0.346530
Thing,populationTotalRanking,673,5490,0.122587
Thing,aum,673,1019,0.660451
Thing,codename,672,732,0.918033
Thing,distribution,672,1978,0.339737
Thing,febSnowCm,672,1402,0.479315
Thing,rearCamera,672,2092,0.321224
Species,channelDisplayName,672,674,0.997033
Q19088,channelDisplayName,672,674,0.997033
Eukaryote,channelDisplayName,672,674,0.997033
Species,testcap,671,3285,0.204262
Q19088,testcap,671,3285,0.204262
Eukaryote,testcap,671,3285,0.204262
Thing,aprMeanF,670,5781,0.115897
Thing,finalteam,670,21767,0.030781
Species,relatedTo,670,806,0.831266
Q19088,relatedTo,670,806,0.831266
Eukaryote,relatedTo,670,806,0.831266
Thing,2001LandArea,669,679,0.985272
Thing,cadetBranches,669,710,0.942254
Thing,leader1Title,669,3175,0.210709
Thing,focusCities,667,913,0.730559
Thing,dateEnd,666,2438,0.273175
Thing,indivyear,666,2196,0.303279
Thing,accession,665,769,0.864759
Thing,life,665,891,0.746352
Thing,octLowF,665,7869,0.084509
Species,finalteam,665,21252,0.031291
Q19088,finalteam,665,21252,0.031291
Eukaryote,finalteam,665,21252,0.031291
Thing,populationAsOf,664,23271,0.028533
Thing,layout,664,8817,0.075309
Thing,dissolutionYear,663,13380,0.049552
Thing,countryAdminDivisionsTitle,663,12504,0.053023
Thing,synonym,663,666,0.995495
Species,indivyear,663,2162,0.306660
Q19088,indivyear,663,2162,0.306660
Eukaryote,indivyear,663,2162,0.306660
Thing,grandfathers,660,1163,0.567498
Thing,octHighF,660,7860,0.083969
Thing,popLatest,660,768,0.859375
Thing,agencyType,658,1420,0.463380
Thing,annualRidership,658,712,0.924157
Thing,bogies,658,934,0.704497
Thing,deity,658,1647,0.399514
Thing,geology,658,2185,0.301144
Thing,maxSpeedKmh,658,4175,0.157605
Thing,species,657,2783,0.236076
Thing,aprLowC,657,21520,0.030530
Thing,espnRefTitle,657,3597,0.182652
Thing,ffff,657,3980,0.165075
Thing,mission,657,1228,0.535016
Thing,vehicles,657,1216,0.540296
Thing,partsType,656,16566,0.039599
Thing,schoolboard,656,2082,0.315082
Thing,appearances,655,24017,0.027272
Thing,halfsisters,655,1185,0.552743
Thing,loser,655,8313,0.078792
Thing,numberbuilt,655,2288,0.286276
Thing,bowlingSide,654,17330,0.037738
Thing,longtype,654,1996,0.327655
Species,bowlingSide,654,17330,0.037738
Q19088,bowlingSide,654,17330,0.037738
Eukaryote,bowlingSide,654,17330,0.037738
Thing,altsymbols,653,676,0.965976
Thing,fp,653,11699,0.055817
Thing,weapon,653,1236,0.528317
Thing,rangeImage,651,651,1.000000
Thing,grandmothers,650,1157,0.561798
Thing,fromDate,649,1489,0.435863
Thing,weapons,649,1035,0.627053
Thing,yespct,649,721,0.900139
Thing,shipAircraft,648,3005,0.215641
Species,show,648,701,0.924394
Species,sign,648,663,0.977376
Q19088,show,648,701,0.924394
Q19088,sign,648,663,0.977376
Eukaryote,show,648,701,0.924394
Eukaryote,sign,648,663,0.977376
Thing,ageMyr,647,1324,0.488671
Thing,busOperators,647,1510,0.428477
Thing,largestCity,647,982,0.658859
Thing,nopct,647,721,0.897365
