class,predicate,distinct_objects,total_objects,uniqueness
Thing,note,174926,283110,0.617873
TimeInterval,predecessor,174388,262746,0.663713
TimePeriod,predecessor,174387,262745,0.663712
Thing,extra,172408,381890,0.451460
TimeInterval,successor,168394,247369,0.680740
TimePeriod,successor,168394,247369,0.680740
Thing,votes,165073,1128987,0.146213
TimeInterval,office,159446,377926,0.421897
TimePeriod,office,159445,377926,0.421895
Species,title,155368,458422,0.338919
Q19088,title,155367,458421,0.338918
Eukaryote,title,155366,458420,0.338916
Thing,image,144798,238868,0.606184
Thing,occupation,144602,709817,0.203717
Thing,imageSkyline,143611,149133,0.962973
Thing,after,140735,196686,0.715531
Thing,before,138414,196433,0.704637
Species,occupation,137335,680310,0.201871
Q19088,occupation,137335,680314,0.201870
Eukaryote,occupation,137334,680314,0.201869
Thing,logo,136606,153296,0.891126
Thing,label,132888,596002,0.222966
Thing,originalName,130448,149455,0.872825
Thing,birthPlace,128326,1707779,0.075142
Species,birthPlace,128318,1707411,0.075154
Q19088,birthPlace,128318,1707413,0.075153
Eukaryote,birthPlace,128317,1707410,0.075153
Species,wikiPageUsesTemplate,124766,16219428,0.007692
Q19088,wikiPageUsesTemplate,124685,16196362,0.007698
Eukaryote,wikiPageUsesTemplate,124685,16196333,0.007698
Thing,knownFor,122188,154439,0.791173
Thing,office,121612,381413,0.318846
Species,office,120389,375706,0.320434
Q19088,office,120389,375707,0.320433
Eukaryote,office,120389,375706,0.320434
Thing,starring,119469,603232,0.198048
Species,knownFor,119406,150806,0.791785
Q19088,knownFor,119406,150806,0.791785
Eukaryote,knownFor,119405,150805,0.791784
Thing,politicalLeader,118805,118805,1.000000
Thing,deathPlace,118635,565270,0.209873
Q19088,deathPlace,116917,554878,0.210708
Eukaryote,deathPlace,116917,554877,0.210708
Species,deathPlace,116916,554877,0.210706
Species,after,115850,157136,0.737259
Q19088,after,115850,157136,0.737259
Eukaryote,after,115850,157136,0.737259
Species,before,113858,156775,0.726251
Q19088,before,113858,156775,0.726251
Eukaryote,before,113858,156775,0.726251
Thing,leaderName,112883,136966,0.824168
Thing,birthDate,110777,1348987,0.082119
Thing,personName,110715,131220,0.843736
Eukaryote,birthDate,109875,1323196,0.083038
Species,birthDate,109874,1323197,0.083037
Q19088,birthDate,109874,1323198,0.083037
Thing,team,108959,870169,0.125216
Thing,postalCode,107240,239769,0.447264
Thing,p,103965,170474,0.609858
Thing,deathDate,103418,572195,0.180739
Thing,mapCaption,102808,229624,0.447723
Eukaryote,deathDate,102304,561954,0.182050
Species,deathDate,102303,561954,0.182049
Q19088,deathDate,102303,561955,0.182048
Thing,notes,99359,140427,0.707549
Thing,director,98851,265427,0.372423
Thing,studio,98543,245045,0.402142
Thing,location,98494,594567,0.165657
Thing,imageMap,93474,108112,0.864603
Thing,clubs,93439,1275271,0.073270
Thing,birthDate,93292,1132322,0.082390
Species,birthDate,93292,1132000,0.082413
Q19088,birthDate,93292,1132001,0.082413
Eukaryote,birthDate,93292,1131999,0.082414
Species,clubs,92291,1251830,0.073725
Q19088,clubs,92291,1251830,0.073725
Eukaryote,clubs,92291,1251830,0.073725
Thing,alt,91348,136745,0.668017
Thing,music,90305,244185,0.369822
Thing,referee,88196,523462,0.168486
Thing,artist,88194,324714,0.271605
Thing,address,87823,99999,0.878239
Thing,pastMembers,86604,96117,0.901027
Thing,other,83863,229490,0.365432
Thing,deathDate,83743,439811,0.190407
Species,deathDate,83743,439761,0.190428
Q19088,deathDate,83743,439762,0.190428
Eukaryote,deathDate,83743,439762,0.190428
Thing,subdivisionName,81468,1364775,0.059693
Thing,keyPeople,80231,91302,0.878743
Thing,currentMembers,79272,85372,0.928548
Thing,source,77031,128137,0.601161
Thing,imdbId,75327,76550,0.984024
Species,url,74210,78371,0.946906
Q19088,url,74203,78346,0.947119
Eukaryote,url,74203,78346,0.947119
Thing,postalCode,74149,198992,0.372623
Thing,children,71723,205869,0.348391
Thing,commander,71666,115694,0.619444
Thing,subdivision,70618,1123814,0.062838
Thing,s,70360,101608,0.692465
Thing,spouse,69714,75660,0.921412
Thing,refnum,69024,72287,0.954860
Thing,date,68315,1604531,0.042576
Species,spouse,68213,73618,0.926580
Eukaryote,spouse,68213,73618,0.926580
Q19088,spouse,68212,73617,0.926579
Thing,attendance,68130,618426,0.110167
Thing,nrhpReferenceNumber,67713,68069,0.994770
Thing,stadium,67165,632083,0.106260
Species,children,66933,197046,0.339682
Q19088,children,66933,197046,0.339682
Eukaryote,children,66933,197046,0.339682
Thing,writer,66613,284632,0.234032
Thing,popularVote,66277,85956,0.771057
Thing,owner,65508,119953,0.546114
Thing,founder,65474,72336,0.905137
Species,website,63180,64179,0.984434
Q19088,website,63180,64179,0.984434
Eukaryote,website,63180,64179,0.984434
Thing,awards,62506,188631,0.331367
Species,other,62473,143943,0.434012
Q19088,other,62473,143943,0.434012
Eukaryote,other,62473,143943,0.434012
Thing,populationTotal,62335,339941,0.183370
Thing,populationTotal,62232,324127,0.191999
Thing,knownFor,61457,96848,0.634572
Species,knownFor,61280,96563,0.634612
Q19088,knownFor,61280,96563,0.634612
Eukaryote,knownFor,61280,96563,0.634612
Thing,successor,60854,67674,0.899223
Thing,associatedActs,60324,101055,0.596942
Thing,areaTotal,60294,250103,0.241077
Species,awards,59425,180687,0.328884
Q19088,awards,59425,180687,0.328884
Eukaryote,awards,59425,180687,0.328884
Thing,relatives,58954,79037,0.745904
Thing,address,57498,112128,0.512789
Thing,populationDensity,57099,87041,0.656001
Thing,populationDensity,57099,87041,0.656001
Thing,nickname,56861,77679,0.732000
Thing,subsequentWork,56368,61368,0.918524
Thing,predecessor,56261,61583,0.913580
Thing,deathPlace,56080,529066,0.105998
Species,deathPlace,56078,529010,0.106006
Q19088,deathPlace,56078,529011,0.106005
Eukaryote,deathPlace,56077,529009,0.106004
Thing,youthclubs,56006,214030,0.261674
Thing,penalties,55897,120079,0.465502
Species,youthclubs,55316,210034,0.263367
Q19088,youthclubs,55316,210034,0.263367
Eukaryote,youthclubs,55316,210034,0.263367
Thing,event,55307,117424,0.471003
Species,votes,55002,116828,0.470795
Q19088,votes,55002,116828,0.470795
Eukaryote,votes,55002,116828,0.470795
Thing,previousWork,54975,60143,0.914071
TimeInterval,team,54826,1896157,0.028914
TimePeriod,team,54826,1896155,0.028914
Thing,areaTotal,54585,231357,0.235934
Thing,termEnd,53657,370011,0.145015
Thing,child,53583,65126,0.822759
Thing,team,53533,1693343,0.031614
Thing,termStart,53314,430168,0.123938
Thing,mayor,53244,54367,0.979344
Thing,education,53241,205217,0.259438
Thing,genre,53044,840268,0.063127
Species,relatives,52894,69460,0.761503
Q19088,relatives,52894,69460,0.761503
Eukaryote,relatives,52894,69460,0.761503
Species,child,52714,63779,0.826510
Q19088,child,52714,63779,0.826510
Eukaryote,child,52714,63779,0.826510
Thing,parents,52679,59781,0.881200
Species,education,52658,201956,0.260740
Q19088,education,52658,201956,0.260740
Eukaryote,education,52658,201956,0.260740
Species,termEnd,52582,356384,0.147543
Q19088,termEnd,52582,356385,0.147543
Eukaryote,termEnd,52582,356384,0.147543
Thing,mile,52306,147020,0.355775
Species,termStart,52186,415404,0.125627
Q19088,termStart,52186,415405,0.125627
Eukaryote,termStart,52186,415404,0.125627
Thing,last,51822,162330,0.319239
Species,team,51781,1644514,0.031487
Q19088,team,51781,1644514,0.031487
Eukaryote,team,51781,1644510,0.031487
Thing,type,50745,796857,0.063681
Species,parents,50445,56786,0.888335
Q19088,parents,50445,56786,0.888335
Eukaryote,parents,50445,56786,0.888335
Species,candidate,49960,61581,0.811289
Q19088,candidate,49960,61581,0.811289
Eukaryote,candidate,49960,61581,0.811289
TimeInterval,start,49880,319571,0.156084
TimePeriod,start,49880,319571,0.156084
Thing,author,49706,89899,0.552909
TimeInterval,end,48777,266448,0.183064
TimePeriod,end,48777,266448,0.183064
Species,nativeName,48610,52893,0.919025
Q19088,nativeName,48610,52893,0.919025
Eukaryote,nativeName,48610,52893,0.919025
Thing,count,47950,202263,0.237068
Thing,motto,47515,54873,0.865909
Species,id,45881,50331,0.911585
Q19088,id,45880,50329,0.911602
Eukaryote,id,45880,50329,0.911602
Thing,producer,45643,195212,0.233812
Thing,fullName,45544,46930,0.970467
Thing,almaMater,45399,317076,0.143180
Thing,cinematography,45165,158934,0.284175
Species,almaMater,44967,312787,0.143762
Q19088,almaMater,44967,312787,0.143762
Eukaryote,almaMater,44967,312787,0.143762
Thing,shortsummary,44550,45423,0.980781
Thing,associatedBand,44254,97343,0.454619
Thing,associatedMusicalArtist,44254,97343,0.454619
Thing,notableWorks,44113,50236,0.878115
Species,notableWorks,43189,49153,0.878665
Q19088,notableWorks,43189,49153,0.878665
Eukaryote,notableWorks,43189,49153,0.878665
Thing,blank1Info,42699,45796,0.932374
Thing,architect,42685,67402,0.633290
Species,associatedActs,42486,67895,0.625760
Q19088,associatedActs,42486,67895,0.625760
Eukaryote,associatedActs,42486,67895,0.625760
Thing,city,42438,145759,0.291152
Thing,alternativeName,42182,43505,0.969590
Species,source,41882,42952,0.975088
Q19088,source,41882,42952,0.975088
Eukaryote,source,41882,42952,0.975088
Thing,homepage,41370,41836,0.988861
Thing,areaTotalKm,41334,160548,0.257456
Thing,imageFlag,40743,43587,0.934751
Thing,editing,40327,130118,0.309926
Thing,headline,39923,111594,0.357752
Thing,road,39664,74701,0.530970
Thing,issue,39564,54047,0.732030
Thing,motto,39504,50614,0.780496
Thing,commander,39412,90335,0.436287
Species,fullName,39339,40498,0.971381
Q19088,fullName,39339,40498,0.971381
Eukaryote,fullName,39339,40498,0.971381
Thing,militaryCommand,39227,59263,0.661914
Species,militaryCommand,39227,59263,0.661914
Q19088,militaryCommand,39227,59263,0.661914
Eukaryote,militaryCommand,39227,59263,0.661914
Thing,author,38942,93921,0.414625
Thing,party,38844,463214,0.083858
Thing,rd1Team,38330,92628,0.413806
Thing,otherNames,38253,41071,0.931387
Thing,imageShield,38173,40138,0.951044
Species,issue,38130,51585,0.739168
Q19088,issue,38130,51584,0.739183
Eukaryote,issue,38130,51585,0.739168
Thing,father,37900,50041,0.757379
Thing,director,37448,159264,0.235132
Thing,pushpinLabel,37214,45730,0.813777
Thing,first,37044,181371,0.204244
Thing,insee,37011,38474,0.961974
Thing,inseeCode,36793,37558,0.979632
Thing,products,36409,68172,0.534076
Thing,lyrics,36395,82725,0.439952
Thing,photo,36271,38212,0.949204
Thing,isbn,35638,35828,0.994697
Thing,parent,35603,55699,0.639204
Species,father,35597,46273,0.769282
Q19088,father,35597,46272,0.769299
Eukaryote,father,35597,46273,0.769282
Thing,otherName,35392,37675,0.939403
Thing,pushpinMapCaption,35367,195985,0.180458
Thing,club,35252,166393,0.211860
Thing,city,35092,125469,0.279687
Thing,album,35053,69696,0.502941
Species,associatedBand,34530,68134,0.506795
Species,associatedMusicalArtist,34530,68134,0.506795
Q19088,associatedBand,34530,68134,0.506795
Q19088,associatedMusicalArtist,34530,68134,0.506795
Eukaryote,associatedBand,34530,68134,0.506795
Eukaryote,associatedMusicalArtist,34530,68134,0.506795
Thing,recorded,34373,145904,0.235586
Species,parent,34324,52465,0.654227
Q19088,parent,34324,52463,0.654252
Eukaryote,parent,34324,52465,0.654227
Thing,strength,34096,55667,0.612499
Thing,status,34003,73073,0.465329
Thing,formerName,33943,35858,0.946595
Species,otherNames,33927,36355,0.933214
Q19088,otherNames,33927,36355,0.933214
Eukaryote,otherNames,33927,36355,0.933214
Thing,relative,33806,46149,0.732540
Species,label,33592,82552,0.406919
Q19088,label,33580,82540,0.406833
Eukaryote,label,33580,82540,0.406833
Thing,executiveProducer,33559,78985,0.424878
Thing,leader,33532,58701,0.571234
Species,title,33450,58594,0.570878
Q19088,title,33450,58594,0.570878
Eukaryote,title,33449,58593,0.570870
Thing,t,33357,42193,0.790581
Thing,screenplay,33213,64476,0.515122
Thing,synonyms,33213,34653,0.958445
Thing,hangul,32886,39026,0.842669
Thing,manager,32757,72103,0.454308
Thing,quote,32488,34933,0.930009
Thing,editor,32350,49377,0.655163
Thing,shipName,31891,40172,0.793861
Species,relative,31819,42667,0.745752
Q19088,relative,31819,42667,0.745752
Eukaryote,relative,31819,42667,0.745752
Thing,ground,31669,46930,0.674814
Thing,alias,31513,34923,0.902357
Thing,battles,31468,147248,0.213707
Thing,managerclubs,31334,155973,0.200894
Thing,publisher,31129,120190,0.258998
Species,managerclubs,31037,153135,0.202677
Q19088,managerclubs,31037,153135,0.202677
Eukaryote,managerclubs,31037,153135,0.202677
Thing,reason,31022,41590,0.745900
Species,successor,30179,33430,0.902752
Q19088,successor,30179,33429,0.902779
Eukaryote,successor,30179,33430,0.902752
Thing,score,30054,441793,0.068027
Thing,headquarters,29930,86477,0.346104
Thing,match,29779,30919,0.963129
Thing,text,29757,44825,0.663848
Thing,album,29636,64857,0.456944
Thing,populationDensityKm,29258,250705,0.116703
Thing,related,29204,54034,0.540475
Species,imdbId,29199,29232,0.998871
Q19088,imdbId,29199,29232,0.998871
Eukaryote,imdbId,29199,29232,0.998871
Species,alt,29044,30672,0.946922
Q19088,alt,29042,30670,0.946919
Eukaryote,alt,29042,30670,0.946919
Thing,place,29007,54537,0.531877
Thing,clubname,29000,30522,0.950134
Thing,foundingDate,28550,49970,0.571343
Thing,photoCaption,28480,30872,0.922519
Thing,populationDensitySqMi,27935,46095,0.606031
Thing,combatant,27837,65251,0.426614
Thing,developer,27746,57690,0.480950
Thing,bSide,27530,30559,0.900880
Thing,owner,27482,98474,0.279079
Thing,highlights,27285,40577,0.672425
Thing,relation,27236,35653,0.763919
Species,relation,27236,35653,0.763919
Q19088,relation,27236,35653,0.763919
Eukaryote,relation,27235,35652,0.763912
Thing,reference,27214,31697,0.858567
Thing,years,27101,1708137,0.015866
Thing,synonym,27093,27616,0.981062
Thing,patternB,26976,86867,0.310544
Thing,oclc,26876,27113,0.991259
Species,highlights,26600,39504,0.673350
Q19088,highlights,26600,39504,0.673350
Eukaryote,highlights,26599,39503,0.673341
Thing,released,26538,311617,0.085162
Thing,company,26455,76667,0.345064
Thing,c,26218,56347,0.465295
Species,predecessor,26035,29148,0.893200
Eukaryote,predecessor,26035,29148,0.893200
Q19088,predecessor,26034,29147,0.893197
Thing,cand,25893,34017,0.761178
Thing,length,25692,110385,0.232749
Thing,mother,25466,33605,0.757804
Thing,principal,25292,25833,0.979058
Thing,leaderFunction,25232,25233,0.999960
Thing,distributor,25170,128120,0.196456
Thing,area,25109,82298,0.305099
Thing,commands,24903,64926,0.383560
Thing,seat,24834,31167,0.796804
Thing,award,24746,216024,0.114552
Thing,pfr,24742,24775,0.998668
Species,award,24648,215247,0.114510
Q19088,award,24648,215247,0.114510
Eukaryote,award,24648,215240,0.114514
Species,commands,24584,63965,0.384335
Q19088,commands,24584,63965,0.384335
Eukaryote,commands,24584,63965,0.384335
Thing,designer,24423,40385,0.604754
Species,team,24228,159253,0.152135
Q19088,team,24228,159253,0.152135
Eukaryote,team,24226,159239,0.152136
Species,pfr,24041,24074,0.998629
Q19088,pfr,24041,24074,0.998629
Eukaryote,pfr,24041,24074,0.998629
Thing,highSchool,23999,119087,0.201525
Thing,creator,23754,44172,0.537761
Thing,chairman,23521,38516,0.610681
Thing,oclc,23520,23689,0.992866
Thing,junction,23272,38354,0.606769
Thing,areaLand,23253,94387,0.246358
Species,mother,23148,30013,0.771266
Q19088,mother,23148,30012,0.771291
Eukaryote,mother,23148,30013,0.771266
Thing,terminusB,23102,28971,0.797418
Thing,coach,23012,31008,0.742131
Thing,rd2Team,22997,55412,0.415018
Thing,attend,22895,179044,0.127874
Thing,residence,22890,46746,0.489668
Thing,constituency,22849,62029,0.368360
Thing,next,22847,56217,0.406407
Thing,formerNames,22835,25029,0.912342
Thing,routeJunction,22827,40748,0.560199
Thing,foundedBy,22803,26845,0.849432
Thing,abbreviation,22738,26755,0.849860
Thing,blankInfo,22698,75542,0.300469
Thing,recruit,22696,24705,0.918680
Thing,terminusA,22621,28993,0.780223
TimeInterval,constituencyDistrict,22606,98307,0.229953
TimePeriod,constituencyDistrict,22606,98307,0.229953
Species,constituency,22450,60717,0.369748
Q19088,constituency,22450,60717,0.369748
Eukaryote,constituency,22450,60716,0.369754
Thing,footer,22327,25973,0.859623
Thing,signature,22058,22300,0.989148
Thing,founded,21988,83687,0.262741
Species,residence,21970,44989,0.488342
Q19088,residence,21970,44989,0.488342
Eukaryote,residence,21970,44989,0.488342
Thing,releaseDate,21859,145488,0.150246
Thing,nominee,21724,42607,0.509869
Thing,relations,21581,25810,0.836149
Thing,formerBandMember,21519,29389,0.732213
Species,battles,21495,85054,0.252722
Q19088,battles,21495,85054,0.252722
Eukaryote,battles,21495,85054,0.252722
Species,club,21483,108122,0.198692
Q19088,club,21483,108122,0.198692
Eukaryote,club,21483,108122,0.198692
Species,signature,21432,21648,0.990022
Q19088,signature,21432,21648,0.990022
Eukaryote,signature,21432,21648,0.990022
Thing,tenants,21401,27445,0.779778
Species,relations,21257,25338,0.838938
Q19088,relations,21257,25338,0.838938
Eukaryote,relations,21256,25337,0.838931
Species,alias,21230,23396,0.907420
Q19088,alias,21230,23396,0.907420
Eukaryote,alias,21230,23396,0.907420
Thing,date,21220,31430,0.675151
Thing,teams,21146,46646,0.453329
Thing,openingDate,21046,50808,0.414226
Thing,data,20992,32688,0.642193
Thing,currentclub,20824,105257,0.197840
Thing,osGridReference,20770,21379,0.971514
Thing,operator,20769,75606,0.274700
Thing,routeEnd,20728,28304,0.732335
Thing,gridReference,20701,21308,0.971513
Thing,president,20693,60291,0.343219
Thing,ground,20649,57295,0.360398
Thing,centre,20625,22141,0.931530
Thing,composer,20574,47212,0.435779
Species,currentclub,20543,103381,0.198712
Q19088,currentclub,20543,103381,0.198712
Eukaryote,currentclub,20543,103381,0.198712
Thing,percentage,20502,871926,0.023513
Thing,scoring,20362,26015,0.782702
Thing,conflict,20339,23092,0.880781
Thing,originalairdate,20287,66861,0.303421
Thing,opponent,20282,204586,0.099137
Thing,routeStart,20233,29251,0.691703
Thing,militaryService,20018,20018,1.000000
Species,militaryService,20018,20018,1.000000
Q19088,militaryService,20018,20018,1.000000
Eukaryote,militaryService,20018,20018,1.000000
Thing,presenter,19975,33231,0.601095
Thing,leagueTopscorer,19845,37928,0.523228
Thing,change,19827,256132,0.077409
Species,teams,19821,36313,0.545838
Q19088,teams,19821,36313,0.545838
Eukaryote,teams,19821,36313,0.545838
Thing,managerClub,19629,117809,0.166617
Species,managerClub,19629,117809,0.166617
Q19088,managerClub,19629,117809,0.166617
Eukaryote,managerClub,19629,117809,0.166617
Thing,elevation,19625,271314,0.072333
Thing,north,19610,24961,0.785626
Thing,south,19577,24843,0.788029
Thing,east,19422,24338,0.798011
Thing,west,19322,24320,0.794490
Thing,bandMember,19196,23709,0.809650
Thing,story,19121,30909,0.618622
Thing,artist,19050,95269,0.199960
Thing,pastteams,19050,27151,0.701632
Thing,length,18942,1492762,0.012689
Thing,abbreviation,18918,20574,0.919510
Thing,patternLa,18912,66719,0.283457
Thing,origin,18902,88833,0.212781
Thing,patternRa,18867,66586,0.283348
Thing,issn,18840,18883,0.997723
Thing,combatant,18799,51919,0.362083
Thing,link,18775,36426,0.515429
Thing,br,18737,19018,0.985225
Thing,staticImageCaption,18734,20401,0.918288
Thing,restingPlace,18715,36229,0.516575
Thing,opened,18668,62007,0.301063
Thing,brm,18636,18652,0.999142
Thing,imageCoatOfArms,18584,18891,0.983749
Species,pastteams,18532,26393,0.702156
Q19088,pastteams,18532,26393,0.702156
Eukaryote,pastteams,18532,26393,0.702156
Thing,parent,18522,35251,0.525432
Thing,foundation,18510,54734,0.338181
Thing,with,18415,21824,0.843796
Thing,completionDate,18381,41179,0.446368
Q19088,restingPlace,18372,35481,0.517798
Species,restingPlace,18371,35480,0.517785
Eukaryote,restingPlace,18371,35480,0.517785
Thing,almaMater,18281,264352,0.069154
Species,almaMater,18281,264352,0.069154
Q19088,almaMater,18281,264352,0.069154
Eukaryote,almaMater,18281,264352,0.069154
Thing,workplaces,18265,74364,0.245616
Species,br,18181,18185,0.999780
Q19088,br,18181,18185,0.999780
Eukaryote,br,18181,18185,0.999780
Species,brm,18125,18139,0.999228
Q19088,brm,18125,18139,0.999228
Eukaryote,brm,18125,18139,0.999228
Species,workplaces,18105,73512,0.246286
Q19088,workplaces,18105,73512,0.246286
Eukaryote,workplaces,18105,73512,0.246286
Thing,areaCode,18092,132511,0.136532
Thing,keyPerson,17937,37852,0.473872
Thing,gross,17937,34689,0.517080
Thing,tenant,17903,25510,0.701803
Thing,education,17739,155956,0.113744
Species,education,17739,155956,0.113744
Q19088,education,17739,155956,0.113744
Eukaryote,education,17739,155956,0.113744
Species,nickname,17706,23551,0.751815
Q19088,nickname,17706,23551,0.751815
Eukaryote,nickname,17706,23551,0.751815
Thing,notableworks,17573,18875,0.931020
Thing,shipLaunched,17481,32472,0.538341
Thing,preceded,17378,20263,0.857622
Species,notableworks,17247,18514,0.931565
Q19088,notableworks,17247,18514,0.931565
Eukaryote,notableworks,17247,18514,0.931565
Thing,firstAired,17238,58062,0.296890
Species,years,17099,1599936,0.010687
Q19088,years,17099,1599936,0.010687
Eukaryote,years,17099,1599923,0.010687
Thing,succeeded,17043,19262,0.884799
Thing,thesisTitle,17043,17167,0.992777
Thing,alongside,17042,24230,0.703343
Thing,founders,17008,19517,0.871445
Thing,description,16960,19572,0.866544
Thing,related,16924,34039,0.497194
Thing,subsid,16861,18580,0.907481
Species,thesisTitle,16846,16969,0.992751
Q19088,thesisTitle,16846,16969,0.992751
Eukaryote,thesisTitle,16846,16969,0.992751
Thing,established,16815,82837,0.202989
Thing,causalties,16668,29714,0.560948
Thing,subdivision,16620,23019,0.722012
Species,succeeded,16570,18566,0.892492
Q19088,succeeded,16570,18566,0.892492
Eukaryote,succeeded,16570,18566,0.892492
Thing,establishedDate,16551,73291,0.225826
Thing,shipLaunch,16504,26817,0.615431
Species,genre,16454,172533,0.095367
Q19088,genre,16454,172538,0.095364
Eukaryote,genre,16454,172538,0.095364
Species,alongside,16423,23137,0.709815
Q19088,alongside,16423,23137,0.709815
Eukaryote,alongside,16423,23137,0.709815
Thing,length,16397,34011,0.482109
Species,preceded,16362,18762,0.872082
Q19088,preceded,16362,18762,0.872082
Eukaryote,preceded,16362,18762,0.872082
Thing,lastAired,16348,53511,0.305507
Thing,family,16334,23581,0.692676
Thing,industry,16313,80447,0.202779
Thing,beforeElection,16311,35442,0.460217
Species,highSchool,16195,54323,0.298124
Q19088,highSchool,16195,54323,0.298124
Eukaryote,highSchool,16195,54322,0.298130
Thing,musicComposer,16102,93146,0.172868
Thing,facilityId,16031,16090,0.996333
Thing,color,16000,71122,0.224966
Thing,facilityId,15971,16032,0.996195
Thing,pop,15961,27603,0.578234
Thing,place,15904,44960,0.353737
Thing,airdate,15847,38817,0.408249
Thing,engine,15641,26826,0.583054
Thing,afterElection,15628,34868,0.448205
Species,party,15625,231920,0.067372
Q19088,party,15625,231921,0.067372
Eukaryote,party,15625,231921,0.067372
Species,percentage,15612,95305,0.163811
Q19088,percentage,15612,95305,0.163811
Eukaryote,percentage,15612,95305,0.163811
Thing,guests,15456,16445,0.939860
Thing,genus,15398,23172,0.664509
Thing,birthname,15393,15536,0.990796
Thing,venue,15382,41054,0.374677
Thing,previousEvent,15381,16274,0.945127
Thing,imageName,15333,16468,0.931078
Thing,formerName,15170,16089,0.942880
Thing,mouthLocation,15164,23741,0.638726
Thing,headquarter,15115,83388,0.181261
Species,birthname,15109,15251,0.990689
Q19088,birthname,15109,15251,0.990689
Eukaryote,birthname,15109,15251,0.990689
Thing,politician,15045,38426,0.391532
Thing,residence,15037,44035,0.341478
Species,residence,15037,44035,0.341478
Q19088,residence,15037,44035,0.341478
Eukaryote,residence,15037,44035,0.341478
Thing,product,14941,58654,0.254731
Thing,doctoralAdvisor,14923,20992,0.710890
Thing,home,14914,111630,0.133602
Thing,population,14911,40218,0.370754
Thing,points,14877,80885,0.183928
Thing,agencyStationCode,14821,18159,0.816179
Species,doctoralAdvisor,14781,20698,0.714127
Q19088,doctoralAdvisor,14781,20698,0.714127
Eukaryote,doctoralAdvisor,14781,20698,0.714127
Thing,staticImageName,14760,14864,0.993003
Thing,nearestCity,14706,24659,0.596375
Thing,code,14704,22027,0.667544
Thing,battle,14673,180227,0.081414
Thing,followedBy,14643,15522,0.943371
Thing,subject,14630,26370,0.554797
Thing,portrayer,14587,17505,0.833305
Concept,wikiPageUsesTemplate,14511,3033695,0.004783
