class,predicate,distinct_objects,total_objects,uniqueness
Person,doctoralStudent,7369,7647,0.963646
Person,label,7225,8305,0.869958
Species,rangeMap,7023,7238,0.970296
Person,influenced,6993,10227,0.683778
Person,date,6988,33687,0.207439
Person,workplaces,6982,19356,0.360715
Person,quote,6935,7059,0.982434
ChemicalCompound,verifiedrevid,6917,6991,0.989415
Person,pfr,6833,6855,0.996791
Person,notableWork,6591,6815,0.967131
Person,overallRecord,6520,7211,0.904174
Person,almaMater,6510,12806,0.508355
Species,image,6476,6567,0.986143
Person,field,6471,42551,0.152076
Person,seeAlso,6456,11665,0.553450
Person,fangraphs,6389,6410,0.996724
Person,family,6370,8035,0.792782
Person,formerTeam,6346,106714,0.059467
Person,powers,6333,9238,0.685538
Person,with,6322,6982,0.905471
Person,portrayer,6261,6970,0.898278
Person,nflnew,6255,6278,0.996336
Species,familia,6206,6566,0.945172
Person,mother,6195,7284,0.850494
Person,deliveries,6193,29954,0.206750
Person,party,6180,86850,0.071157
Person,last,6032,8524,0.707649
Person,militaryUnit,6018,16881,0.356495
Person,url,5864,5999,0.977496
Person,notableworks,5758,5809,0.991221
Person,residence,5726,12737,0.449556
Person,s,5725,7821,0.732004
Person,relatives,5708,6786,0.841144
Person,genre,5625,114862,0.048972
Person,first,5603,9189,0.609751
AdministrativeRegion,homepage,5334,5390,0.989610
Person,runs,5290,24976,0.211803
AdministrativeRegion,caption,5278,6675,0.790712
Person,debut,5269,8005,0.658214
Species,typeSpeciesAuthority,5070,10157,0.499163
Person,proteam,5057,10317,0.490162
Person,highschool,4993,7501,0.665645
Person,number,4975,70992,0.070078
Person,profession,4958,14148,0.350438
Person,t,4915,5012,0.980646
Species,rangeMapCaption,4906,5667,0.865714
Person,highSchool,4796,7159,0.669926
Person,portrayer,4770,5811,0.820857
Species,name,4754,4808,0.988769
Person,percentage,4700,11957,0.393075
Person,mlb,4625,4630,0.998920
Person,doctoralAdvisor,4556,6498,0.701139
Person,coach,4550,5566,0.817463
Person,personFunction,4473,4473,1.000000
Person,batAvg,4458,24806,0.179715
Person,employer,4405,7409,0.594547
Person,signature,4328,4369,0.990616
AdministrativeRegion,repname,4301,4790,0.897912
Person,consecration,4245,5574,0.761572
Person,credits,4176,5130,0.814035
Person,highschool,4154,6491,0.639963
Person,bowlAvg,4132,21792,0.189611
Species,id,4120,4221,0.976072
AdministrativeRegion,areaTotal,4110,6161,0.667099
Person,pcupdate,4094,47340,0.086481
Person,father,4057,4703,0.862641
Person,alias,4043,4085,0.989718
Person,alongside,3993,6186,0.645490
Person,espn,3977,4026,0.987829
Person,bbr,3954,3957,0.999242
Person,image,3914,4063,0.963328
Person,works,3862,3980,0.970352
Person,ntupdate,3860,19874,0.194224
Person,statvalue,3753,34709,0.108128
Person,goals,3727,22554,0.165248
Person,rank,3665,35902,0.102083
Person,restingPlace,3657,5213,0.701515
Person,careerPrizeMoney,3646,3667,0.994273
Person,genre,3624,6907,0.524685
Person,fullname,3596,3600,0.998889
Person,data,3548,5370,0.660708
Person,pb,3540,8342,0.424359
Person,cfbdwid,3506,3538,0.990955
Person,pastcoaching,3499,5463,0.640491
Person,originalteam,3419,11397,0.299991
Person,firstAppearance,3402,5562,0.611650
Species,dam,3360,3548,0.947012
Person,pseudonym,3324,3359,0.989580
Person,workInstitutions,3300,7315,0.451128
Species,familiaAuthority,3248,4975,0.652864
Person,nationality,3230,89423,0.036120
Person,updated,3229,24331,0.132711
Person,imageName,3224,3252,0.991390
Person,website,3219,3381,0.952085
Person,previousPost,3210,4487,0.715400
Person,workInstitution,3190,7134,0.447154
AdministrativeRegion,imageMap,3170,3895,0.813864
Person,ordination,3133,4837,0.647716
AdministrativeRegion,centre,3114,3155,0.987005
AdministrativeRegion,p,3113,3566,0.872967
AdministrativeRegion,demoCsd,3094,5211,0.593744
Person,instrument,3071,13094,0.234535
AdministrativeRegion,population,3071,3423,0.897166
Species,earnings,3059,3166,0.966203
Species,taxon,3058,3063,0.998368
AdministrativeRegion,countySeat,3013,3016,0.999005
AdministrativeRegion,bishop,2999,3420,0.876901
Person,stat2value,2992,21133,0.141580
AdministrativeRegion,largestCity,2985,3027,0.986125
Person,television,2951,4488,0.657531
Person,c,2940,2975,0.988235
Star,label,2930,2930,1.000000
Person,organization,2901,3691,0.785966
Star,name,2889,2904,0.994835
Species,race,2883,17439,0.165319
ChemicalCompound,name,2880,2885,0.998267
Person,votesmart,2763,2796,0.988197
Person,raceHorse,2757,3964,0.695510
Person,instrument,2747,47339,0.058028
Person,nickname,2741,3081,0.889646
Person,college,2721,24304,0.111957
Person,thesisTitle,2714,2715,0.999632
Person,playerTeam,2703,6865,0.393736
AdministrativeRegion,east,2693,3053,0.882083
Person,succession,2680,7549,0.355014
Person,cteam,2676,5707,0.468898
Person,primeMinister,2673,14004,0.190874
AdministrativeRegion,area,2673,2959,0.903346
AdministrativeRegion,cathedral,2673,2867,0.932333
AdministrativeRegion,west,2665,3008,0.885971
Person,clubUpdate,2660,25686,0.103558
Person,reason,2653,3564,0.744388
AdministrativeRegion,north,2643,3035,0.870840
Person,significantBuilding,2638,2807,0.939793
AdministrativeRegion,south,2633,2992,0.880013
Person,associatedActs,2632,2688,0.979167
Person,creator,2629,12185,0.215757
Person,realName,2629,2715,0.968324
Species,worms,2607,2623,0.993900
Species,typeStrain,2606,2658,0.980436
Person,databasefootball,2595,2603,0.996927
Person,as,2549,3699,0.689105
Person,nationality,2535,130491,0.019427
Person,stat3value,2534,20930,0.121070
Species,order,2513,355123,0.007076
Person,training,2508,6581,0.381097
Person,associate,2490,3525,0.706383
Species,m,2467,4084,0.604065
Person,honorificSuffix,2458,15581,0.157756
AdministrativeRegion,area,2450,2822,0.868179
Person,otherPost,2442,3354,0.728086
Person,allegiance,2434,21032,0.115728
Person,consecratedBy,2428,3596,0.675195
AdministrativeRegion,exImageCap,2420,2512,0.963376
Person,appointed,2392,3413,0.700850
Person,college,2386,13759,0.173414
AdministrativeRegion,exImage,2367,2385,0.992453
Person,weight,2350,72224,0.032538
ChemicalCompound,imagename,2349,2791,0.841634
Species,mm,2345,4041,0.580302
AdministrativeRegion,catholics,2319,2708,0.856352
Species,caption,2317,2519,0.919809
Person,majorwins,2271,4500,0.504667
Person,currentclub,2269,6720,0.337649
Person,rr,2261,2359,0.958457
Person,event,2249,15325,0.146754
Person,nationalteamUpdate,2249,8124,0.276834
AdministrativeRegion,nearS,2247,2757,0.815016
AdministrativeRegion,nearN,2238,2770,0.807942
Person,careerhighlights,2228,2435,0.914990
Person,field,2223,4717,0.471274
Person,mr,2222,2312,0.961073
Person,amateurteam,2217,2911,0.761594
Person,stat1value,2202,21256,0.103594
Person,imdbId,2199,2210,0.995023
Person,sname,2198,2204,0.997278
Person,club,2186,7169,0.304924
Person,hangul,2184,2317,0.942598
AdministrativeRegion,nearW,2177,2710,0.803321
Star,propMoRa,2171,2238,0.970063
Star,propMoDec,2158,2233,0.966413
AdministrativeRegion,nearE,2146,2784,0.770833
Person,sherdog,2129,2133,0.998125
Person,currentTeam,2108,4947,0.426117
Person,deputy,2103,2545,0.826326
Person,activeYearsStartYear,2078,149008,0.013946
Person,governor,2070,4473,0.462777
Species,mmm,2051,2383,0.860680
Person,position,2050,20707,0.099000
Person,patronage,2027,2369,0.855635
AdministrativeRegion,web,2005,2005,1.000000
AdministrativeRegion,nearSw,2003,2560,0.782422
Person,president,2002,13283,0.150719
Species,image2Caption,1994,3141,0.634830
AdministrativeRegion,nearNw,1983,2580,0.768605
Person,activeYearsEndYear,1967,70614,0.027856
AdministrativeRegion,nearNe,1965,2581,0.761333
AdministrativeRegion,nearSe,1963,2576,0.762034
Person,wstitle,1957,2019,0.969292
Person,aliases,1947,2003,0.972042
AdministrativeRegion,location,1945,8965,0.216955
AdministrativeRegion,areaLand,1910,3485,0.548063
Person,profession,1903,15598,0.122003
Person,signature,1903,1912,0.995293
Person,postseason,1897,9363,0.202606
AdministrativeRegion,established,1893,2493,0.759326
Person,doctoralStudents,1880,1914,0.982236
AdministrativeRegion,southwest,1880,2009,0.935789
AdministrativeRegion,northeast,1871,1988,0.941147
Person,movement,1869,7506,0.249001
Person,electionMajority,1866,2055,0.908029
AdministrativeRegion,southeast,1858,1988,0.934608
AdministrativeRegion,northwest,1848,1977,0.934750
Person,titles,1831,3292,0.556197
Species,mmmm,1829,2229,0.820547
Species,breeder,1827,2009,0.909408
Person,race,1822,13694,0.133051
Person,term,1817,18692,0.097207
Star,parallax,1812,2266,0.799647
ChemicalCompound,imagealt,1809,2061,0.877729
Person,ruAmateurclubs,1800,5091,0.353565
Person,partner,1799,1832,0.981987
Galaxy,name,1797,1801,0.997779
Person,alliances,1793,6945,0.258171
Person,constituencyMp,1786,3143,0.568247
Species,mf,1784,4057,0.439734
Person,nationalteam,1774,14312,0.123952
Person,school,1766,5614,0.314571
Person,honorificPrefix,1761,22024,0.079958
Person,voice,1756,2919,0.601576
Person,prevSeries,1744,6686,0.260844
Person,dbf,1736,1737,0.999424
Person,relations,1730,1830,0.945355
Person,laterwork,1716,2280,0.752632
Person,militaryBranch,1698,28833,0.058891
AdministrativeRegion,namedFor,1677,2340,0.716667
Person,board,1674,1936,0.864669
Person,deathYear,1667,74740,0.022304
Species,f,1657,4089,0.405234
Star,appmagV,1656,2777,0.596327
Species,trinomial,1641,1656,0.990942
Person,change,1631,2465,0.661663
AdministrativeRegion,url,1626,1683,0.966132
Species,fossilRange,1625,5557,0.292424
Person,lieutenant,1624,1859,0.873588
AdministrativeRegion,mapCaption,1618,2532,0.639021
Person,partner,1612,1668,0.966427
Person,attendance,1585,1665,0.951952
Person,ballot,1581,1591,0.993715
Person,see,1581,2816,0.561435
Species,owner,1581,1861,0.849543
AdministrativeRegion,postcode,1577,3857,0.408867
Person,bowlname,1570,3460,0.453757
Person,deathCause,1557,3966,0.392587
Person,style,1555,7747,0.200723
Species,cultivar,1547,1608,0.962065
Person,stateOfOrigin,1545,38461,0.040171
Person,thesisUrl,1533,1575,0.973333
Species,mmf,1532,2398,0.638866
Species,subfamilia,1529,1744,0.876720
Person,ribbon,1526,21006,0.072646
Species,fm,1508,4048,0.372530
Star,class,1506,2553,0.589894
Person,ruProclubs,1498,7941,0.188641
Person,d,1494,2257,0.661941
Person,unit,1474,2176,0.677390
Star,radialV,1473,1927,0.764401
Person,cousins,1443,2575,0.560388
Person,house,1437,8000,0.179625
Person,cfl,1435,1513,0.948447
Person,birthYear,1434,160048,0.008960
AdministrativeRegion,imageFlag,1422,1621,0.877236
Species,subspecies,1417,1433,0.988835
Person,ethnicity,1416,8322,0.170151
Person,diocese,1416,3415,0.414641
Star,temperature,1407,2006,0.701396
Person,subject,1401,2397,0.584481
Species,mfm,1398,2384,0.586409
Person,doctoralAdvisor,1396,1483,0.941335
Person,notableStudent,1390,1478,0.940460
Person,report,1377,1580,0.871519
Species,mmmf,1376,2229,0.617317
Person,afl,1374,1379,0.996374
Person,born,1371,1774,0.772830
Person,otherParty,1368,3975,0.344151
Person,office,1361,2179,0.624598
Person,significantother,1359,1538,0.883615
Person,otherNames,1358,1370,0.991241
Person,bishop,1356,1373,0.987618
Person,hometown,1353,1783,0.758833
Person,w,1343,1571,0.854870
Person,hanja,1335,1454,0.918157
Person,note,1334,2669,0.499813
Person,birthname,1333,1354,0.984490
Person,footnotes,1331,1471,0.904827
Person,coronation,1330,1604,0.829177
AdministrativeRegion,territory,1327,1654,0.802297
Person,movement,1324,1792,0.738839
Person,formerPartner,1323,1652,0.800847
Species,sire,1318,3099,0.425298
AdministrativeRegion,seeAlso,1316,2385,0.551782
AdministrativeRegion,emeritusBishops,1310,1364,0.960411
Person,draftpick,1306,1960,0.666327
Person,championships,1304,4599,0.283540
Person,text,1301,1328,0.979669
Person,ethnicity,1296,4992,0.259615
Person,regent,1295,1684,0.769002
Person,school,1292,2364,0.546531
Person,subject,1291,2373,0.544037
Person,mainInterest,1277,4301,0.296908
Person,fightingOutOf,1273,3071,0.414523
Person,notableWork,1270,1428,0.889356
Person,trainer,1263,3923,0.321947
Person,aflstatvalue,1263,4222,0.299147
Person,followthemoney,1263,1290,0.979070
Species,eol,1257,1263,0.995249
AdministrativeRegion,mayor,1257,1285,0.978210
Person,notableRole,1250,1296,0.964506
Person,termstart,1250,2232,0.560036
Species,mmfm,1249,2222,0.562106
Person,religion,1243,37854,0.032837
Species,title,1234,1287,0.958819
AdministrativeRegion,votes,1232,1458,0.844993
Person,sons,1227,1599,0.767355
Person,significantProject,1226,1382,0.887120
Species,damsire,1224,1478,0.828146
Person,employer,1221,1355,0.901107
AdministrativeRegion,s,1213,2003,0.605592
Person,agent,1211,2741,0.441810
Species,species,1210,2558,0.473026
Species,fmm,1209,2386,0.506706
Person,skatingClub,1206,2077,0.580645
Species,mfmm,1206,2226,0.541779
Person,stat4value,1195,2892,0.413209
AdministrativeRegion,capital,1191,1496,0.796123
Person,party,1182,9179,0.128772
AdministrativeRegion,percentage,1176,1369,0.859021
Species,foalDate,1175,1297,0.905937
Person,majorShrine,1172,1646,0.712029
Person,highestsinglesranking,1170,4308,0.271588
Person,religion,1167,15037,0.077609
Star,absmagV,1162,1360,0.854412
Person,competitions,1159,2466,0.469992
Species,tribus,1158,1344,0.861607
Person,motto,1155,1254,0.921053
Person,nobleFamily,1151,4005,0.287391
Person,romances,1150,1357,0.847458
AdministrativeRegion,admCtrName,1149,1165,0.986266
AdministrativeRegion,longd,1145,8195,0.139719
Person,notableIdea,1138,1284,0.886293
Person,soundRecording,1138,1138,1.000000
Person,highestdoublesranking,1129,3772,0.299311
AdministrativeRegion,imageSkyline,1129,1247,0.905373
Person,academicAdvisor,1128,1349,0.836175
Person,wife,1127,1269,0.888101
Species,ff,1116,4058,0.275012
Star,mass,1107,2269,0.487880
Person,siblings,1105,1294,0.853941
AdministrativeRegion,capital,1104,1123,0.983081
Person,fec,1102,1116,0.987455
Species,owner,1102,2704,0.407544
Species,trainer,1102,3651,0.301835
Person,hockeydb,1098,1098,1.000000
Person,fields,1094,1666,0.656663
Person,lastAppearance,1085,2018,0.537661
Person,reign,1084,1709,0.634289
Species,damsire,1082,2509,0.431248
Person,nationalcompetition,1073,1918,0.559437
Person,sortkey,1072,1110,0.965766
Species,fmmm,1071,2228,0.480700
ChemicalCompound,imagefiler,1066,1190,0.895798
ChemicalCompound,imagefilel,1062,1197,0.887218
Person,riding,1061,2112,0.502367
Person,brothers,1059,1349,0.785026
Person,origin,1054,3096,0.340439
AdministrativeRegion,latd,1050,8194,0.128143
AdministrativeRegion,dist,1048,8309,0.126128
AdministrativeRegion,populationDensity,1044,3550,0.294085
Person,placeofburial,1041,1161,0.896641
AdministrativeRegion,munFormation,1038,1106,0.938517
Person,institution,1035,2264,0.457155
Person,daughters,1035,1316,0.786474
AdministrativeRegion,data,1031,1040,0.991346
Person,husband,1030,1238,0.831987
Star,luminosity,1022,1430,0.714685
Person,1namedata,1019,1889,0.539439
Person,attributes,1019,1804,0.564856
Person,burialPlace,1019,1640,0.621341
Species,ordo,1013,1462,0.692886
Person,currentsinglesranking,1012,1580,0.640506
Species,fmf,1009,2394,0.421470
AdministrativeRegion,imageMapCaption,1003,1201,0.835137
Person,sport,999,40008,0.024970
Person,playingTeam,994,14923,0.066609
Species,mff,990,2393,0.413707
AdministrativeRegion,lga,984,4493,0.219007
Person,location,983,1897,0.518187
Person,currentdoublesranking,977,1524,0.641076
Person,consecrationDate,971,1000,0.971000
Species,mfmf,962,2229,0.431584
Person,combinedTotal,958,1097,0.873291
Person,wickets,955,22073,0.043266
Person,imageCaption,953,983,0.969481
Person,congbio,951,953,0.997901
Person,sisters,942,1196,0.787625
Person,finalteam,941,20643,0.045584
Person,buried,939,1482,0.633603
Star,appmag,937,1000,0.937000
Person,fideid,936,938,0.997868
Person,fsScore,936,1094,0.855576
Person,termend,934,1656,0.564010
Person,students,930,1030,0.902913
Species,fmmf,928,2227,0.416704
Person,placeOfBurial,927,1402,0.661198
Species,mmff,925,2223,0.416104
AdministrativeRegion,popMunicunit,917,961,0.954214
Person,spScore,910,1105,0.823529
Galaxy,label,906,906,1.000000
AdministrativeRegion,popCommunity,905,1213,0.746084
Person,trainer,897,1053,0.851852
AdministrativeRegion,demoElectors,892,911,0.979144
Person,usopen,889,2103,0.422729
Person,debutdate,887,23032,0.038512
Person,coatOfArms,886,906,0.977925
Person,open,886,2118,0.418319
Person,ordainedBy,884,1134,0.779541
Person,constituency,883,1140,0.774561
AdministrativeRegion,title,883,1038,0.850674
Person,influences,877,1023,0.857283
Person,video,873,919,0.949946
Person,currentRecord,871,963,0.904465
Person,billed,868,2124,0.408663
Person,home,866,1913,0.452692
Star,bV,866,1965,0.440712
Person,nhl,865,2361,0.366370
Species,trinomialAuthority,863,1111,0.776778
Person,prizes,859,1346,0.638187
AdministrativeRegion,longs,858,4922,0.174319
Species,class,854,309064,0.002763
Person,points,853,14123,0.060398
Species,speciesAuthority,846,1212,0.698020
AdministrativeRegion,demoPop,846,874,0.967963
AdministrativeRegion,imageCoa,844,855,0.987135
Species,updated,843,1399,0.602573
Star,radius,840,1616,0.519802
Person,notableInstruments,839,1201,0.698585
AdministrativeRegion,lats,839,4921,0.170494
Person,statlabel,836,37828,0.022100
Person,homeTown,834,1431,0.582809
Species,sire,834,921,0.905537
Person,spouses,832,902,0.922395
Person,practice,831,901,0.922309
Star,uB,829,1567,0.529036
Person,restingplace,826,1076,0.767658
Person,bwfId,824,1173,0.702472
Person,conviction,823,1665,0.494294
AdministrativeRegion,areaWater,822,3318,0.247740
Person,opensecrets,818,821,0.996346
Species,ffm,818,2380,0.343697
Person,country,817,53728,0.015206
Person,author,816,1090,0.748624
AdministrativeRegion,catholicsPercent,814,2564,0.317473
Person,collegeteam,811,2482,0.326753
Person,partners,811,1198,0.676962
Person,deathCause,810,5424,0.149336
Species,diversityLink,808,1489,0.542646
Person,serviceNumber,803,811,0.990136
Person,citizenship,803,6713,0.119619
Person,vicePresident,799,959,0.833160
AdministrativeRegion,seat,799,938,0.851812
Person,altname,798,829,0.962606
Species,breeder,798,1855,0.430189
Person,nicknames,797,1029,0.774538
Species,fmfm,795,2227,0.356982
Person,hr,792,793,0.998739
Person,patrons,779,855,0.911111
Person,j,776,777,0.998713
AdministrativeRegion,province,776,2296,0.337979
AdministrativeRegion,seal,776,776,1.000000
Person,series,775,2884,0.268724
Person,district,775,18064,0.042903
Person,position,773,232256,0.003328
Star,period,768,780,0.984615
Person,govtrack,763,766,0.996084
Species,taxoname,763,767,0.994785
Species,mffm,762,2218,0.343553
Person,totalcaps,760,14035,0.054150
Person,tournamentRecord,750,952,0.787815
Person,allblackno,746,747,0.998661
AdministrativeRegion,name,745,761,0.978975
Person,debut,744,816,0.911765
Person,parliament,743,6207,0.119704
Person,ruClubupdate,738,1858,0.397201
Species,differentFrom,738,779,0.947368
Person,coach,737,1821,0.404723
Person,stadium,737,1280,0.575781
Person,monarch,734,6421,0.114312
Person,referee,733,1435,0.510801
Person,ruNtupdate,733,1936,0.378616
Person,allblackid,731,734,0.995913
Star,simbad,731,741,0.986505
Species,grandsire,728,3280,0.221951
Person,bowling,724,11895,0.060866
AdministrativeRegion,metropolitan,723,1833,0.394435
Person,debutTeam,722,24693,0.029239
Person,collegehof,719,723,0.994467
Person,record,719,831,0.865223
Person,formercoach,718,842,0.852732
AdministrativeRegion,provRep,713,721,0.988904
Person,pga,712,2086,0.341323
Person,careerHighlights,709,1670,0.424551
Person,ontheissues,709,709,1.000000
Person,opencong,707,707,1.000000
Person,ref,707,802,0.881546
Person,networth,700,2090,0.334928
Person,ruCoachclubs,700,1213,0.577082
AdministrativeRegion,imageCaption,700,702,0.997151
Person,billLink,699,718,0.973538
Person,aunts,697,1021,0.682664
Person,billTitle,697,709,0.983075
AdministrativeRegion,elevation,697,2034,0.342675
Person,billNumber,695,711,0.977496
Person,teacher,692,1015,0.681773
Person,uncles,690,1104,0.625000
AdministrativeRegion,statPop,690,713,0.967742
Person,artist,688,707,0.973126
Person,death,688,1055,0.652133
Person,posthumousName,688,725,0.948966
Person,time,688,1158,0.594128
Galaxy,z,686,702,0.977208
Person,institutions,685,1072,0.638993
Person,premier,682,2144,0.318097
AdministrativeRegion,postalCode,682,1430,0.476923
Species,subfamiliaAuthority,681,879,0.774744
Species,ffmm,679,2220,0.305856
Person,formerCoach,675,2573,0.262340
Person,coachingTeam,674,1315,0.512548
Person,restaurants,671,708,0.947740
Person,adminTeam,670,1291,0.518978
Person,nephews,669,1094,0.611517
Person,honors,667,899,0.741935
Person,philosophicalSchool,666,2092,0.318356
Species,fmff,665,2228,0.298474
Person,viafId,662,665,0.995489
AdministrativeRegion,demoArea,658,783,0.840358
AdministrativeRegion,replink,658,744,0.884409
Species,trainer,656,788,0.832487
Person,committee,654,837,0.781362
Person,formerTeams,654,984,0.664634
Person,legistorm,654,654,1.000000
Person,masters,654,2102,0.311132
Person,theywork,653,654,0.998471
Person,accessdate,640,1011,0.633037
AdministrativeRegion,yearStart,639,1575,0.405714
Person,role,638,13912,0.045860
Species,fff,637,2392,0.266304
Person,type,634,21255,0.029828
Person,elected,633,727,0.870702
Person,league,630,14907,0.042262
AdministrativeRegion,statArea,629,679,0.926362
Person,beatifiedDate,627,896,0.699777
Person,elite,627,627,1.000000
AdministrativeRegion,differentFrom,626,1138,0.550088
Person,careerNumber,625,980,0.637755
Species,ffmf,625,2221,0.281405
Person,country,623,11702,0.053239
Person,currentPartner,621,630,0.985714
Person,weight,619,8682,0.071297
Person,charge,618,1022,0.604697
Person,highestRanking,618,2273,0.271887
Person,publicwhip,618,618,1.000000
Person,nativeNameLang,617,8585,0.071870
Species,mfff,617,2219,0.278053
Person,1pp,615,1453,0.423262
Person,publisher,615,4856,0.126647
Species,authority,614,1184,0.518581
Person,overall,608,37487,0.016219
Person,viaf,606,609,0.995074
Person,nba,604,604,1.000000
Person,minister,603,937,0.643543
Species,superfamilia,603,661,0.912254
Star,exoplanet,602,708,0.850282
Person,congress,599,607,0.986820
Person,matches,594,24716,0.024033
Person,halfbrothers,593,924,0.641775
Person,appointer,591,1957,0.301993
Person,headcoach,591,790,0.748101
Person,2pp,589,1455,0.404811
Person,testcap,586,1527,0.383759
Person,2a,583,696,0.837644
Person,sign,582,589,0.988115
Person,length,581,4188,0.138730
Person,post,579,1712,0.338201
Person,serviceStartYear,578,25896,0.022320
Person,year,576,63493,0.009072
Species,ncbiTaxid,574,767,0.748370
Person,citizenship,569,6435,0.088423
Person,search,569,570,0.998246
Person,training,569,680,0.836765
Person,1a,568,688,0.825581
Person,washpo,565,582,0.970790
AdministrativeRegion,rainfall,565,712,0.793539
Person,stumpings,563,24007,0.023451
AdministrativeRegion,areaCode,562,1537,0.365647
Person,nieces,558,922,0.605206
Galaxy,caption,556,587,0.947189
Person,convictionStatus,555,1183,0.469146
Star,semimajor,555,650,0.853846
Person,commons,554,1008,0.549603
ChemicalCompound,pin,554,889,0.623172
Person,recruit,552,552,1.000000
AdministrativeRegion,logo,550,551,0.998185
Species,typeGenus,549,556,0.987410
AdministrativeRegion,captionSkyline,548,553,0.990958
Person,show,547,578,0.946367
Person,aux,544,582,0.934708
Person,career,541,4211,0.128473
Person,militaryRank,538,4361,0.123366
Person,rollcall,536,536,1.000000
Person,second,536,756,0.708995
Person,species,536,2765,0.193852
Person,church,533,5666,0.094070
Person,width,533,9838,0.054178
Person,serviceEndYear,532,20857,0.025507
AdministrativeRegion,density,530,718,0.738162
Person,grandmothers,527,803,0.656289
Species,ordoAuthority,527,682,0.772727
Person,uncles,526,761,0.691196
