class,predicate,distinct_objects,total_objects,uniqueness
Person,postEnd,43,43,1.000000
Person,postStart,43,43,1.000000
Person,rlPosition,43,191,0.225131
Person,ruProvincepoints,43,70,0.614286
Person,ruSevensnationalyears,43,566,0.075972
Person,season4Assists,43,85,0.505882
Person,season6Assists,43,74,0.581081
Person,sibling,43,43,1.000000
Person,stance,43,688,0.062500
Person,super14years,43,1690,0.025444
Person,umpireyears,43,63,0.682540
Person,wg,43,43,1.000000
Galaxy,title,43,60,0.716667
AdministrativeRegion,2000density,43,43,1.000000
AdministrativeRegion,areaTotalRank,43,45,0.955556
AdministrativeRegion,japanesename,43,46,0.934783
AdministrativeRegion,mps,43,43,1.000000
AdministrativeRegion,party,43,530,0.081132
AdministrativeRegion,popYear,43,1235,0.034818
Person,3y,42,215,0.195349
Person,altTitle,42,42,1.000000
Person,appearancesc,42,738,0.056911
Person,band,42,198,0.212121
Person,baskhofId,42,42,1.000000
Person,clyears,42,195,0.215385
Person,coachdebutteam,42,46,0.913043
Person,currentposition,42,94,0.446809
Person,draftPickPba,42,313,0.134185
Person,fsDate,42,1094,0.038391
Person,ft,42,1497,0.028056
Person,heightM,42,287,0.146341
Person,lastt20iagainst,42,577,0.072790
Person,myr,42,42,1.000000
Person,officialWebsite,42,42,1.000000
Person,openparl,42,42,1.000000
Person,otop,42,81,0.518519
Person,owner,42,43,0.976744
Person,paralympics,42,250,0.168000
Person,prev,42,44,0.954545
Person,sbkPodiums,42,167,0.251497
Person,season5Assists,42,84,0.500000
Person,simp,42,42,1.000000
Person,stat6label,42,322,0.130435
Person,subWins,42,2200,0.019091
Species,rangeMap2Caption,42,45,0.933333
AdministrativeRegion,code,42,80,0.525000
AdministrativeRegion,region,42,85,0.494118
AdministrativeRegion,anthem,42,72,0.583333
AdministrativeRegion,color,42,626,0.067093
AdministrativeRegion,mammal,42,55,0.763636
AdministrativeRegion,yearRainDays,42,43,0.976744
Person,baptised,41,41,1.000000
Person,cfleastallstar,41,262,0.156489
Person,colleges,41,199,0.206030
Person,daviscupresult,41,412,0.099515
Person,eyeColor,41,642,0.063863
Person,founded,41,48,0.854167
Person,icpositionh,41,96,0.427083
Person,latestAlbum,41,41,1.000000
Person,mmaSubwin,41,1865,0.021984
Person,nfldraftedround,41,1692,0.024232
Person,player,41,55,0.745455
Person,poll,41,4528,0.009055
Person,pos,41,2872,0.014276
Person,umpodilastyr,41,227,0.180617
Person,urlname,41,41,1.000000
Species,article,41,43,0.953488
Species,colour,41,207,0.198068
Species,data,41,51,0.803922
AdministrativeRegion,altoffsp,41,41,1.000000
AdministrativeRegion,datePre,41,45,0.911111
AdministrativeRegion,landareaus,41,41,1.000000
Person,championship,40,3803,0.010518
Person,coachyearbstart,40,53,0.754717
Person,domesticyears,40,444,0.090090
Person,dSearch,40,41,0.975610
Person,firstBuschRace,40,562,0.071174
Person,pbrankings,40,159,0.251572
Person,rlNationalteam,40,178,0.224719
Person,ruRefereeapps,40,69,0.579710
Person,ruTries,40,195,0.205128
Person,season11LooseBalls,40,46,0.869565
Person,sister,40,40,1.000000
Person,talk,40,44,0.909091
Person,thesis2Title,40,40,1.000000
Person,yearestart,40,75,0.533333
AdministrativeRegion,2000densityus,40,41,0.975610
AdministrativeRegion,citySeal,40,41,0.975610
AdministrativeRegion,longitude,40,57,0.701754
AdministrativeRegion,nw,40,41,0.975610
AdministrativeRegion,titleDeputy,40,62,0.645161
Person,sportCountry,39,169,0.230769
Person,associatedact,39,41,0.951220
Person,boxKowin,39,195,0.200000
Person,canonizedPlace,39,71,0.549296
Person,careerFootnotes,39,422,0.092417
Person,character,39,42,0.928571
Person,chiefminister,39,100,0.390000
Person,coachyear4start,39,55,0.709091
Person,firstminister,39,189,0.206349
Person,goldenhorseawards,39,61,0.639344
Person,imageFile,39,39,1.000000
Person,leftarm,39,94,0.414894
Person,lon,39,39,1.000000
Person,notableFilms,39,39,1.000000
Person,parlinfo,39,39,1.000000
Person,patternLa,39,44,0.886364
Person,reachIn,39,317,0.123028
Person,rightarm,39,95,0.410526
Person,ruYear3end,39,48,0.812500
Person,season5Goals,39,70,0.557143
Person,signatureSize,39,143,0.272727
Person,t20idebutagainst,39,667,0.058471
Person,voicedBy,39,43,0.906977
Person,wcwins,39,309,0.126214
Person,western,39,51,0.764706
Person,wghofyear,39,126,0.309524
Species,country,39,2661,0.014656
Species,pedigree,39,50,0.780000
Species,subsectio,39,75,0.520000
Species,type,39,2223827,0.000018
Star,luminosityVisual,39,39,1.000000
ChemicalCompound,caption,39,39,1.000000
AdministrativeRegion,adminHq,39,39,1.000000
AdministrativeRegion,meanelev,39,52,0.750000
AdministrativeRegion,meanelevus,39,52,0.750000
AdministrativeRegion,t,39,39,1.000000
AdministrativeRegion,widthus,39,52,0.750000
Person,speaker,38,46,0.826087
Person,dateOfDiaconalOrdination,38,38,1.000000
Person,englishName,38,38,1.000000
Person,finalleague,38,16443,0.002311
Person,for,38,42,0.904762
Person,headquarters,38,39,0.974359
Person,icpositionf,38,94,0.404255
Person,imageWidth,38,255,0.149020
Person,in,38,1536,0.024740
Person,lastBuschRace,38,492,0.077236
Person,militaryBlank,38,63,0.603175
Person,sbkLastPosition,38,82,0.463415
Person,season1Assists,38,88,0.431818
Person,site,38,40,0.950000
Person,target,38,38,1.000000
Person,teame,38,78,0.487179
Species,wikiPageRedirects,38,59,0.644068
Species,symbol,38,38,1.000000
ChemicalCompound,name,38,39,0.974359
AdministrativeRegion,leader,38,38,1.000000
AdministrativeRegion,alt,38,38,1.000000
AdministrativeRegion,eventPost,38,41,0.926829
AdministrativeRegion,gdp,38,38,1.000000
AdministrativeRegion,language,38,525,0.072381
AdministrativeRegion,villageCouncils,38,171,0.222222
AdministrativeRegion,waterareaus,38,38,1.000000
Person,afldraftround,37,372,0.099462
Person,bindings,37,209,0.177033
Person,boots,37,216,0.171296
Person,currentResidence,37,43,0.860465
Person,districtOrd,37,294,0.125850
Person,draftedround,37,667,0.055472
Person,final2year,37,154,0.240260
Person,management,37,38,0.973684
Person,moto3LastPosition,37,121,0.305785
Person,otherElements,37,43,0.860465
Person,otherwins,37,1177,0.031436
Person,question,37,37,1.000000
Person,rivals,37,40,0.925000
Person,ruPointsa,37,217,0.170507
Person,scoreb,37,46,0.804348
Person,season2PenaltyMinutes,37,86,0.430233
Person,season3Goals,37,79,0.468354
Person,season5PenaltyMinutes,37,79,0.468354
Person,season7Assists,37,71,0.521127
Person,season8Assists,37,63,0.587302
Person,sucType,37,708,0.052260
Person,teamStarts,37,115,0.321739
Person,year7end,37,113,0.327434
Species,colour,37,3764,0.009830
Species,commons,37,42,0.880952
Star,p,37,39,0.948718
AdministrativeRegion,currency,37,49,0.755102
AdministrativeRegion,capitalLongM,37,55,0.672727
AdministrativeRegion,fedElectionLast,37,606,0.061056
AdministrativeRegion,isoRegion,37,40,0.925000
Person,statisticValue,36,49,0.734694
Person,125LastPosition,36,118,0.305085
Person,almamater,36,48,0.750000
Person,alternativeNames,36,36,1.000000
Person,champCarTeam,36,38,0.947368
Person,classes,36,105,0.342857
Person,draftRound,36,4135,0.008706
Person,gpFastestLaps,36,425,0.084706
Person,grandSlamVictories,36,206,0.174757
Person,moto3Manufacturers,36,210,0.171429
Person,oleft,36,83,0.433735
Person,patternRa,36,40,0.900000
Person,peakranking,36,53,0.679245
Person,relative,36,36,1.000000
Person,revision,36,36,1.000000
Person,rlAmateurclubs,36,40,0.900000
Person,scorea,36,49,0.734694
Person,season1TeamLink,36,97,0.371134
Person,season2Goals,36,82,0.439024
Person,season3PenaltyMinutes,36,85,0.423529
Person,season4Goals,36,77,0.467532
Person,spouseType,36,919,0.039173
Person,thesis2Year,36,37,0.972973
Person,tours(points)_,36,72,0.500000
Person,triesa,36,2829,0.012725
Person,universe,36,47,0.765957
Species,polyfat,36,37,0.972973
ChemicalCompound,imagesizel,36,475,0.075789
AdministrativeRegion,capitalElevation,36,41,0.878049
AdministrativeRegion,areaAsOf,36,144,0.250000
AdministrativeRegion,arname,36,36,1.000000
AdministrativeRegion,countyCouncil,36,37,0.972973
AdministrativeRegion,isoCode,36,39,0.923077
AdministrativeRegion,line,36,160,0.225000
Person,cfldraftpick,35,64,0.546875
Person,coachdebutyear,35,45,0.777778
Person,currentPosition,35,46,0.760870
Person,daughter,35,35,1.000000
Person,dname,35,35,1.000000
Person,draftYearPba,35,381,0.091864
Person,firstBuschWin,35,138,0.253623
Person,judge,35,35,1.000000
Person,lpgawins,35,310,0.112903
Person,playedFor,35,47,0.744681
Person,post4years,35,78,0.448718
Person,pseudonym,35,36,0.972222
Person,reincarnationOf,35,36,0.972222
Person,result,35,381,0.091864
Person,season2Assists,35,93,0.376344
Person,season4PenaltyMinutes,35,78,0.448718
Person,season6Goals,35,65,0.538462
Person,service,35,42,0.833333
Person,shorts,35,85,0.411765
Person,socks,35,84,0.416667
Person,soogames(goals)_,35,408,0.085784
Person,thesis1Year,35,43,0.813953
Species,monofat,35,36,0.972222
Species,opt1v,35,37,0.945946
Species,reference,35,35,1.000000
Species,satfat,35,36,0.972222
Galaxy,appmagB,35,35,1.000000
ChemicalCompound,imagesizer,35,488,0.071721
AdministrativeRegion,jurisdiction,35,2260,0.015487
AdministrativeRegion,fedCreated,35,715,0.048951
AdministrativeRegion,govAsOf,35,70,0.500000
AdministrativeRegion,onsCode,35,42,0.833333
AdministrativeRegion,phoneCode,35,140,0.250000
Person,3namedata,34,41,0.829268
Person,bats,34,21281,0.001598
Person,bust,34,277,0.122744
Person,gpChampionships,34,243,0.139918
Person,initiation,34,35,0.971429
Person,mc,34,34,1.000000
Person,otherParty,34,35,0.971429
Person,otherRelatives,34,35,0.971429
Person,otherTitles,34,37,0.918919
Person,pastteams,34,41,0.829268
Person,post5preceded,34,34,1.000000
Person,previousTeams,34,40,0.850000
Person,saTotalPoints,34,34,1.000000
Person,sbkActiveYears,34,112,0.303571
Person,season10Assists,34,50,0.680000
Person,season2TeamLink,34,94,0.361702
Person,season7Goals,34,61,0.557377
Person,sect,34,118,0.288136
Person,swing,34,40,0.850000
Person,yearsInCup,34,612,0.055556
Species,cholineMg,34,46,0.739130
Star,sn,34,167,0.203593
AdministrativeRegion,coat,34,34,1.000000
AdministrativeRegion,escutcheon,34,34,1.000000
AdministrativeRegion,food,34,38,0.894737
AdministrativeRegion,lowestpoint,34,49,0.693878
AdministrativeRegion,officialLangList,34,39,0.871795
AdministrativeRegion,yearSun,34,36,0.944444
Person,australianopenresult,33,2488,0.013264
Person,decWins,33,2487,0.013269
Person,evaTime,33,34,0.970588
Person,goldenglobeawards,33,34,0.970588
Person,ground,33,46,0.717391
Person,hangulja,33,33,1.000000
Person,inches,33,1585,0.020820
Person,lastBuschWin,33,112,0.294643
Person,letter,33,2797,0.011798
Person,mmaKowin,33,1897,0.017396
Person,moto2LastPosition,33,128,0.257812
Person,mrja,33,33,1.000000
Person,named,33,33,1.000000
Person,nickName,33,33,1.000000
Person,podiums,33,81,0.407407
Person,post5followed,33,34,0.970588
Person,race,33,48,0.687500
Person,relstyle,33,967,0.034126
Person,rrja,33,33,1.000000
Person,season12LooseBalls,33,36,0.916667
Person,season1Goals,33,78,0.423077
Person,season8Goals,33,53,0.622642
Person,soloists,33,33,1.000000
Person,sooteams,33,421,0.078385
Person,spoken,33,85,0.388235
Person,temple,33,35,0.942857
Person,totalyears,33,58,0.568966
Species,month,33,3280,0.010061
AdministrativeRegion,aprLowF,33,39,0.846154
AdministrativeRegion,datePost,33,36,0.916667
AdministrativeRegion,districts,33,279,0.118280
AdministrativeRegion,fossil,33,35,0.942857
AdministrativeRegion,medianhouseholdincome,33,33,1.000000
AdministrativeRegion,novHighF,33,39,0.846154
AdministrativeRegion,populationDensity,33,94,0.351064
AdministrativeRegion,regierungsbezirk,33,183,0.180328
AdministrativeRegion,symbolism,33,33,1.000000
Person,broadFt,32,1721,0.018594
Person,bsize,32,83,0.385542
Person,clupdate,32,45,0.711111
Person,dateOfElevation,32,40,0.800000
Person,goalsc,32,696,0.045977
Person,hundredflowersawards,32,70,0.457143
Person,imagewidth,32,390,0.082051
Person,mainCharTeam,32,32,1.000000
Person,mmaWin,32,142,0.225352
Person,nllDraftTeam,32,254,0.125984
Person,partner(s)_,32,32,1.000000
Person,percent,32,32,1.000000
Person,pgawins,32,694,0.046110
Person,refereeappearances,32,69,0.463768
Person,season1PenaltyMinutes,32,83,0.385542
Person,season6PenaltyMinutes,32,74,0.432432
Person,season9Assists,32,55,0.581818
Person,siteStadium,32,38,0.842105
Person,stageName,32,32,1.000000
Person,timezone,32,51,0.627451
Person,wimbledonresult,32,3049,0.010495
Person,year8start,32,88,0.363636
Species,author,32,37,0.864865
Star,posang,32,32,1.000000
AdministrativeRegion,capitalLatM,32,55,0.581818
AdministrativeRegion,decHighF,32,39,0.820513
AdministrativeRegion,febHighF,32,39,0.820513
AdministrativeRegion,janLowF,32,39,0.820513
AdministrativeRegion,novLowF,32,39,0.820513
AdministrativeRegion,octLowF,32,39,0.820513
AdministrativeRegion,prefix,32,57,0.561404
AdministrativeRegion,sepLowF,32,39,0.820513
AdministrativeRegion,nick,32,32,1.000000
Person,prospectLeague,31,754,0.041114
Person,afldraftedround,31,100,0.310000
Person,agricultureStart,31,31,1.000000
Person,broadIn,31,1710,0.018129
Person,captureStatus,31,43,0.720930
Person,chairman,31,32,0.968750
Person,clpositionf,31,62,0.500000
Person,coachyear4end,31,45,0.688889
Person,colyears,31,40,0.775000
Person,coronet,31,177,0.175141
Person,day,31,251,0.123506
Person,directedby,31,31,1.000000
Person,endpage,31,32,0.968750
Person,friends,31,31,1.000000
Person,goldenroosterawards,31,53,0.584906
Person,grandChildren,31,31,1.000000
Person,handSpan,31,612,0.050654
Person,job,31,35,0.885714
Person,knownAs,31,31,1.000000
Person,laborStart,31,32,0.968750
Person,latinName,31,31,1.000000
Person,majorTitles,31,35,0.885714
Person,married,31,31,1.000000
Person,monarch,31,57,0.543860
Person,num,31,107,0.289720
Person,opponents,31,33,0.939394
Person,ruYearbend,31,37,0.837838
Person,season4TeamLink,31,87,0.356322
Person,significantAwards,31,33,0.939394
Person,stat2year,31,113,0.274336
Person,stepparents,31,32,0.968750
Person,tp,31,31,1.000000
Person,usopenresult,31,2894,0.010712
Person,wars,31,51,0.607843
Species,alliance,31,257,0.120623
Species,image2Width,31,758,0.040897
Star,date,31,37,0.837838
Star,differentFrom,31,34,0.911765
Galaxy,type,31,81,0.382716
AdministrativeRegion,areaCouncilKm,31,31,1.000000
AdministrativeRegion,border,31,36,0.861111
AdministrativeRegion,marLowF,31,39,0.794872
AdministrativeRegion,mayLowF,31,39,0.794872
AdministrativeRegion,munFormation1NoOfRuralSettlements,31,1052,0.029468
AdministrativeRegion,noOfSelsovietsType,31,842,0.036817
AdministrativeRegion,pushpinMap,31,1094,0.028336
Person,sport,30,2317,0.012948
Person,abilities,30,30,1.000000
Person,amKowin,30,68,0.441176
Person,birthday,30,30,1.000000
Person,buschPoles,30,542,0.055351
Person,championshipLeague,30,37,0.810811
Person,cheight,30,82,0.365854
Person,colourText,30,184,0.163043
Person,concern,30,33,0.909091
Person,crewChief,30,30,1.000000
Person,dateOfDeath,30,30,1.000000
Person,draftteam,30,49,0.612245
Person,ethnic,30,33,0.909091
Person,fourth,30,39,0.769231
Person,frenchopenresult,30,2790,0.010753
Person,landscape,30,2170,0.013825
Person,lastFinish,30,87,0.344828
Person,mnc,30,30,1.000000
Person,noContests,30,1848,0.016234
Person,only,30,868,0.034562
Person,placeOfDeath,30,34,0.882353
Person,rd2Team,30,32,0.937500
Person,recorded,30,43,0.697674
Person,refereecomp,30,90,0.333333
Person,saPodiums,30,34,0.882353
Person,saRaceStarts,30,30,1.000000
Person,season11Assists,30,44,0.681818
Person,season7PenaltyMinutes,30,62,0.483871
Person,sSearch,30,31,0.967742
Person,subjectName,30,30,1.000000
Person,tribe,30,31,0.967742
Person,twenty20sumpired,30,95,0.315789
Person,value,30,47,0.638298
Species,sex,30,4036,0.007433
Star,title,30,41,0.731707
ChemicalCompound,id,30,31,0.967742
AdministrativeRegion,populationAsOf,30,102,0.294118
AdministrativeRegion,augLowF,30,38,0.789474
AdministrativeRegion,col,30,30,1.000000
AdministrativeRegion,decLowF,30,39,0.769231
AdministrativeRegion,electdistrict,30,30,1.000000
AdministrativeRegion,febLowF,30,39,0.769231
AdministrativeRegion,imageSize,30,1537,0.019519
AdministrativeRegion,junLowF,30,39,0.769231
AdministrativeRegion,lowestelevus,30,52,0.576923
AdministrativeRegion,octHighF,30,38,0.789474
AdministrativeRegion,popdate,30,49,0.612245
AdministrativeRegion,river,30,30,1.000000
AdministrativeRegion,yearAdopted,30,34,0.882353
AdministrativeRegion,yearLowF,30,32,0.937500
Person,winsAtMajors,29,30,0.966667
Person,adoptivechildren,29,30,0.966667
Person,agriculture,29,32,0.906250
Person,agricultureEnd,29,29,1.000000
Person,amatyears,29,721,0.040222
Person,appearancesd,29,234,0.123932
Person,associatedArtists,29,29,1.000000
Person,burial,29,29,1.000000
Person,candidate3Percent,29,29,1.000000
Person,candidate3Votes,29,30,0.966667
Person,coachgamesa,29,112,0.258929
Person,coachteamb,29,51,0.568627
Person,coachyearbend,29,31,0.935484
Person,fibaHofPlayer,29,30,0.966667
Person,gpPoles,29,426,0.068075
Person,hanjaho,29,32,0.906250
Person,heightinch,29,920,0.031522
Person,kickboxingwins,29,32,0.906250
Person,laborEnd,29,30,0.966667
Person,pointsd,29,224,0.129464
Person,realm,29,113,0.256637
Person,rlClubpoints,29,32,0.906250
Person,ruCoachteam,29,31,0.935484
Person,ruRefereeyears,29,158,0.183544
Person,ruTeamb,29,91,0.318681
Person,season3TeamLink,29,91,0.318681
Person,season8PenaltyMinutes,29,59,0.491525
Person,season9Goals,29,45,0.644444
Person,significantOther,29,29,1.000000
Person,super14points,29,48,0.604167
Person,ttContested,29,101,0.287129
Person,umplistadebutyr,29,51,0.568627
Person,uniformNumber,29,37,0.783784
Species,infraordoAuthority,29,36,0.805556
Species,synonymsRef,29,47,0.617021
Species,wikt,29,48,0.604167
Species,year,29,4770,0.006080
ChemicalCompound,highPh,29,30,0.966667
AdministrativeRegion,apostolicAdmin,29,31,0.935484
AdministrativeRegion,coordinatesType,29,48,0.604167
AdministrativeRegion,fedAbolished,29,371,0.078167
AdministrativeRegion,insect,29,45,0.644444
AdministrativeRegion,janHighF,29,39,0.743590
AdministrativeRegion,julLowF,29,39,0.743590
AdministrativeRegion,latitude,29,56,0.517857
AdministrativeRegion,marHighF,29,39,0.743590
AdministrativeRegion,mayHighF,29,39,0.743590
AdministrativeRegion,police,29,45,0.644444
AdministrativeRegion,slogan,29,30,0.966667
AdministrativeRegion,yearHighF,29,32,0.906250
Person,vicePrimeMinister,28,29,0.965517
Person,250LastPosition,28,55,0.509091
Person,above,28,32,0.875000
Person,allstars,28,1813,0.015444
Person,bestCanadaPos,28,39,0.717949
Person,buschWins,28,540,0.051852
Person,clcounty,28,2077,0.013481
Person,currentClub,28,31,0.903226
Person,debutyr,28,32,0.875000
Person,genre(s)_,28,36,0.777778
Person,homecountry,28,83,0.337349
Person,i,28,37,0.756757
Person,imagealt,28,28,1.000000
Person,labor,28,32,0.875000
Person,magnumOpus,28,29,0.965517
Person,mayor,28,28,1.000000
Person,motogpLastPosition,28,78,0.358974
Person,mpg,28,29,0.965517
Person,nationalfilmawards,28,32,0.875000
Person,saintTitle,28,123,0.227642
Person,sbkManufacturers,28,269,0.104089
Person,season13LooseBalls,28,31,0.903226
Person,soogamesGoals,28,142,0.197183
Person,specialty,28,40,0.700000
Person,throws,28,21276,0.001316
Person,topCcaRanking,28,201,0.139303
Person,year8end,28,48,0.583333
Person,yearsInBusch,28,551,0.050817
Species,rangeMapWidth,28,2059,0.013599
Star,galLat,28,28,1.000000
Star,galLon,28,28,1.000000
ChemicalCompound,alt,28,28,1.000000
ChemicalCompound,title,28,29,0.965517
AdministrativeRegion,areaCouncilRank,28,31,0.903226
AdministrativeRegion,augHighF,28,39,0.717949
AdministrativeRegion,highSheriffName,28,28,1.000000
AdministrativeRegion,highSheriffOffice,28,28,1.000000
AdministrativeRegion,lordLieutenantName,28,28,1.000000
AdministrativeRegion,lordLieutenantOffice,28,28,1.000000
AdministrativeRegion,mapAlt,28,32,0.875000
AdministrativeRegion,route,28,33,0.848485
AdministrativeRegion,sepHighF,28,39,0.717949
AdministrativeRegion,soil,28,28,1.000000
AdministrativeRegion,symbolType,28,54,0.518519
Person,feastDay,27,28,0.964286
Person,247RefTitle,27,41,0.658537
Person,badge,27,27,1.000000
Person,blog,27,28,0.964286
Person,bowlList,27,30,0.900000
Person,captionLeft,27,28,0.964286
Person,captionRight,27,28,0.964286
Person,dateOfChristening,27,27,1.000000
Person,engine,27,50,0.540000
Person,eventsInYellow,27,48,0.562500
Person,imageUpright,27,81,0.333333
Person,innings,27,33,0.818182
Person,label(s)_,27,28,0.964286
Person,material,27,29,0.931034
Person,mmaDecwin,27,1784,0.015135
Person,nllTeam,27,211,0.127962
Person,nom,27,27,1.000000
Person,notableAwards,27,27,1.000000
Person,ordainedDeaconBy,27,30,0.900000
Person,placeOfChristening,27,39,0.692308
Person,playerName,27,27,1.000000
Person,qn,27,27,1.000000
Person,refereeyear1start,27,36,0.750000
Person,saLastPoints,27,34,0.794118
Person,sbkRaceWins,27,155,0.174194
Person,showMedals,27,27137,0.000995
Person,ssLastPosition,27,55,0.490909
Person,studio,27,103,0.262136
Person,topic,27,30,0.900000
Person,triesb,27,1707,0.015817
Person,vicepremier,27,28,0.964286
Person,wsj,27,27,1.000000
Person,zi,27,27,1.000000
Species,regions,27,31,0.870968
Species,subphylum,27,30,0.900000
Species,video,27,30,0.900000
ChemicalCompound,indicatorName,27,28,0.964286
AdministrativeRegion,elevation,27,31,0.870968
AdministrativeRegion,aprHighF,27,38,0.710526
AdministrativeRegion,commons,27,28,0.964286
AdministrativeRegion,coordinatesRegion,27,53,0.509434
AdministrativeRegion,elecref,27,43,0.627907
AdministrativeRegion,flagType,27,61,0.442623
AdministrativeRegion,gemstone,27,30,0.900000
AdministrativeRegion,julHighF,27,39,0.692308
AdministrativeRegion,leaderParty,27,66,0.409091
AdministrativeRegion,nuts,27,38,0.710526
AdministrativeRegion,tradabbreviation,27,27,1.000000
AdministrativeRegion,type,27,6834,0.003951
Person,4y,26,90,0.288889
Person,archivedate,26,27,0.962963
Person,australianopendoublesresult,26,1622,0.016030
Person,bpmf,26,26,1.000000
Person,capacity,26,45,0.577778
Person,caste,26,32,0.812500
Person,chiefMinister,26,31,0.838710
Person,cj,26,270,0.096296
Person,director,26,26,1.000000
Person,f,26,41,0.634146
Person,formerteams,26,27,0.962963
Person,heightMetric,26,27,0.962963
Person,insignia,26,519,0.050096
Person,srAndState,26,74,0.351351
Person,lonDeg,26,29,0.896552
Person,maritalStatus,26,106,0.245283
Person,mllTeam,26,149,0.174497
Person,nativeLang2Name,26,26,1.000000
Person,officialStatus,26,50,0.520000
Person,patternSh,26,27,0.962963
Person,pdc,26,363,0.071625
Person,r1votes,26,26,1.000000
Person,saManufacturers,26,61,0.426230
Person,sbkFastestLaps,26,168,0.154762
Person,testdebutagainst,26,1874,0.013874
Person,titletext,26,29,0.896552
Person,tomb,26,29,0.896552
Person,totalapps,26,29,0.896552
Person,ttPodiums,26,101,0.257426
Person,widthMetric,26,27,0.962963
Person,wptMoneyFinishes,26,442,0.058824
Species,hazards,26,26,1.000000
Species,vitaIu,26,27,0.962963
Star,periapsis,26,29,0.896552
ChemicalCompound,lowPh,26,30,0.866667
AdministrativeRegion,gssCode,26,26,1.000000
AdministrativeRegion,junHighF,26,39,0.666667
AdministrativeRegion,locLang,26,72,0.361111
AdministrativeRegion,popDate,26,50,0.520000
AdministrativeRegion,subregion,26,79,0.329114
Person,supplementalDraftYear,25,57,0.438596
Person,whaDraftTeam,25,349,0.071633
Person,afiawards,25,30,0.833333
Person,aga,25,44,0.568182
Person,cfldraftedteam,25,595,0.042017
Person,danishleague,25,43,0.581395
Person,gs,25,35,0.714286
Person,heightFt,25,41536,0.000602
Person,jlpgawins,25,63,0.396825
Person,sr,25,841,0.029727
Person,lang,25,134,0.186567
Person,lemma,25,25,1.000000
Person,linecolor,25,29,0.862069
Person,mncRom,25,25,1.000000
Person,names,25,25,1.000000
Person,nllDraftYear,25,253,0.098814
Person,otherTitle,25,59,0.423729
Person,parent,25,25,1.000000
Person,pinyinchinesename,25,25,1.000000
Person,quashed,25,26,0.961538
Person,r1votespercent,25,26,0.961538
Person,rpg,25,29,0.862069
Person,ruGoals,25,117,0.213675
Person,season10Goals,25,40,0.625000
Person,season12Assists,25,36,0.694444
Person,season5TeamLink,25,85,0.294118
Person,season6TeamLink,25,79,0.316456
Person,sponsors,25,26,0.961538
Person,totalpoints,25,29,0.862069
Person,yushos,25,521,0.047985
Species,text,25,25,1.000000
AdministrativeRegion,affiliation,25,793,0.031526
AdministrativeRegion,areaShare,25,32,0.781250
AdministrativeRegion,divs,25,35,0.714286
AdministrativeRegion,incomerank,25,32,0.781250
AdministrativeRegion,provname,25,25,1.000000
AdministrativeRegion,sortkey,25,25,1.000000
AdministrativeRegion,status,25,46,0.543478
AdministrativeRegion,suiIurisChurch,25,427,0.058548
Person,fastestLap,24,753,0.031873
Person,otherWins,24,147,0.163265
Person,artists,24,25,0.960000
Person,auswins,24,118,0.203390
Person,careerWins,24,155,0.154839
Person,category,24,170,0.141176
Person,chapter,24,24,1.000000
Person,characters,24,24,1.000000
Person,colwidth,24,1288,0.018634
Person,commerceEnd,24,24,1.000000
Person,commerceStart,24,24,1.000000
Person,cposition,24,57,0.421053
Person,crossover,24,97,0.247423
Person,duration,24,29,0.827586
Person,frenchopendoublesresult,24,1673,0.014345
Person,h,24,24,1.000000
Person,hongkongfilmwards,24,30,0.800000
Person,incumbent,24,24,1.000000
Person,latDeg,24,28,0.857143
Person,pv,24,30,0.800000
Person,rd,24,34,0.705882
Person,rlAmateuryears,24,25,0.960000
Person,saRaceWins,24,34,0.705882
Person,section,24,81,0.296296
Person,teampodiums,24,103,0.233010
Person,titleDate,24,32,0.750000
Person,totalWidth,24,54,0.444444
Person,websites,24,24,1.000000
Person,wimbledondoublesresult,24,2045,0.011736
Person,womenshof,24,24,1.000000
Person,worldchamp,24,27,0.888889
Person,wsopFinalTables,24,192,0.125000
Species,causalAgents,24,25,0.960000
Species,country,24,1380,0.017391
Species,imageSize,24,896,0.026786
Species,otherarticle,24,24,1.000000
Species,virusGroup,24,1316,0.018237
Star,data,24,24,1.000000
AdministrativeRegion,divLink,24,24,1.000000
AdministrativeRegion,gdpPerCapitaUs$_,24,24,1.000000
AdministrativeRegion,gdpUs$_,24,24,1.000000
AdministrativeRegion,longDeg,24,136,0.176471
AdministrativeRegion,mapcaption,24,24,1.000000
AdministrativeRegion,see,24,28,0.857143
Person,poles,23,752,0.030585
Person,125Podiums,23,192,0.119792
Person,cfldraftedround,23,690,0.033333
Person,clpositionh,23,62,0.370968
Person,coachplayoffrecord,23,76,0.302632
Person,colorText,23,223,0.103139
Person,commerce,23,25,0.920000
Person,criminalActivities,23,24,0.958333
Person,curlingClub,23,52,0.442308
Person,debutWork,23,25,0.920000
Person,editor,23,28,0.821429
Person,events,23,24,0.958333
Person,eventsort,23,155,0.148387
Person,hgf,23,46,0.500000
Person,icprovince,23,2813,0.008176
Person,lastodifor,23,47,0.489362
Person,mixedrecord,23,46,0.500000
Person,ppg,23,27,0.851852
Person,presentPost,23,23,1.000000
Person,previousTeam,23,23,1.000000
Person,relationships,23,23,1.000000
Person,ruYear4end,23,26,0.884615
Person,ruYear4start,23,28,0.821429
Person,saActiveYears,23,39,0.589744
Person,season10PenaltyMinutes,23,45,0.511111
