node,entropy_weighted,unweighted,rank_weighted,rank_unweighted,rank_shift
Central_European_Time,0.97061704,6.98701824,102,57,-45
Devon,0.96832655,2.92594684,103,158,55
House_of_Commons_of_the_United_Kingdom,0.96501601,10.68744293,104,25,-79
Cities_of_London_and_Westminster_(UK_Parliament_constituency),0.96457921,3.21550820,105,142,37
The_United_States_of_America,0.95671957,4.19559840,106,106,0
French_language,0.94125140,9.78566940,107,31,-76
List_of_places,0.93898791,4.50809825,108,98,-10
Political_divisions_of_the_United_States,0.93440913,2.98629598,109,153,44
Sculpture,0.92973997,3.76770685,110,121,11
Alan_Moore,0.92721714,1.54572153,111,318,207
Ramsay_MacDonald,0.92213582,1.90139259,112,245,133
David_Lloyd_George,0.92024364,2.26633441,113,206,93
Ogg,0.91670726,5.92532949,114,71,-43
Solicitor_General_for_Scotland,0.90883432,1.06910200,115,489,374
List_of_universities,0.90490907,4.51833375,116,97,-19
Electronic_Arts,0.89610292,1.90723811,117,242,125
Glasgow,0.89578753,2.37095105,118,191,73
Northern_Ireland,0.88909511,4.52645820,119,96,-23
Scots_language,0.88217925,9.83968875,120,30,-90
Subsidiary,0.87922396,2.30325393,121,199,78
Western_Front_(World_War_I),0.87510166,1.89446547,122,247,125
North_West_England,0.87101129,3.08303353,123,146,23
X11_color_names,0.86998648,1.54267814,124,319,195
Leicestershire,0.86892473,2.50337504,125,181,56
Ceremonial_counties_of_England,0.86840922,5.58430786,126,75,-51
World_War_I,0.86791394,2.33427923,127,196,69
Canberra,0.86524055,5.34452191,128,78,-50
Ohio,0.86130121,1.78035183,129,263,134
James_Bell_(Ormskirk_MP),0.85879901,1.38186339,130,376,246
Private_university,0.85631015,2.13477061,131,220,89
Video_games,0.85532396,1.68058716,132,282,150
Birmingham,0.85488063,1.80036596,133,260,127
Central_European_Summer_Time,0.84716166,6.68655014,134,59,-75
Cardiff,0.84544381,1.76560145,135,269,134
City,0.84531163,2.37966449,136,188,52
North_American_Numbering_Plan,0.84416672,5.92920742,137,70,-67
Under-Secretary_of_State_for_the_Colonies,0.84125842,1.26647245,138,406,268
Westminster,0.83866535,1.77061998,139,266,127
George_Lansbury,0.83471312,1.09140921,140,473,333
Baby_of_the_House,0.83275430,1.17671866,141,444,303
Politician,0.82686997,1.90633093,142,243,101
New_Jersey,0.82613405,2.52317709,143,179,36
Buckinghamshire,0.81257979,2.56749938,144,174,30
Cambridgeshire,0.81124051,2.69769649,145,169,24
North_Wiltshire_(UK_Parliament_constituency),0.80912599,1.82283606,146,258,112
List_of_counties_in_Maryland,0.80800042,2.48024203,147,184,37
Liberal_Democrats,0.80637658,5.26404323,148,79,-69
Harold_Macmillan,0.80330729,1.22257894,149,423,274
Chichester_(district),0.80318064,1.56946679,150,311,161
Berkshire,0.80154585,2.97754276,151,154,3
"Los_Angeles_County,_California",0.80030550,1.42259027,152,358,206
City_of_London,0.79569584,3.02226659,153,151,-2
William_Sampson_Cluse,0.79565046,1.39993505,154,368,214
Elizabeth_II_of_the_United_Kingdom,0.79474111,2.22411415,155,213,58
CEO,0.79311253,1.56634343,156,314,158
Rome,0.79309303,2.14192325,157,218,61
"Walter_Runciman,_1st_Viscount_Runciman_of_Doxford",0.78711576,1.00269187,158,522,364
Brooklyn,0.77912190,1.89653317,159,246,87
Salisbury_(UK_Parliament_constituency),0.77740859,1.88965512,160,249,89
Transport,0.77502643,2.20060934,161,214,53
European_Parliament,0.77258660,7.19133721,162,51,-111
Parliament_of_Queensland,0.77230320,3.58017917,163,127,-36
Greenwich_Mean_Time,0.76922334,9.86741604,164,28,-136
Somerset,0.76852719,2.35777540,165,194,29
"Henry_Cautley,_1st_Baron_Cautley",0.76529589,1.06668647,166,492,326
List_of_tallest_buildings,0.76383846,1.71920403,167,275,108
Anglicanism,0.76346155,5.10278433,168,86,-82
Jack_Leckie,0.76238112,1.53819505,169,320,151
Harry_Midgley,0.75838829,1.07330091,170,487,317
Federal_Information_Processing_Standard,0.75623302,5.76689733,171,72,-99
Belfast,0.75565673,3.06337837,172,148,-24
Parliament_of_the_United_Kingdom,0.75242566,6.28738106,173,64,-109
Greater_Manchester,0.75151376,2.22656497,174,212,38
Ontario,0.75117597,1.58102859,175,305,130
Neil_Gaiman,0.74935197,1.15991860,176,449,273
Israel,0.74856059,3.43782458,177,131,-46
Euro,0.74620633,4.42057116,178,101,-77
Unix-like,0.74502199,2.65877678,179,171,-8
Leeds,0.74448242,1.39379098,180,373,193
Warsaw,0.74021997,1.56878084,181,312,131
Greg_Rucka,0.73646786,1.06054437,182,496,314
Frederick_Guest,0.73418960,1.07407628,183,486,303
Annesley_Somerville,0.73297695,1.46025978,184,344,160
List_of_countries,0.73280560,2.24422495,185,208,23
Eastern_Daylight_Time,0.73111556,4.08992209,186,108,-78
Cornwall,0.72937800,2.04106174,187,226,39
Scottish_Parliament,0.72817565,7.66996652,188,48,-140
Suffolk,0.72526821,2.10714523,189,223,34
Guildford,0.72302189,1.95175389,190,237,47
Fantasy,0.72271163,1.52824061,191,322,131
City_of_Lancaster,0.72245037,1.38002480,192,380,188
Hugh_Dalton,0.71630909,1.01045358,193,518,325
Manchester,0.71577285,1.56837454,194,313,119
President_of_the_Liberal_Party_(UK),0.71413975,0.88629005,195,616,421
Nottinghamshire,0.71400487,1.90554426,196,244,48
South_West_England,0.70803668,2.33192327,197,197,0
Texas,0.70802102,1.28897499,198,401,203
"United_Kingdom_general_election,_1918",0.70756938,1.41958145,199,360,161
Robert_Smillie,0.70594979,0.94440016,200,566,366
East_Sussex,0.70291244,2.35397700,201,195,-6
British_Raj,0.70225347,1.60293167,202,298,96
"United_Kingdom_general_election,_December_1910",0.69934271,1.42144073,203,359,156
Met_Office,0.69844176,1.63010835,204,292,88
British_people,0.69802503,2.31515661,205,198,-7
Percy_Hurd,0.69682531,1.14846906,206,456,250
Interactive_entertainment,0.69522035,1.63368953,207,291,84
Tim_Nicholls,0.69353460,2.29184087,208,202,-6
Cheshire,0.68971160,1.75408081,209,271,62
"Trinity_College,_Cambridge",0.68907321,1.72491723,210,273,63
Howard_Clifton_Brown,0.68815044,1.12541030,211,467,256
"J._C._C._Davidson,_1st_Viscount_Davidson",0.68814640,0.94018422,212,568,356
colorfinder.aspx,0.68803870,0.94224156,213,567,354
Solicitor_General_for_England_and_Wales,0.68613464,0.99751088,214,528,314
Kentucky,0.68564621,1.47991817,215,336,121
New_Zealand,0.68553076,1.82565695,216,257,41
Melbourne,0.68447832,1.65892163,217,285,68
Poland,0.68393714,1.92913876,218,240,22
Russia,0.68035090,1.99572174,219,232,13
Neil_Maclean_(politician),0.67918641,1.01382368,220,516,296
Alec_Douglas-Home,0.67470534,1.01647839,221,511,290
"Prince_Andrew,_Duke_of_York",0.67240378,5.15185980,222,85,-137
Australian_Senate,0.67154580,8.40900570,223,39,-184
Church_of_England_parish_church,0.67135596,4.59422102,224,95,-129
Non-metropolitan_county,0.67000589,5.94984781,225,68,-157
Bern,0.66721940,1.96253283,226,236,10
Herbert_Morrison,0.66459883,0.91774880,227,584,357
William_Brace,0.66284025,1.01522400,228,513,285
Computer_and_video_game_industry,0.66197546,1.40182631,229,366,137
Gothenburg,0.66094580,1.02041125,230,508,278
Non-metropolitan_district,0.65854820,3.61394651,231,124,-107
Irish_language,0.65689151,7.96833038,232,44,-188
Chichester_(UK_Parliament_constituency),0.65688356,1.39143103,233,374,141
University_of_Oxford,0.65601974,1.61053360,234,297,63
Yorkshire,0.65565601,1.44317732,235,350,115
Hastings_Lees-Smith,0.65473684,0.85114818,236,640,404
David_Mort,0.65319661,0.95286933,237,562,325
Scottish_Gaelic,0.65247496,8.03404275,238,42,-196
Duncan_Macgregor_Graham,0.65033249,1.01383128,239,515,276
Municipal_corporation,0.64837902,3.14636483,240,143,-97
Anthony_Eden,0.64824503,1.04940530,241,499,258
South_East_England,0.64775042,2.50528087,242,180,-62
Victor_Raikes,0.64660621,0.86952812,243,630,387
Madrid,0.64643141,1.15545329,244,453,209
George_Henry_Roberts,0.64534357,0.95601028,245,559,314
Republican_Party_(United_States),0.64519344,1.58770998,246,302,56
Amsterdam,0.64488511,1.22338520,247,422,175
Welsh_language,0.64486761,9.06655964,248,34,-214
Devizes_(UK_Parliament_constituency),0.64454255,1.44425049,249,348,99
James_Despencer-Robertson,0.64360819,1.12961492,250,466,216
Roman_Catholic,0.64356438,2.55286986,251,175,-76
ZIP_code,0.64312859,4.07374339,252,111,-141
British_Summer_Time,0.64295191,8.82708223,253,35,-218
Neville_Chamberlain,0.64272012,1.09108287,254,474,220
Brussels,0.64270939,1.90987703,255,241,-14
Ed_Brubaker,0.64177178,0.91712105,256,586,330
Great_Britain,0.64156433,10.75612498,257,22,-235
George_Lathan,0.64143008,0.82300326,258,668,410
Mid_Sussex,0.64073326,1.17974528,259,443,184
Vice-Chamberlain_of_the_Household,0.63243234,0.73937458,260,783,523
Rock_music,0.62955450,1.76790782,261,268,7
Android_(operating_system),0.62926569,1.82957509,262,256,-6
Financial_Secretary_to_the_Treasury,0.62901767,0.79081367,263,713,450
Video_game,0.62826536,1.06088136,264,495,231
Second_Boer_War,0.62770229,1.26498141,265,407,142
Alfred_Barnes_(Labour_politician),0.62746647,0.91741094,266,585,319
Dorset,0.62648313,1.93994058,267,239,-28
Atheism,0.62641782,1.99251373,268,233,-35
Lord_Henry_Cavendish-Bentinck,0.62525981,0.84108435,269,651,382
Countries_of_the_United_Kingdom,0.62425570,4.62673731,270,93,-177
Luxembourg,0.62128434,2.73308193,271,168,-103
Jerusalem,0.61945559,4.21315459,272,103,-169
North_American_Eastern_Time_Zone,0.61932709,2.48989443,273,183,-90
nbs-c.htm,0.61825317,0.82521660,274,666,392
Gail_Simone,0.61796365,0.81004694,275,685,410
Religion,0.61718546,2.29723459,276,200,-76
Arthur_Balfour,0.61691655,1.51103149,277,330,53
"Christ_Church,_Oxford",0.61434231,1.64264874,278,288,10
IOS,0.61404167,1.75666833,279,270,-9
"Archibald_Sinclair,_1st_Viscount_Thurso",0.61365068,0.84020234,280,653,373
Hilton_Philipson,0.61176656,1.04155426,281,502,221
Illinois,0.61119188,1.37949057,282,381,99
Associate_Justice_of_the_Supreme_Court_of_the_United_States,0.61100258,0.81235759,283,679,396
Clement_Davies,0.61090335,0.96018897,284,558,274
Under-Secretary_of_State_for_the_Home_Department,0.60836841,0.74393607,285,778,493
Will_Thorne,0.60778098,0.85145071,286,639,353
London_Assembly,0.60763715,6.02905344,287,65,-222
Tokyo,0.60742650,1.74897570,288,272,-16
Edwin_Scrymgeour,0.60736557,1.15308580,289,455,166
Secretary_of_State_for_Scotland,0.60596437,0.86760429,290,633,343
Henry_Guest,0.60553517,0.76343078,291,743,452
Lincolnshire,0.60528475,1.72070699,292,274,-18
"Francis_Greville,_5th_Earl_of_Warwick",0.60484428,1.23448623,293,416,123
Novelist,0.60338905,0.98177867,294,537,243
"Leopold_Greville,_6th_Earl_of_Warwick",0.60314070,1.23448623,295,415,120
Alexander_Gordon_Cameron,0.60246557,0.85482685,296,638,342
"Douglas_Hacking,_1st_Baron_Hacking",0.60196399,0.85037471,297,641,344
"Sir_Samuel_Hill-Wood,_1st_Baronet",0.60162354,0.75740145,298,763,465
Public_company,0.60033866,1.55778185,299,315,16
Northampton,0.59976974,1.22222911,300,424,124
Edward_VIII,0.59927821,3.10346801,301,145,-156
Comptroller_of_the_Household,0.59817342,0.69825687,302,846,544
Thomas_Wiles,0.59597470,1.08553569,303,478,175
United_States_of_America,0.59394895,2.06743549,304,225,-79
Urban_area,0.59343095,1.83791455,305,254,-51
Campbell_Newman,0.59323024,1.35477354,306,387,81
Norfolk,0.59320133,1.71335178,307,276,-31
Hugh_Morrison_(UK_politician),0.59227075,1.01025596,308,519,211
"Christopher_Addison,_1st_Viscount_Addison",0.59195457,0.80932037,309,687,378
Twenty20_Cup,0.59180677,0.88678865,310,614,304
Gloucestershire,0.59113149,1.86874772,311,251,-60
Richard_Hazleton,0.59066165,0.81348117,312,677,365
List_of_hospitals,0.58845394,1.52184781,313,326,13
"Preston,_Lancashire",0.58791747,1.99579251,314,231,-83
South_West_Wiltshire_(UK_Parliament_constituency),0.58760081,1.29001863,315,400,85
Switzerland,0.58677499,1.77617008,316,264,-52
Toronto,0.58573188,1.85459378,317,252,-65
Lord_Advocate,0.58553584,0.68666054,318,864,546
First_World_War,0.58511419,1.21215090,319,429,110
Census-designated_place,0.58299068,1.24685011,320,412,92
Administrative_division,0.58215891,5.22317579,321,81,-240
William_Hewins,0.57995228,0.73552824,322,790,468
H._G._Wells,0.57978981,0.88412128,323,618,295
Joseph_Westwood,0.57924870,0.73421209,324,794,470
West_Yorkshire,0.57731296,1.70457568,325,277,-48
City_of_Westminster,0.57687522,2.10569873,326,224,-102
"New_York_City,_New_York",0.57670102,0.98749845,327,532,205
Lithuania,0.57642913,1.22582065,328,421,93
NCAA_Division_I,0.57590593,1.80864116,329,259,-70
Isaac_Foot,0.57577035,0.73815641,330,785,455
William_Howard_Taft,0.57315982,0.91592803,331,588,257
Oswald_Mosley,0.57269600,0.78593509,332,718,386
Independent_Labour_Party,0.57266164,0.81880038,333,673,340
"Los_Angeles,_California",0.57219369,0.92111036,334,582,248
Barnet_Kenyon,0.57187791,0.72420031,335,815,480
English_people,0.57178647,3.60562147,336,125,-211
Mayfair,0.56970005,3.78162705,337,120,-217
George_Daggar,0.56858806,0.93863698,338,572,234
Chancellor_of_the_Duchy_of_Lancaster,0.56493989,0.75942145,339,751,412
East_of_England,0.56468969,1.77595193,340,265,-75
Lord-in-Waiting,0.56327803,0.67285268,341,895,554
Edward_Smallwood,0.56245023,0.88637875,342,615,273
Mumbai,0.56221154,1.40163710,343,367,24
James_Henry_Thomas,0.56190121,0.73641661,344,787,443
East_Midlands,0.56145582,1.62348598,345,295,-50
Marion_Phillips,0.55987784,1.00897517,346,520,174
Daniel_Hopkin,0.55824312,0.83016219,347,660,313
British_Army,0.55582639,1.52543029,348,325,-23
Edward_Brocklehurst_Fielden,0.55580759,0.73461899,349,792,443
Privy_Council_of_the_United_Kingdom,0.55318542,1.58064386,350,306,-44
Staffordshire,0.55311642,1.46925539,351,341,-10
Rab_Butler,0.55088039,0.82238774,352,670,318
Treasurer_of_the_Household,0.55032032,0.66037955,353,920,567
James_Brown_(Scottish_politician),0.54969490,0.73015656,354,807,453
Arizona,0.54959315,0.98464137,355,536,181
Northamptonshire,0.54891738,1.70381822,356,278,-78
Annastacia_Palaszczuk,0.54838046,1.48431023,357,335,-22
Bihar,0.54821156,0.98596733,358,534,176
Liverpool,0.54780715,0.96634360,359,551,192
"Evelyn_Cecil,_1st_Baron_Rockley",0.54715818,0.78157129,360,724,364
County_(United_States),0.54702143,1.68756735,361,281,-80
Province_of_Canterbury,0.54616150,1.96836794,362,235,-127
HTML_color_names,0.54600035,2.63836575,363,173,-190
Districts_of_Malta,0.54549788,1.08521786,364,479,115
Geoffrey_Peto,0.54459704,0.79690718,365,702,337
Moscow,0.54459531,1.58047425,366,307,-59
Mark_Waid,0.54417113,0.77183428,367,733,366
Chancellor_of_the_Exchequer,0.54401293,0.93938749,368,570,202
List_of_museums,0.54292727,1.35002771,369,389,20
"George_Bowyer,_1st_Baron_Denham",0.54268992,0.65355814,370,928,558
Spain,0.54240424,1.26431579,371,409,38
The_Republic_of_Ireland,0.54205897,1.39501257,372,372,0
Frederick_Richard_Jordan,0.54174451,1.08377417,373,483,110
World_War_II,0.54056948,1.23595092,374,414,40
Mabel_Philipson,0.54022769,0.88585586,375,617,242
Godfrey_Locker-Lampson,0.53938943,0.78352137,376,723,347
"Allen_Bathurst,_Lord_Apsley",0.53931034,0.79679461,377,703,326
List_of_chairmen_of_the_London_County_Council,0.53918163,0.63037151,378,971,593
Legislative_Assembly_of_Queensland,0.53910697,4.61460854,379,94,-285
Cormac_McCarthy,0.53842927,0.80134672,380,698,318
City_status_in_the_United_Kingdom,0.53744082,3.02247532,381,150,-231
Finland,0.53726991,0.99546090,382,530,148
Fred_M._Vinson,0.53711834,0.67884204,383,885,502
Philip_Whistler_Street,0.53691252,1.07475220,384,485,101
Prime_Minister_of_the_United_Kingdom,0.53683469,1.20576128,385,434,49
"William_Sidney,_1st_Viscount_De_L'Isle",0.53657983,0.87735052,386,624,238
Video_game_designer,0.53573251,0.77277597,387,730,343
Edward_VII,0.53570750,2.01921628,388,228,-160
List_of_Grand_Masters_of_the_Grand_Lodge_of_Scotland,0.53554043,2.00807260,389,229,-160
Stardock,0.53545959,0.96171192,390,555,165
North_Holland,0.53518837,0.89927971,391,603,212
Secretary_of_State_for_Transport,0.53413100,0.68428736,392,871,479
Parliamentary_Secretary_to_the_Treasury,0.53313050,0.67570447,393,892,499
"Hugh_Cecil,_1st_Baron_Quickswood",0.53243960,0.64770466,394,944,550
Charles_Frederick_Higham,0.53216818,0.97828582,395,541,146
George_Deer,0.53212537,0.70109252,396,840,444
Acts_of_Union_1707,0.53177945,4.03204821,397,112,-285
Sussex_County_Cricket_Club,0.53007154,1.11341038,398,469,71
Sport,0.52924889,1.31863291,399,395,-4
"Reginald_Sorensen,_Baron_Sorensen",0.52877176,0.72808191,400,809,409
Arthur_Greenwood,0.52795853,0.73193486,401,801,400
Brecon_&_Radnorshire_(UK_Parliament_constituency),0.52788981,1.25560208,402,410,8
Alex_Moffat_(trade_unionist),0.52748478,0.75365954,403,767,364
Father_of_the_House,0.52699026,0.89681338,404,606,202
Chippenham_(UK_Parliament_constituency),0.52589771,1.34384109,405,392,-13
"William_Ormsby-Gore,_4th_Baron_Harlech",0.52518535,0.67077513,406,900,494
Lord_Privy_Seal,0.52317036,0.70121064,407,839,432
London_Underground,0.52305303,0.84594987,408,646,238
Rajani_Palme_Dutt,0.52289019,1.06931994,409,488,79
Oxfordshire,0.52205618,1.69325558,410,280,-130
Mac_OS_X,0.51980477,1.39868218,411,370,-41
National_Executive_Committee,0.51878836,0.78533664,412,721,309
Turkey,0.51844991,1.62527679,413,294,-119
Austria,0.51825671,1.18282583,414,441,27
Telangana,0.51817587,0.97265900,415,548,133
Tommy_Henderson,0.51817397,1.00080049,416,523,107
German_language,0.51802924,3.60476785,417,126,-291
Park_Goff,0.51792325,0.68109641,418,880,462
Henry_Holmes_(Northern_Ireland_politician),0.51775167,1.00068036,419,525,106
Alfred_Smith_(UK_politician),0.51716996,0.84656804,420,645,225
Post-punk,0.51705222,1.60220691,421,299,-122
Warwickshire,0.51700216,1.35761499,422,385,-37
Budapest,0.51669015,0.95385917,423,560,137
Game,0.51620664,1.37310374,424,382,-42
Baltimore,0.51571956,1.21692998,425,427,2
Tom_Kennedy_(Kirkcaldy_MP),0.51485327,0.71436694,426,826,400
Warren_Ellis,0.51421208,0.74569857,427,775,348
University_of_Queensland,0.51398495,1.05091188,428,497,69
Patna,0.51398141,1.15708090,429,450,21
Order_of_the_British_Empire,0.51375435,1.14806998,430,457,27
nbs-r.htm,0.51297911,0.67314211,431,894,463
"William_Jowitt,_1st_Earl_Jowitt",0.51175032,0.67753017,432,888,456
Bonar_Law,0.51144769,1.01294180,433,517,84
Privy_Council_of_Ireland,0.51139944,1.51945764,434,328,-106
Records_of_members_of_parliament_of_the_United_Kingdom,0.51111476,0.96747697,435,549,114
Power_pop,0.51032776,3.46531617,436,130,-306
Chairman,0.50994947,1.57458059,437,310,-127
HM_Treasury,0.50993323,1.20005014,438,436,-2
North_Yorkshire,0.50943239,1.44939967,439,347,-92
County_Durham,0.50927619,1.04715386,440,500,60
Malta,0.50923189,1.34970636,441,390,-51
"Sir_Austin_Hudson,_1st_Baronet",0.50819161,0.69180258,442,855,413
Barrister,0.50639520,1.64471923,443,287,-156
James_C._Welsh,0.50460466,0.68505828,444,868,424
Unicameral,0.50389915,2.15437657,445,217,-228
National_Association_of_Independent_Colleges_and_Universities,0.50303420,0.96735781,446,550,104
Americans,0.50120425,1.48960841,447,333,-114
Maharashtra,0.50074725,0.93380579,448,576,128
San_Francisco,0.49939932,0.91578386,449,589,140
United_Kingdom_of_Great_Britain_and_Ireland,0.49932865,1.50017994,450,332,-118
Mark_Field,0.49904545,2.18030830,451,215,-236
Hubert_Duggan,0.49851320,0.74531926,452,776,324
Ribble_Valley,0.49684099,0.90168005,453,602,149
Norway,0.49581431,1.18123351,454,442,-12
Susan_Lawrence,0.49545828,0.66958783,455,901,446
They_Might_Be_Giants,0.49468121,0.65069884,456,940,484
Secretary_of_State_for_Work_and_Pensions,0.49430817,0.59833418,457,1052,595
New_Delhi,0.49398586,1.25325275,458,411,-47
Independent_(politician),0.49342110,2.36439174,459,192,-267
Cahir_Healy,0.49326585,0.75520324,460,764,304
Province_of_York,0.49295497,1.44266899,461,351,-110
Boston,0.49280752,0.96055348,462,556,94
Paymaster-General,0.49231925,0.60731148,463,1035,572
Stockholm,0.49210918,1.13621741,464,463,-1
Frank_Nelson_(politician),0.49196669,0.75509823,465,765,300
Louisiana,0.49073311,1.09001943,466,476,10
Graphic_adventure_game,0.49063450,0.97809916,467,542,75
High_Sheriff_of_Belfast,0.49042713,0.57910526,468,1101,633
Nihon_Falcom,0.49039943,0.87529211,469,625,156
Tom_Forrest_Howard,0.48965516,0.80887598,470,688,218
John_Henry_Whitley,0.48957031,0.61473145,471,1013,542
Ernest_Thurtle,0.48956949,0.62775114,472,979,507
Military_Cross,0.48928665,2.69624857,473,170,-303
"William_Westwood,_1st_Baron_Westwood",0.48872317,0.62290633,474,991,517
Derby,0.48860150,0.81260753,475,678,203
Philadelphia,0.48744706,0.90928733,476,594,118
"Rupert_Guinness,_2nd_Earl_of_Iveagh",0.48663065,0.62469293,477,988,511
Jeph_Loeb,0.48662419,0.66442564,478,913,435
William_Edwin_Pease,0.48367416,0.69943962,479,842,363
Montgomeryshire_(UK_Parliament_constituency),0.48303860,0.97618744,480,545,65
Fabian_Nicieza,0.48301628,0.68827839,481,859,378
"David_Davies,_1st_Baron_Davies",0.48215676,0.78582077,482,719,237
Bharatiya_Janata_Party,0.48128865,1.26919150,483,405,-78
Roderick_Kedward_(politician),0.48113492,0.65164358,484,934,450
Walter_Perkins_(politician),0.48102073,0.71175347,485,830,345
Utah,0.48041021,0.96334043,486,553,67
Charles_Samuel_Garland,0.48031501,0.86337212,487,634,147
"William_Mitchell-Thomson,_1st_Baron_Selsdon",0.48022069,0.61146377,488,1020,532
Bristol,0.47954737,0.87963656,489,620,131
"San_Diego,_California",0.47934250,0.91181056,490,593,103
"Sir_Ronald_Ross,_2nd_Baronet",0.47865219,0.68823502,491,861,370
Ernest_Brown_(MP),0.47774966,1.01384789,492,514,22
