class,predicate,distinct_objects,total_objects,uniqueness
wikicat_Living_people,isMarriedTo,13027,13980,0.931831
wordnet_person_100007846,isMarriedTo,12973,14229,0.911730
wordnet_album_106591815,wasCreatedOnDate,12468,115620,0.107836
wikicat_Living_people,wroteMusicFor,12463,13618,0.915186
wordnet_artist_109812338,wroteMusicFor,12061,13317,0.905684
wordnet_movie_106613686,type,11895,637641,0.018655
wordnet_person_100007846,wasBornIn,11306,65557,0.172461
wordnet_artist_109812338,diedOnDate,9089,16745,0.542789
wikicat_Ethnic_German_people,hasGivenName,8802,133951,0.065711
wikicat_Ethnic_German_people,wasBornOnDate,8752,132328,0.066139
wordnet_person_100007846,hasWebsite,8494,8609,0.986642
wordnet_administrative_district_108491826,wasCreatedOnDate,7024,31920,0.220050
wikicat_Women,diedOnDate,6873,19581,0.351004
wikicat_Women,isMarriedTo,6298,7080,0.889548
wikicat_Living_people,hasChild,6211,7724,0.804117
wikicat_Living_people,livesIn,6084,21109,0.288218
wikicat_Ethnic_German_people,diedOnDate,5985,77341,0.077385
wordnet_person_100007846,hasChild,5977,6673,0.895699
wikicat_Living_people,isLeaderOf,5790,9690,0.597523
wikicat_Women,hasChild,5243,5686,0.922089
wordnet_person_100007846,diedIn,5076,29545,0.171806
wikicat_Women,wasBornIn,5060,17725,0.285472
wordnet_artist_109812338,wasBornIn,5047,19983,0.252565
wordnet_person_100007846,edited,4327,4500,0.961556
wordnet_person_100007846,wroteMusicFor,4081,4222,0.966604
wikicat_Living_people,edited,3819,4121,0.926717
wordnet_administrative_district_108491826,hasMotto,3616,4038,0.895493
wikicat_Women,hasWebsite,3586,3599,0.996388
wikicat_Living_people,graduatedFrom,3450,31906,0.108130
wikicat_Living_people,wasCreatedOnDate,3370,7952,0.423793
wikicat_Living_people,diedOnDate,3029,3625,0.835586
wikicat_Living_people,hasWonPrize,2902,43099,0.067333
wordnet_artist_109812338,actedIn,2725,3175,0.858268
wikicat_Ethnic_German_people,isAffiliatedTo,2277,12272,0.185544
wordnet_person_100007846,hasWonPrize,2192,57355,0.038218
wikicat_Women,isAffiliatedTo,2080,9341,0.222674
wordnet_person_100007846,livesIn,2044,6675,0.306217
wordnet_person_100007846,playsFor,2030,3282,0.618525
wikicat_Ethnic_German_people,hasChild,1963,2479,0.791852
wikicat_Ethnic_German_people,created,1959,2074,0.944552
wordnet_person_100007846,graduatedFrom,1845,9763,0.188979
wordnet_person_100007846,influences,1779,2521,0.705672
wikicat_Living_people,influences,1736,2996,0.579439
wordnet_person_100007846,wasCreatedOnDate,1734,3423,0.506573
wordnet_artist_109812338,diedIn,1563,6208,0.251772
wordnet_administrative_district_108491826,owns,1477,1505,0.981395
wikicat_Living_people,hasAcademicAdvisor,1442,2452,0.588091
wikicat_Women,playsFor,1429,3408,0.419308
wordnet_administrative_district_108491826,hasCapital,1378,1469,0.938053
wordnet_artist_109812338,influences,1363,2255,0.604435
wikicat_Women,diedIn,1333,4143,0.321748
wikicat_Living_people,worksAt,1315,5020,0.261952
wikicat_Living_people,owns,1305,1445,0.903114
wordnet_person_100007846,owns,1267,1368,0.926170
wikicat_Ethnic_German_people,influences,1183,2023,0.584775
wikicat_Ethnic_German_people,actedIn,1120,1580,0.708861
wordnet_artist_109812338,isMarriedTo,1102,1140,0.966667
wikicat_Ethnic_German_people,wasBornIn,1086,7090,0.153173
wordnet_artist_109812338,playsFor,1079,1383,0.780188
wikicat_Ethnic_German_people,isMarriedTo,1036,1067,0.970947
wikicat_Ethnic_German_people,playsFor,1007,4432,0.227211
wikicat_Women,hasWonPrize,994,6168,0.161154
wikicat_Women,livesIn,953,1957,0.486970
wikicat_Women,graduatedFrom,949,2492,0.380819
wordnet_person_100007846,isAffiliatedTo,889,2330,0.381545
wordnet_artist_109812338,wasCreatedOnDate,880,8443,0.104228
wordnet_person_100007846,isLeaderOf,847,1024,0.827148
wikicat_Living_people,hasMotto,753,830,0.907229
wikicat_Living_people,isPoliticianOf,753,11702,0.064348
wikicat_Ethnic_German_people,diedIn,729,3717,0.196126
wikicat_Women,influences,724,983,0.736521
wikicat_Women,directed,681,690,0.986957
wikicat_Ethnic_German_people,directed,658,669,0.983558
wikicat_Women,wasCreatedOnDate,651,1125,0.578667
wikicat_Women,edited,625,627,0.996810
wikicat_Ethnic_German_people,hasWonPrize,493,8531,0.057789
wikicat_Ethnic_German_people,hasWebsite,492,504,0.976190
wordnet_artist_109812338,hasWonPrize,492,5243,0.093839
wikicat_Living_people,wasDestroyedOnDate,443,483,0.917184
wordnet_administrative_district_108491826,participatedIn,417,523,0.797323
wikicat_Women,isLeaderOf,385,417,0.923261
wordnet_administrative_district_108491826,wasDestroyedOnDate,383,637,0.601256
wikicat_Women,wroteMusicFor,381,394,0.967005
wordnet_person_100007846,isPoliticianOf,362,1929,0.187662
wikicat_Living_people,hasWeight,342,14309,0.023901
wikicat_Ethnic_German_people,hasAcademicAdvisor,334,669,0.499253
wikicat_Ethnic_German_people,wasCreatedOnDate,320,439,0.728929
wordnet_artist_109812338,directed,309,318,0.971698
wordnet_movie_106613686,hasDuration,301,7192,0.041852
wordnet_movie_106613686,isLocatedIn,301,41650,0.007227
wordnet_person_100007846,worksAt,295,410,0.719512
wordnet_artist_109812338,livesIn,266,525,0.506667
wikicat_Ethnic_German_people,wroteMusicFor,250,259,0.965251
wikicat_Ethnic_German_people,worksAt,236,805,0.293168
wordnet_person_100007846,isCitizenOf,230,7754,0.029662
wordnet_movie_106613686,happenedOnDate,225,431,0.522042
wikicat_Living_people,isCitizenOf,212,19072,0.011116
wikicat_Ethnic_German_people,livesIn,212,530,0.400000
wordnet_movie_106613686,wasDestroyedOnDate,210,223,0.941704
wordnet_person_100007846,wasDestroyedOnDate,209,213,0.981221
wikicat_Living_people,isKnownFor,208,219,0.949772
wordnet_artist_109812338,hasMusicalRole,203,29372,0.006911
wikicat_Women,isPoliticianOf,200,853,0.234467
wordnet_person_100007846,hasLatitude,189,200,0.945000
wordnet_person_100007846,hasLongitude,189,200,0.945000
wikicat_Living_people,hasMusicalRole,185,25035,0.007390
wordnet_person_100007846,hasAcademicAdvisor,180,195,0.923077
wordnet_artist_109812338,hasChild,175,185,0.945946
wikicat_Ethnic_German_people,graduatedFrom,173,1468,0.117847
wikicat_Living_people,isInterestedIn,165,428,0.385514
wikicat_Living_people,hasHeight,159,46118,0.003448
wikicat_Women,worksAt,157,267,0.588015
wikicat_Living_people,diedIn,146,191,0.764398
wordnet_artist_109812338,isLeaderOf,143,176,0.812500
wordnet_artist_109812338,isAffiliatedTo,142,253,0.561265
wordnet_album_106591815,wasDestroyedOnDate,140,141,0.992908
wordnet_artist_109812338,graduatedFrom,137,206,0.665049
wordnet_artist_109812338,wasDestroyedOnDate,132,767,0.172099
wikicat_Ethnic_German_people,hasMotto,130,131,0.992366
wordnet_artist_109812338,isCitizenOf,125,2416,0.051738
wikicat_Women,isCitizenOf,125,1753,0.071306
wikicat_Women,hasWeight,120,2456,0.048860
wordnet_artist_109812338,hasWeight,103,239,0.430962
wikicat_Women,hasAcademicAdvisor,103,106,0.971698
wordnet_administrative_district_108491826,hasWonPrize,102,135,0.755556
wikicat_Ethnic_German_people,edited,97,100,0.970000
wordnet_person_100007846,hasWeight,88,247,0.356275
wordnet_album_106591815,hasDuration,87,150,0.580000
wikicat_Women,hasMusicalRole,78,2084,0.037428
wordnet_person_100007846,hasHeight,76,509,0.149312
wikicat_Ethnic_German_people,hasWeight,76,456,0.166667
wordnet_administrative_district_108491826,isConnectedTo,72,81,0.888889
wikicat_Ethnic_German_people,hasHeight,69,2407,0.028666
wikicat_Ethnic_German_people,isCitizenOf,68,1462,0.046512
wikicat_Women,wasDestroyedOnDate,68,68,1.000000
wordnet_person_100007846,participatedIn,66,68,0.970588
wikicat_Women,hasHeight,65,3693,0.017601
wordnet_artist_109812338,owns,63,72,0.875000
wikicat_Ethnic_German_people,isKnownFor,61,67,0.910448
wordnet_album_106591815,isLocatedIn,57,1225,0.046531
wordnet_person_100007846,isKnownFor,54,55,0.981818
wikicat_Ethnic_German_people,isLeaderOf,53,84,0.630952
wordnet_person_100007846,hasMotto,47,51,0.921569
wordnet_artist_109812338,hasHeight,47,196,0.239796
wikicat_Women,owns,47,50,0.940000
wordnet_person_100007846,isInterestedIn,45,72,0.625000
wordnet_administrative_district_108491826,hasOfficialLanguage,43,118,0.364407
wordnet_movie_106613686,hasPages,43,53,0.811321
wikicat_Ethnic_German_people,hasMusicalRole,34,153,0.222222
wikicat_Living_people,hasLatitude,31,32,0.968750
wikicat_Living_people,hasLongitude,31,32,0.968750
wikicat_Ethnic_German_people,isInterestedIn,30,51,0.588235
wikicat_Ethnic_German_people,wasDestroyedOnDate,29,29,1.000000
wordnet_person_100007846,hasMusicalRole,28,118,0.237288
wikicat_Ethnic_German_people,isPoliticianOf,27,550,0.049091
wordnet_artist_109812338,hasLatitude,27,28,0.964286
wordnet_artist_109812338,hasLongitude,27,28,0.964286
wikicat_Women,hasMotto,27,27,1.000000
wikicat_Women,participatedIn,27,46,0.586957
wordnet_album_106591815,happenedOnDate,26,29,0.896552
wikicat_Women,isInterestedIn,24,37,0.648649
wordnet_movie_106613686,hasImdb,21,21,1.000000
wordnet_administrative_district_108491826,hasCurrency,20,27,0.740741
wordnet_administrative_district_108491826,hasUnemployment,19,21,0.904762
wikicat_Ethnic_German_people,owns,19,22,0.863636
wikicat_Women,hasLatitude,19,19,1.000000
wikicat_Women,hasLongitude,19,19,1.000000
wikicat_Women,isKnownFor,18,18,1.000000
wordnet_artist_109812338,isPoliticianOf,16,17,0.941176
wordnet_administrative_district_108491826,dealsWith,15,19,0.789474
wordnet_movie_106613686,hasLatitude,13,13,1.000000
wordnet_movie_106613686,hasLongitude,13,13,1.000000
wordnet_administrative_district_108491826,hasAirportCode,12,12,1.000000
wordnet_administrative_district_108491826,hasTLD,12,12,1.000000
wikicat_Living_people,hasPages,11,13,0.846154
wordnet_administrative_district_108491826,hasGDP,10,10,1.000000
wordnet_movie_106613686,happenedIn,10,10,1.000000
wordnet_administrative_district_108491826,exports,9,10,0.900000
wordnet_administrative_district_108491826,hasPoverty,9,9,1.000000
wikicat_Ethnic_German_people,hasLatitude,9,9,1.000000
wikicat_Ethnic_German_people,hasLongitude,9,9,1.000000
wordnet_album_106591815,hasPages,9,9,1.000000
wordnet_artist_109812338,hasAcademicAdvisor,9,9,1.000000
wordnet_person_100007846,hasNumberOfPeople,7,7,1.000000
wikicat_Ethnic_German_people,participatedIn,7,10,0.700000
wordnet_artist_109812338,edited,6,6,1.000000
wikicat_Living_people,hasNumberOfPeople,5,5,1.000000
wordnet_person_100007846,hasPages,5,5,1.000000
wordnet_artist_109812338,worksAt,5,5,1.000000
wordnet_administrative_district_108491826,imports,4,4,1.000000
wordnet_administrative_district_108491826,hasExport,3,3,1.000000
wordnet_administrative_district_108491826,hasImport,3,3,1.000000
wordnet_album_106591815,hasLatitude,3,3,1.000000
wordnet_album_106591815,hasLongitude,3,3,1.000000
wikicat_Living_people,hasGender,2,604725,0.000003
wikicat_Living_people,hasRevenue,2,2,1.000000
wordnet_administrative_district_108491826,hasEconomicGrowth,2,2,1.000000
wordnet_administrative_district_108491826,hasGini,2,2,1.000000
wordnet_administrative_district_108491826,hasHeight,2,2,1.000000
wordnet_administrative_district_108491826,hasLength,2,2,1.000000
wordnet_person_100007846,hasGender,2,165131,0.000012
wikicat_Ethnic_German_people,hasGender,2,22234,0.000090
wordnet_album_106591815,hasImdb,2,2,1.000000
wordnet_artist_109812338,hasGender,2,66212,0.000030
wordnet_artist_109812338,hasNumberOfPeople,2,2,1.000000
wikicat_Women,hasGender,2,34204,0.000058
wikicat_Living_people,hasDuration,1,1,1.000000
wikicat_Living_people,participatedIn,1,1,1.000000
wordnet_administrative_district_108491826,hasExpenses,1,1,1.000000
wordnet_administrative_district_108491826,hasInflation,1,1,1.000000
wordnet_administrative_district_108491826,hasRevenue,1,1,1.000000
wordnet_person_100007846,hasBudget,1,1,1.000000
wordnet_person_100007846,hasDuration,1,1,1.000000
wordnet_person_100007846,hasRevenue,1,1,1.000000
wordnet_movie_106613686,hasISBN,1,1,1.000000
wordnet_artist_109812338,hasMotto,1,1,1.000000
wordnet_artist_109812338,hasPages,1,1,1.000000
wikicat_Women,hasNumberOfPeople,1,1,1.000000
